date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2012-01-04,sh.000974,3306.1700,3306.1700,3242.9400,3243.2200,3284.5400,7843228,6120516608.0000,3,0.000000,1,-1.258017,0
2012-01-05,sh.000974,3238.9900,3320.6000,3238.9900,3274.7900,3243.2200,14486184,10962746368.0000,3,0.000000,1,0.973417,0
2012-01-06,sh.000974,3270.9200,3303.6600,3270.9200,3302.0400,3274.7900,9954289,7731738624.0000,3,0.000000,1,0.832114,0
2012-01-09,sh.000974,3300.5300,3385.2400,3286.1000,3385.2400,3302.0400,15190210,12304138240.0000,3,0.000000,1,2.519653,0
2012-01-10,sh.000974,3382.0700,3458.4300,3382.0700,3451.6100,3385.2400,14777365,12688422912.0000,3,0.000000,1,1.960574,0
2012-01-11,sh.000974,3448.3500,3449.9100,3416.8100,3425.5500,3451.6100,9158722,7989794304.0000,3,0.000000,1,-0.755012,0
2012-01-12,sh.000974,3421.7000,3471.4800,3421.7000,3442.5800,3425.5500,9512447,8189538816.0000,3,0.000000,1,0.497147,0
2012-01-13,sh.000974,3446.3800,3460.2300,3400.1200,3417.7100,3442.5800,9207501,7632746496.0000,3,0.000000,1,-0.722427,0
2012-01-16,sh.000974,3404.3700,3432.8900,3396.9500,3396.9500,3417.7100,5524542,5130075648.0000,3,0.000000,1,-0.607425,0
2012-01-17,sh.000974,3401.7300,3515.7500,3376.8500,3515.7500,3396.9500,14037935,11965086720.0000,3,0.000000,1,3.497256,0
2012-01-18,sh.000974,3504.2200,3533.2800,3468.3100,3474.4000,3515.7500,11626039,10138379264.0000,3,0.000000,1,-1.176139,0
2012-01-19,sh.000974,3480.4500,3554.2100,3480.4500,3549.4400,3474.4000,12679397,11485735936.0000,3,0.000000,1,2.159799,0
2012-01-20,sh.000974,3570.7700,3621.6500,3560.7400,3614.9100,3549.4400,14931978,14026579968.0000,3,0.000000,1,1.844515,0
2012-01-30,sh.000974,3615.3800,3615.3800,3541.7600,3541.7600,3614.9100,10770986,9492189184.0000,3,0.000000,1,-2.023561,0
2012-01-31,sh.000974,3546.9900,3560.7500,3528.0000,3543.3000,3541.7600,6477433,5918014976.0000,3,0.000000,1,0.043482,0
2012-02-01,sh.000974,3534.6600,3549.7400,3480.7700,3481.5300,3543.3000,7053999,6660168192.0000,3,0.000000,1,-1.743291,0
2012-02-02,sh.000974,3496.0500,3600.0300,3487.5900,3600.0300,3481.5300,11670560,10848345088.0000,3,0.000000,1,3.403676,0
2012-02-03,sh.000974,3586.8600,3646.2900,3586.0600,3627.1300,3600.0300,13074461,12164364288.0000,3,0.000000,1,0.752767,0
2012-02-06,sh.000974,3632.2900,3636.6300,3588.5200,3607.4600,3627.1300,10037976,9015445504.0000,3,0.000000,1,-0.542300,0
2012-02-07,sh.000974,3583.9600,3583.9600,3528.7100,3539.3100,3607.4600,8587015,8010645504.0000,3,0.000000,1,-1.889138,0
2012-02-08,sh.000974,3536.4600,3637.3700,3536.4600,3629.1800,3539.3100,11381249,9641995264.0000,3,0.000000,1,2.539192,0
2012-02-09,sh.000974,3632.3900,3635.8500,3612.9200,3620.1900,3629.1800,10383657,9628747776.0000,3,0.000000,1,-0.247714,0
2012-02-10,sh.000974,3606.1100,3653.3400,3599.7900,3610.5000,3620.1900,11422293,10433132544.0000,3,0.000000,1,-0.267664,0
2012-02-13,sh.000974,3570.7700,3620.0700,3560.2500,3584.1900,3610.5000,10139898,9394923520.0000,3,0.000000,1,-0.728710,0
2012-02-14,sh.000974,3578.4700,3578.4700,3544.5000,3561.2300,3584.1900,8777276,8189561344.0000,3,0.000000,1,-0.640590,0
2012-02-15,sh.000974,3549.6600,3609.2000,3545.9700,3584.7300,3561.2300,11055176,10505460736.0000,3,0.000000,1,0.659884,0
2012-02-16,sh.000974,3582.1800,3588.5000,3554.2500,3569.4700,3584.7300,10380529,9174406144.0000,3,0.000000,1,-0.425695,0
2012-02-17,sh.000974,3596.4400,3599.1000,3571.6900,3585.4100,3569.4700,7755192,7271041024.0000,3,0.000000,1,0.446563,0
2012-02-20,sh.000974,3640.9900,3640.9900,3589.5000,3589.8900,3585.4100,10863261,10662151168.0000,3,0.000000,1,0.124950,0
2012-02-21,sh.000974,3595.9600,3614.8500,3571.3800,3614.8500,3589.8900,8254291,7647578624.0000,3,0.000000,1,0.695292,0
