code,alpha001
sh.601333,0.4361232307284668
sh.601339,-0.6888063247926635
sh.601360,-0.007296880941658782
sh.601366,-0.4506765512100496
sh.601368,0.1783814756481859
sh.601369,-0.8504085820558819
sh.601375,-0.2998941386520164
sh.601377,-0.24571446850715076
sh.601388,0.07739003610291421
sh.601390,-0.17031766985675081
sh.601398,0.3658287158575356
sh.601399,-0.07928543580973824
sh.601456,-0.5915421179234001
sh.601500,-0.0381837850492672
sh.601512,0.14671984456185014
sh.601515,0.054432449498344145
sh.601518,0.4842306586387285
sh.601519,-0.48016459314697657
sh.601528,0.05691234436422765
sh.601555,-0.4203385965634949
sh.601566,-0.09788264326305884
sh.601567,-0.22733178978787405
sh.601568,0.6157661940004937
sh.601577,0.20610668756738978
sh.601579,-0.4145461453899913
sh.601588,-0.3175612019821649
sh.601595,-0.06854599220806362
sh.601598,-0.1769951082106659
sh.601599,-0.005171355712731867
sh.601600,0.06437196977230783
sh.601601,-0.1907077651969388
sh.601606,-0.8209855830172754
sh.601607,0.3345300425001777
sh.601608,-0.29513862315401207
sh.601609,0.18329009990631126
sh.601611,-0.19492928234495277
sh.601615,-0.48374954303443285
sh.601616,0.5801974342119275
sh.601618,0.23924893390109297
sh.601619,0.2443643230242983
sh.601628,-0.20139369563364734
sh.601633,-0.08600542941389691
sh.601636,0.5496424521046719
sh.601658,0.831697272043404
sh.601665,0.5524362632491894
sh.601666,-0.11793142704236333
sh.601668,0.2779185702117806
sh.601669,-0.048460170071546516
sh.601677,0.01197195947985297
sh.601678,-0.23026662600334669
sh.601686,0.7436616127359663
sh.601688,-0.2483083613731679
sh.601696,-0.5662939931007118
sh.601698,-0.7513395520028089
sh.601699,-0.14238178681090927
sh.601700,-0.5933550610129987
sh.601702,-0.445467550392775
sh.601717,-0.5326319744408652
sh.601718,0.11750342648184924
sh.601727,-0.6150426986893911
sh.601728,-0.2319150587844132
sh.601766,-0.11997923963906106
sh.601777,-0.6583814050705636
sh.601778,-0.13017519937624808
sh.601788,-0.21330844844321536
sh.601789,-0.9155170957321468
sh.601798,-0.05544747130379328
sh.601800,0.0026388912493943537
sh.601801,-0.340530268379103
sh.601808,-0.21257733591737404
sh.601811,-0.34411138398027125
sh.601816,0.03778306471052632
sh.601818,0.682395299275156
sh.601825,0.03737745356627232
sh.601827,0.12196078373030969
sh.601828,-0.7482534030779808
sh.601838,-0.03291165153156539
sh.601857,0.735958256942082
sh.601858,0.19034388251329817
sh.601860,0.137860279719492
sh.601865,0.6097561183574376
sh.601866,0.8408934174899014
sh.601868,0.05791773473496842
sh.601869,-0.42359873144308097
sh.601872,0.7966311341648754
sh.601877,-0.10530902692967012
sh.601878,-0.5026723566143891
sh.601880,0.23345886370978267
sh.601881,-0.416977538934813
sh.601882,-0.3598932001586653
sh.601886,-0.02133367028986904
sh.601890,-0.39330368281961076
sh.601898,-0.3686324574503242
sh.601899,-0.2919972077850498
sh.601900,-0.635987598791044
sh.601901,-0.39630379055796916
sh.601908,0.34373871848402565
sh.601916,0.1106021486729096
sh.601918,0.12975916867812873
sh.601919,0.6917399253505574
sh.601921,0.9502499304536484
sh.601928,0.0940548998746811
sh.601929,-0.8936144005660694
sh.601933,-0.4790975072017168
sh.601939,0.15593016588377856
sh.601949,-0.548818900427968
sh.601952,0.2764180192283542
sh.601956,-0.03587687379358449
sh.601958,-0.1549289894314506
sh.601963,0.6393001565916159
sh.601965,-0.1044114734614421
sh.601966,-0.044099450361915975
sh.601968,0.20979882135920228
sh.601969,0.07600870517527779
sh.601975,-0.19316237130871547
sh.601985,0.43997618324449017
sh.601988,0.17848791441947648
sh.601989,-0.3519730959434918
sh.601990,-0.17567445161954506
sh.601991,0.07485515622733706
sh.601992,0.06411592167796169
sh.601995,-0.2873733021305417
sh.601996,-0.01603824697730617
sh.601997,0.22666659127084504
sh.601998,-0.45708423528681014
sh.601999,0.26841622984305763
sh.603000,-0.7062641930919608
sh.603001,-0.5731220644074264
sh.603002,0.43113342056212034
sh.603004,-0.5436337896747212
sh.603005,-0.7124016692231245
sh.603006,0.5048494880488228
sh.603008,-0.34283793151158654
sh.603009,-0.6550090379779594
sh.603010,0.4985818577884357
sh.603011,-0.03635034469725844
sh.603012,0.028074147869111676
sh.603013,-0.5317966422905223
sh.603015,0.2611833992194033
sh.603016,0.5224130063297815
sh.603017,-0.09627920212385414
sh.603018,-0.8387959043562786
sh.603020,-0.10721372867650086
sh.603021,-0.48981633304371613
sh.603022,0.10702409224111989
sh.603025,-0.6615419367660191
sh.603026,-0.36080465258039685
sh.603027,-0.2731084311944931
sh.603028,0.34032803535178363
sh.603029,-0.4956702223822849
sh.603030,-0.671770309153774
sh.603031,-0.47717373965061094
sh.603032,-0.253136388166599
sh.603033,0.4085196921108095
sh.603035,0.01698275434011398
sh.603036,-0.3514090126759667
sh.603037,-0.5789130663715923
sh.603038,-0.2653150770026259
sh.603040,0.10816155636939699
sh.603041,-0.1566418442910853
sh.603042,0.06952986202233652
sh.603043,0.2104315114285466
sh.603045,-0.05374685138832852
sh.603048,-0.31702268733900113
sh.603050,-0.3175445764264573
sh.603051,-0.3209398544271661
sh.603052,-0.08074168667233644
sh.603053,-0.029273456670819625
sh.603055,-0.08649648773793665
sh.603056,-0.4521954030748982
sh.603057,0.008193979561165738
sh.603058,0.309603087498576
sh.603059,-0.6542104382858552
sh.603060,-0.8413798020760916
sh.603062,-0.4646772521565075
sh.603063,-0.9194307325245498
sh.603065,0.43046354733236125
sh.603066,0.0471570385196555
sh.603067,-0.03830835132856002
sh.603068,0.18079838503736564
sh.603069,-0.377022492686152
sh.603070,-0.5772261736319511
sh.603071,-0.10773563484814955
sh.603073,-0.1087305187011533
sh.603075,-0.6155598548469047
sh.603076,-0.40660060825004857
sh.603077,-0.6024500885394527
sh.603078,0.47384535693657287
sh.603079,0.17212143648413575
sh.603080,-0.2049447101616169
sh.603081,0.8169001335673103
sh.603082,-0.13611319061100566
sh.603083,-0.3085369995993671
sh.603085,-0.09857895027086871
sh.603086,0.02754442408331499
sh.603087,0.146758657575215
sh.603088,-0.18913252984743317
sh.603089,0.5358467312759473
sh.603090,-0.3045621387049686
sh.603091,-0.7217386537794326
sh.603093,0.08287013651707731
sh.603095,-0.5769053889884784
sh.603096,-0.07948957425959552
sh.603097,0.4712152361594933
sh.603098,0.048756646393730244
sh.603099,-0.6639011149167645
sh.603100,-0.37791564422599644
sh.603101,0.4761728340760479
sh.603102,-0.6123650400137074
sh.603103,-0.9899990349637205
sh.603105,0.0803117966039157
sh.603106,-0.3304275272052688
sh.603107,-0.049092913504221264
sh.603108,0.31036389218247395
sh.603109,-0.6948341676196155
sh.603110,-0.7666415454881365
sh.603111,0.09785722992145646
sh.603112,-0.37409111181247784
sh.603113,-0.1117171659757529
sh.603115,-0.20447421526972487
sh.603116,-0.7157724631222417
sh.603117,0.046103838170329245
sh.603118,-0.15158764103747874
sh.603119,0.09973577684633868
sh.603121,-0.2163805171319938
sh.603122,0.36360878975977856
sh.603123,-0.5869867956054049
sh.603125,0.650053083122253
sh.603126,0.311173735712859
sh.603127,0.5715819978637671
sh.603128,0.2911004693462365
sh.603130,0.13827252257919773
sh.603131,-0.45991269775299015
sh.603132,-0.01876713902695081
sh.603135,-0.01521217421297402
sh.603136,0.26205079683688304
sh.603137,-0.4823679275451424
sh.603138,-0.6832622588477087
sh.603139,-0.1725846169551548
sh.603150,0.32058595879550605
sh.603151,0.7026319234810949
sh.603153,-0.1486419362921913
sh.603155,-0.7480973300802323
sh.603156,-0.24415635093897203
sh.603158,-0.0686969283052633
sh.603159,0.0818537090922566
sh.603161,-0.6111832246481226
sh.603162,0.16538362739424572
sh.603163,-0.271336284493991
sh.603165,0.004850974552132622
sh.603166,-0.6602957901818675
sh.603167,-0.4545394208100224
sh.603168,0.3258949580717119
sh.603169,-0.06935153239338517
sh.603170,-0.12300672910938057
sh.603171,-0.627613609347948
sh.603172,-0.34233201648412137
sh.603173,-0.49946908428246656
sh.603176,-0.7669975418487567
sh.603177,-0.4183131917987281
sh.603178,0.12808073820652605
sh.603179,0.4606720981489202
sh.603180,0.04601270879988135
sh.603181,-0.1841122423576315
sh.603182,-0.6023035766917483
sh.603183,0.4859130200784747
sh.603185,0.058755786054729114
sh.603186,0.0612406070700208
sh.603187,0.3655604597395911
sh.603188,-0.10969833010957555
sh.603189,-0.850891178723143
sh.603190,-0.3438879929150703
sh.603191,0.35458330945491306
sh.603192,-0.022878719949641933
sh.603193,0.17227809980908299
sh.603196,0.40387360191155935
sh.603197,0.016054815620696678
sh.603199,0.03449510258738528
sh.603200,0.21210238060021483
sh.603201,-0.24213981633880396
sh.603203,-0.3797816821856495
sh.603206,-0.27148369910329456
sh.603207,0.775944411826247
sh.603208,0.006454615628255778
sh.603209,-0.06741090829503396
sh.603211,-0.2865404563246855
sh.603212,0.12675286429379742
sh.603213,-0.0017124195831606757
sh.603214,-0.003571792307706592
sh.603215,0.10973873205932502
sh.603216,-0.37506954038407664
sh.603217,-0.5587479384543087
sh.603218,-0.3899413910266573
sh.603219,-0.618306443568591
sh.603220,-0.1943120868051872
sh.603221,-0.015088747018148439
sh.603222,-0.5888258434894863
sh.603223,0.4420950244740474
sh.603225,0.28221904940715165
sh.603226,0.619706072954043
sh.603227,0.3133737846137786
sh.603228,-0.41620934561245077
sh.603229,-0.32353294474578975
sh.603230,-0.6370738751041378
sh.603231,0.025051728363086362
sh.603232,-0.2703807247532253
sh.603233,0.02107954331646117
sh.603235,-0.34084101335264655
sh.603236,-0.4964041274343918
sh.603237,-0.468699352433917
sh.603238,-0.2480839183195025
sh.603239,0.33406156439919354
sh.603255,-0.37813054188898804
sh.603256,0.4487711516753186
sh.603258,0.40795797656650656
sh.603261,-0.6058321355409124
sh.603266,-0.3810250313929652
sh.603267,0.11387781448564056
sh.603268,-0.47191684420226776
sh.603269,-0.9002049392553193
sh.603270,-0.550712279819308
sh.603272,-0.28008044217589473
sh.603273,-0.1488910124330683
sh.603275,-0.329090471805786
sh.603276,-0.08101641632180306
sh.603277,-0.5730778545410972
sh.603278,-0.18604233205361062
sh.603279,0.6513630770735933
sh.603280,0.06731343630543152
sh.603281,-0.06035239903526137
sh.603282,-0.8954694620409372
sh.603285,0.171726678953953
sh.603286,0.09274850785690136
sh.603288,-0.1050369581361291
sh.603289,-0.5509622314304191
sh.603291,0.02714646242249208
sh.603298,0.16497085518309113
sh.603299,0.14555788998572886
sh.603300,-0.2420508525237563
sh.603301,0.12613714867100514
sh.603303,-0.27491611746650557
sh.603305,-0.15247012472259716
sh.603306,-0.9696150523986645
sh.603307,-0.5980006968911961
sh.603308,-0.4655770315006596
sh.603309,0.2304441459064031
sh.603310,-0.14936118900172554
sh.603311,-0.7001957705231608
sh.603312,0.3523749020082333
sh.603313,-0.37692171528029206
sh.603315,-0.05579880861578266
sh.603316,0.45747988670318174
sh.603317,0.17033960996958686
sh.603318,-0.42845724769705895
sh.603319,-0.7150627306022878
sh.603320,-0.40840691885251634
sh.603321,0.003864901546560237
sh.603322,-0.6012182085035523
sh.603323,-0.09741158389659012
sh.603324,-0.6729997597115543
sh.603326,-0.7520610759592786
sh.603327,-0.38033566556280435
sh.603328,-0.3091103749588241
sh.603329,0.4392476355296217
sh.603330,-0.13425179977721657
sh.603331,-0.03571002677898936
sh.603332,-0.23550890922758355
sh.603333,-0.739505962416937
sh.603335,0.200306158990794
sh.603336,-0.8366233993802709
sh.603337,-0.6176032436876958
sh.603339,-0.0017885483959975247
sh.603341,-0.4828827834558296
sh.603344,0.07086695785323337
sh.603348,-0.5925271633574493
sh.603350,0.0818400052165138
sh.603351,-0.44123653096692017
sh.603353,-0.23586858140951428
sh.603355,-0.4141690947224257
sh.603357,-0.11895051453992783
sh.603358,-0.5488192933581159
sh.603359,0.320381557159573
sh.603360,-0.21171373269860344
sh.603365,-0.3131583858234697
sh.603366,-0.6259605594509956
sh.603367,0.1496642090063311
sh.603368,-0.4788893371155869
sh.603369,-0.054474284697275915
sh.603373,-0.07071148875155707
sh.603375,0.21023832043520466
sh.603378,0.5051094109469736
sh.603379,0.11640596894398109
sh.603380,-0.2157185036505893
sh.603381,-0.32052251382217334
sh.603383,-0.26602329816148956
sh.603385,0.5762992517307602
sh.603386,-0.4164232347215955
sh.603387,-0.6927025537148733
sh.603389,0.03521215975515991
sh.603390,-0.0019109495599720259
sh.603391,0.5663043064597112
sh.603393,-0.559984390225578
sh.603396,0.6299976437866108
sh.603398,0.18188308612972745
sh.603399,-0.03578898604296533
sh.603408,-0.1610827757660456
sh.603416,-0.18916109853448396
sh.603421,0.3479425619020079
sh.603429,0.5369730269314757
sh.603439,0.15609246790209447
sh.603456,0.022075743013617127
sh.603458,-0.24195095491721264
sh.603466,-0.11332615664355018
sh.603477,0.03514966149836137
sh.603488,-0.6907340463234017
sh.603489,-0.43199892483108254
sh.603496,-0.3352436342020104
sh.603499,-0.8794513593295741
sh.603500,-0.5573077428591234
sh.603505,-0.0274528367828591
sh.603506,-0.15264554627626895
sh.603507,0.03274609276819416
sh.603508,-0.31910051444903487
sh.603511,0.17233769069501123
sh.603515,-0.24977241787005128
sh.603517,-0.6569231267914181
sh.603518,-0.22657874782615248
sh.603519,-0.9686312531254145
sh.603520,0.18706487258904336
sh.603527,-0.4934492278654209
sh.603528,-0.13876104940095818
sh.603529,0.5063780512831773
sh.603530,-0.08233193929662791
sh.603533,-0.5436422867715758
sh.603535,-0.3244708189302889
sh.603536,-0.5130722738194757
sh.603538,0.5852007671552037
sh.603551,-0.6197331009084828
sh.603556,-0.2680864473536866
sh.603558,0.17234319933914616
sh.603565,0.6448508463757785
sh.603566,0.12590553626266018
sh.603567,0.445106764677408
sh.603568,-0.31199101515468036
sh.603569,-0.05183842440550054
sh.603577,-0.48045999378441706
sh.603578,-0.32737406033879607
sh.603579,0.08768470629417885
sh.603580,-0.9167861964946034
sh.603583,-0.3990400732715002
sh.603585,-0.08064190555797998
sh.603586,-0.5575981811744694
sh.603587,-0.1337877167331394
sh.603588,-0.27307679377662036
sh.603589,-0.15295958691883937
sh.603590,0.27552843908836455
sh.603595,-0.661650918135486
sh.603596,0.881985119568481
sh.603598,0.2504863103809085
sh.603599,-0.06782517062396821
sh.603600,-0.8374526553807449
sh.603601,-0.17449374071557036
sh.603602,-0.2141325083565593
sh.603607,-0.6583969110497366
sh.603609,-0.174087518617679
sh.603610,-0.5237968645610124
sh.603611,0.5773713133070432
sh.603612,0.3889683203097111
sh.603613,-0.5151041882020052
sh.603615,-0.20493221884185459
sh.603616,0.01017793565320383
sh.603617,-0.31848420778011377
sh.603618,0.34376980997664663
sh.603619,0.0050782858442095825
sh.603626,-0.5132197429073079
sh.603628,-0.006771375607052892
sh.603629,-0.42569150815195184
sh.603630,-0.4333466504798157
sh.603633,0.04427717506466089
sh.603636,0.36759491028797536
sh.603637,-0.7576548375900802
sh.603638,-0.6133470391933143
sh.603639,-0.1207838575708034
sh.603648,-0.4217833767271529
sh.603650,0.727112771503031
sh.603655,-0.8052735135556519
sh.603656,-0.02444532014531816
sh.603657,-0.5263244163932991
sh.603658,0.143687919052481
sh.603659,-0.43126758335687154
sh.603660,-0.5971282991093384
sh.603661,-0.7816642575001774
sh.603663,0.03789451799653187
sh.603665,-0.2147918743509285
sh.603666,-0.9609223089554815
sh.603667,-0.09254846488633045
sh.603668,0.34613487960673706
sh.603669,-0.30682322331861833
sh.603676,-0.09847342272979355
sh.603677,-0.4814206669451731
sh.603678,-0.050369057317802474
sh.603679,-0.47492125051301
sh.603680,-0.4542119663456963
sh.603681,0.38106498617287476
sh.603682,-0.05831213026469118
sh.603683,-0.39611344253543623
sh.603685,0.49752977555966293
sh.603686,0.008032392018920136
sh.603687,-0.7061592990024161
sh.603688,-0.3842510960439713
sh.603689,0.11510707690464532
sh.603690,-0.09836662094350153
sh.603693,-0.39865964370670876
sh.603696,-0.06567028783118588
sh.603697,-0.15225250277340044
sh.603698,-0.7052889365217113
sh.603699,-0.8081731887029544
sh.603700,-0.2595552981092387
sh.603701,-0.08927077191785797
sh.603703,0.19895190508469907
sh.603706,0.14850773427946873
sh.603707,-0.044093350365252575
sh.603708,-0.05895130273738372
sh.603709,-0.2209134458595016
sh.603711,-0.1291350916512068
sh.603712,-0.4795699195346635
sh.603716,0.293771876768607
sh.603717,-0.12197261684743596
sh.603718,0.2282548159267311
sh.603719,0.08430514224371793
sh.603721,-0.6498904036506433
sh.603722,0.02090045857884178
sh.603725,-0.34738971303201466
sh.603726,-0.625392213983768
sh.603727,-0.043671355879245095
sh.603729,-0.5465957266671511
sh.603730,0.15363874416288187
sh.603733,0.013340243965752662
sh.603737,-0.19330625154682177
sh.603738,-0.16205736322875752
sh.603739,0.21625087634732973
sh.603755,-0.7241319060722332
sh.603757,0.07438353087565361
sh.603758,0.2580355608430195
sh.603759,-0.20348309669028009
sh.603766,0.2863147475167341
sh.603767,-0.27797047441107
sh.603768,-0.089759934145485
sh.603773,-0.48525192421617
sh.603777,0.44890542204703504
sh.603778,-0.8139785277404427
sh.603779,-0.22519595739000572
sh.603787,-0.3608218887005844
sh.603788,0.16365450099533238
sh.603789,0.0664701402694505
sh.603790,-0.6781208889383291
sh.603797,-0.46694343252722154
sh.603798,-0.7656966335005427
sh.603799,-0.38588607956648346
sh.603800,-0.8806582431925796
sh.603801,-0.7193050650669882
sh.603803,-0.22293343852020522
sh.603806,-0.22153171667584723
sh.603808,-0.36330249908674345
sh.603809,-0.8895801718545245
sh.603810,-0.406542891571538
sh.603811,0.4529710545682767
sh.603813,0.4147610447517744
sh.603815,0.16998847810567613
sh.603816,-0.32883691929902087
sh.603817,-0.1743619272064043
sh.603818,-0.00043321387152389976
sh.603819,0.5281102235957359
sh.603823,-0.89265310087692
sh.603825,-0.4871266442074044
sh.603826,-0.36298777529535875
sh.603829,0.052688560442043376
sh.603836,0.6548675587676743
sh.603838,-0.46656878443739935
sh.603839,-0.43207452598430884
sh.603843,-0.8053792726897022
sh.603848,0.13201565009947894
sh.603855,-0.16164387279494288
sh.603856,-0.027693913023378966
sh.603858,0.30576446163865423
sh.603859,-0.4050662928073393
sh.603860,0.00972191669059889
sh.603861,-0.5908354044706358
sh.603863,-0.12825444530561772
sh.603866,0.15535086188641492
sh.603867,-0.24325326355416915
sh.603868,-0.1148090098033557
sh.603871,-0.2641095920704594
sh.603876,0.048391417180568816
sh.603877,-0.39486164729931555
sh.603878,-0.02363749192262676
sh.603880,0.2858829469463964
sh.603881,-0.40172608022125733
sh.603882,-0.12653755516167642
sh.603883,-0.022319063042099897
sh.603885,-0.4571819240950634
sh.603886,0.2841170295025972
sh.603887,0.6912812020901608
sh.603888,-0.01881688391646591
sh.603889,0.13545437566283028
sh.603890,-0.4015453729243337
sh.603895,-0.32448227959496834
sh.603896,0.4165379031969954
sh.603897,-0.37081542178182314
sh.603898,0.17531708719111178
sh.603899,-0.11663622925792283
sh.603900,0.5604467169127036
sh.603901,-0.712545386916491
sh.603903,-0.8931852023840124
sh.603906,-0.07292810814349186
sh.603908,-0.49011067593204427
sh.603909,-0.0011008107008445356
sh.603912,-0.08074685699726239
sh.603915,-0.8083862942971036
sh.603916,-0.4236450646529174
sh.603917,0.20277958305449795
sh.603918,-0.8018402089127614
sh.603919,0.19744111862790578
sh.603920,-0.08302968618534019
sh.603922,-0.6195256104877235
sh.603926,0.813352123509366
sh.603927,-0.46132906762937015
sh.603928,-0.0798311417269358
sh.603929,0.03532945070605476
sh.603931,-0.7549283306511547
sh.603933,0.1892088517235983
sh.603936,-0.12688766568606172
sh.603937,-0.1801388020502091
sh.603938,0.275852934160598
sh.603939,-0.1671563188458085
sh.603948,0.6895793298625637
sh.603949,-0.3036333989905426
sh.603950,-0.6119267754126736
sh.603955,-0.37279207731963127
sh.603956,0.23297603509953912
sh.603958,-0.14300572971114947
sh.603960,-0.4754952306108408
sh.603966,0.38966691133340403
sh.603967,-0.05213382699140942
sh.603968,0.35341495375121273
sh.603969,-0.2669858324200225
sh.603970,-0.6931629022554764
sh.603976,-0.01586938325883587
sh.603977,0.025816188063845162
sh.603978,-0.0819576666798866
sh.603979,-0.7248458441464265
sh.603980,-0.044988218822596196
sh.603982,0.2006194133657975
sh.603983,-0.6028505441260379
sh.603985,-0.008173325875649437
sh.603987,0.42330617690069866
sh.603988,-0.6031677940574391
sh.603989,-0.6811182356324993
sh.603990,-0.9551218753829124
sh.603992,0.5377033249902186
sh.603993,-0.061349327309505375
sh.603995,-0.04445145081038243
sh.603997,-0.22244043176640318
sh.603998,0.1917606579880475
sh.603999,-0.21498329782561298
sh.605001,-0.04695500425166446
sh.605003,0.14832645617775153
sh.605005,0.231848715798689
sh.605006,-0.02850981032633152
sh.605007,0.2613197081702062
sh.605008,-0.5997891104485551
sh.605009,-0.06335015539345382
sh.605011,-0.4188198898254077
sh.605016,0.37224237533792204
sh.605018,-0.46366732348962203
sh.605020,-0.04424922275106261
sh.605028,-0.5025960220134648
sh.605033,-0.07201330701511525
sh.605050,0.08893971169878057
sh.605055,-0.2779473050669888
sh.605056,-0.100022486923805
sh.605058,-0.044057633539217364
sh.605060,0.5433111931679103
sh.605066,-0.3927410477947565
sh.605068,-0.11192298632533522
sh.605069,0.05474616331974736
sh.605077,-0.5070791730664926
sh.605080,-0.8766253379577464
sh.605081,-0.34989747747104866
sh.605086,-0.6845226147691814
sh.605088,0.427989448839427
sh.605089,-0.6644362815922562
sh.605090,0.28945639437912724
sh.605098,-0.11939404615635896
sh.605099,0.3410741513467348
sh.605100,-0.7533834947389041
sh.605108,-0.681476124295739
sh.605111,-0.13067058659478364
sh.605116,0.17026340909913995
sh.605118,-0.3302076040273148
sh.605122,0.003201431197875568
sh.605128,-0.42211838879703867
sh.605133,0.5353312005839524
sh.605136,0.020401639182499567
sh.605138,-0.26030252213268035
sh.605151,-0.20369431894749748
sh.605155,-0.3874382691751408
sh.605158,-0.5475496659459227
sh.605162,0.1558705040625289
sh.605166,-0.03954176937700287
sh.605167,0.5484841867216593
sh.605168,0.2467678197844855
sh.605169,0.45625298455824426
sh.605177,0.4867890123157347
sh.605178,-0.27915961833189634
sh.605179,0.059005901616484696
sh.605180,-0.2923206112998207
sh.605183,-0.05355499974062533
sh.605186,0.14175616009419778
sh.605188,0.09310403707430828
sh.605189,0.5058050369408592
sh.605196,-0.7452064963551318
sh.605198,-0.8014797767070692
sh.605199,-0.1290247334010416
sh.605208,0.22772034520876555
sh.605218,-0.579239888040356
sh.605222,0.0909862793785527
sh.605228,-0.5847521642864245
sh.605255,-0.07825746433784939
sh.605258,0.08745898132226748
sh.605259,-0.2766280223253751
sh.605266,0.13402108510012511
sh.605268,-0.14186619867686753
sh.605277,-0.42180920468115135
sh.605286,0.05387451923256666
sh.605287,-0.43524118055120714
sh.605288,-0.002880757946790644
sh.605289,-0.31607010467842606
sh.605296,0.26094839307155493
sh.605298,-0.28133488704352944
sh.605299,-0.3246556701447801
sh.605300,-0.3280499588628401
sh.605303,0.26724205505812504
sh.605305,-0.3718473254134815
sh.605318,0.06497683510696968
sh.605319,-0.19811540656312507
sh.605333,0.1444241194982774
sh.605336,-0.7307418627333537
sh.605337,-0.025520737653875806
sh.605338,0.19931659065643842
sh.605339,0.3979604488522726
sh.605358,-0.49931600842603513
sh.605365,-0.32796474881701254
sh.605366,0.4773908279629413
sh.605368,0.09470843638010948
sh.605369,0.06600812599952177
sh.605376,-0.2721229057396735
sh.605377,-0.608065491290476
sh.605378,-0.7601070542734257
sh.605388,-0.0912540316050115
sh.605389,-0.2255775642954577
sh.605398,-0.8784372880857738
sh.605399,0.5978713872198985
sh.605488,-0.6708572907217049
sh.605500,-0.533348748535005
sh.605507,-0.25724784801944195
sh.605555,-0.42254343236361563
sh.605566,-0.7713580661901069
sh.605567,-0.11953550156545081
sh.605577,0.10932630065323372
sh.605580,-0.8088136065840639
sh.605588,-0.17897525404913248
sh.605589,-0.4876190934149836
sh.605598,-0.7913312876627508
sh.605599,-0.4447489010479629
sz.000001,0.23740775210238457
sz.000002,0.022876186318587993
sz.000004,-0.6282589037231607
sz.000006,-0.23883616955122733
sz.000007,-0.2344240700228682
sz.000008,0.6614884708739945
sz.000009,-0.2764354964504664
sz.000010,-0.09408660754046237
sz.000011,-0.5756538769082287
sz.000012,0.19681572321088406
sz.000014,-0.33077331102121926
sz.000016,-0.47264454617669005
sz.000017,0.5613554201831934
sz.000019,0.08713490680089003
sz.000020,0.1845200801875503
sz.000021,-0.6672606124674271
sz.000025,-0.4960456527034557
sz.000026,-0.691005059506071
sz.000027,-0.2747285594867765
sz.000028,0.07658916441412401
sz.000029,0.08098817523105716
sz.000030,0.23180274080714558
sz.000031,0.2594834751591688
sz.000032,-0.34606314074476874
sz.000034,0.11286427691969242
sz.000035,-0.5478309708630175
sz.000036,0.23327464363836847
sz.000037,-0.2801554670861336
sz.000039,0.30511846559820627
sz.000042,-0.47064758464944273
sz.000045,-0.5289105596519467
sz.000048,-0.26738346826727916
sz.000049,-0.16346086391005077
sz.000050,-0.5538916921352813
sz.000055,0.3118763185806381
sz.000056,-0.40786539100766395
sz.000058,0.25037913980533827
sz.000059,-0.3555165592987886
sz.000060,-0.2975675385673847
sz.000061,-0.575221587124004
sz.000062,-0.6881785131384001
sz.000063,-0.3535630103192562
sz.000065,-0.7239895062192147
sz.000066,-0.7520479812499661
sz.000068,0.20788694357630036
sz.000069,0.6060517478397772
sz.000078,0.4843170053781983
sz.000088,-0.006349082982220973
sz.000089,0.5777595228163466
sz.000090,-0.4654327710405882
sz.000096,-0.6527585195263941
sz.000099,-0.794593875110005
sz.000100,-0.499198142438049
sz.000151,-0.925759373253601
sz.000153,0.6285906503654843
sz.000155,0.1585452397152315
sz.000156,0.03440671663713926
sz.000157,-0.3316179466761302
sz.000158,-0.8620674537440453
sz.000159,-0.6255906337175806
sz.000166,-0.2743385053576166
sz.000301,-0.2620678587509125
sz.000338,-0.2951267850053467
sz.000400,0.3279690520086551
sz.000401,-0.3614859671185632
sz.000402,-0.750240877502532
sz.000403,0.06209683283306418
sz.000404,0.21405704915447843
sz.000407,-0.09671412759299829
sz.000408,-0.4563614928765041
sz.000409,0.04900831963289024
sz.000410,-0.5351834060451266
sz.000411,0.22797386501492067
sz.000415,-0.2673961211009109
sz.000417,-0.496113210348558
sz.000419,0.016821402487128507
sz.000420,-0.3619949913709225
sz.000421,0.02722972310172433
sz.000422,-0.19234544192525269
sz.000425,-0.24587275655156973
sz.000426,-0.4593394853616432
sz.000428,-0.2907795943902084
sz.000429,-0.10942109730056995
sz.000430,-0.4733915475578927
sz.000488,-0.5972850565931267
sz.000498,-0.6444821569464536
sz.000501,-0.062437883863050006
sz.000503,-0.9382140823587977
sz.000504,-0.2890331109051003
sz.000505,-0.39844381674244844
sz.000507,-0.24237107865514143
sz.000509,-0.7605132278126031
sz.000510,0.5134521514006751
sz.000513,0.34567336529975135
sz.000514,0.08943059022388088
sz.000516,-0.19575055980155273
sz.000517,0.12942546677418082
sz.000518,0.06464126903658593
sz.000519,-0.9189851652623556
sz.000520,-0.8148799612783256
sz.000521,-0.664013252379745
sz.000523,0.3464510636765031
sz.000524,0.06474860018773371
sz.000526,-0.44713150243054367
sz.000528,0.2707699780620637
sz.000529,0.03537599191467298
sz.000530,-0.5252627509017955
sz.000531,0.8246976042948324
sz.000532,0.034396526281094825
sz.000533,-0.8314240422120395
sz.000534,-0.3624239148853837
sz.000536,-0.6922939149307775
sz.000537,-0.2820103257893936
sz.000539,0.18348091822970453
sz.000541,0.03450745893035657
sz.000543,-0.5459646606936206
sz.000544,0.36571624266195035
sz.000545,0.18760811593381915
sz.000546,0.3647550285322018
sz.000547,-0.5779595019366962
sz.000548,0.20200482913747722
sz.000550,0.023188366736026467
sz.000551,-0.7170360907428912
