,日期,指数代码,指数名称,指数英文名称,成分券代码,成分券名称,成分券英文名称,交易所,交易所英文名称
0,2025-04-11,000985,中证全指,CSI All Share,000001,平安银行,"Ping An Bank Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1,2025-04-11,000985,中证全指,CSI All Share,000002,万科A,China Vanke Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2,2025-04-11,000985,中证全指,CSI All Share,000004,国华网安,"Shenzhen GuoHua Network Security Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
3,2025-04-11,000985,中证全指,CSI All Share,000006,深振业A,Shenzhen Zhenye (Group) Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
4,2025-04-11,000985,中证全指,CSI All Share,000007,全新好,"Shenzhen Quanxinhao Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
5,2025-04-11,000985,中证全指,CSI All Share,000008,神州高铁,"China High-Speed Railway Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
6,2025-04-11,000985,中证全指,CSI All Share,000009,中国宝安,"China Baoan Group Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
7,2025-04-11,000985,中证全指,CSI All Share,000010,美丽生态,"SHENZHEN ECOBEAUTY CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
8,2025-04-11,000985,中证全指,CSI All Share,000011,深物业A,Shenzhen Properties & Resources Development (Group) Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
9,2025-04-11,000985,中证全指,CSI All Share,000012,南  玻A,CSG Holding Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
10,2025-04-11,000985,中证全指,CSI All Share,000014,沙河股份,Shahe Industrial Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
11,2025-04-11,000985,中证全指,CSI All Share,000016,深康佳A,Konka Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
12,2025-04-11,000985,中证全指,CSI All Share,000017,深中华A,Shenzhen China Bicycles Co (Holdings) Ltd,深圳证券交易所,Shenzhen Stock Exchange
13,2025-04-11,000985,中证全指,CSI All Share,000019,深粮控股,"SHENZHEN CEREALS HOLDINGS CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
14,2025-04-11,000985,中证全指,CSI All Share,000020,深华发A,"Shenzhen Zhongheng Huafa Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
15,2025-04-11,000985,中证全指,CSI All Share,000021,深科技,"Shenzhen Kaifa Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
16,2025-04-11,000985,中证全指,CSI All Share,000025,特力A,Shenzhen Tellus Holding Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
17,2025-04-11,000985,中证全指,CSI All Share,000026,飞亚达,"FIYTA Precision Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
18,2025-04-11,000985,中证全指,CSI All Share,000027,深圳能源,Shenzhen Energy Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
19,2025-04-11,000985,中证全指,CSI All Share,000028,国药一致,China National Accord Medicines Corporation Ltd.,深圳证券交易所,Shenzhen Stock Exchange
20,2025-04-11,000985,中证全指,CSI All Share,000029,深深房A,"Shenzhen Special Economic Zone Real Estate and Properties (Group) Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
21,2025-04-11,000985,中证全指,CSI All Share,000030,富奥股份,FAWER Automotive Parts Company,深圳证券交易所,Shenzhen Stock Exchange
22,2025-04-11,000985,中证全指,CSI All Share,000031,大悦城,"Grandjoy Holdings Group Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
23,2025-04-11,000985,中证全指,CSI All Share,000032,深桑达A,Shenzhen SED Industry Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
24,2025-04-11,000985,中证全指,CSI All Share,000034,神州数码,"Digital China Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
25,2025-04-11,000985,中证全指,CSI All Share,000035,中国天楹,China Tianying Inc.,深圳证券交易所,Shenzhen Stock Exchange
26,2025-04-11,000985,中证全指,CSI All Share,000036,华联控股,China Union Holdings Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
27,2025-04-11,000985,中证全指,CSI All Share,000037,深南电A,Shenzhen Nanshan Power Company Limited,深圳证券交易所,Shenzhen Stock Exchange
28,2025-04-11,000985,中证全指,CSI All Share,000039,中集集团,China International Marine Containers (Group) Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
29,2025-04-11,000985,中证全指,CSI All Share,000042,中洲控股,"SHENZHEN CENTRALCON INVESTMENT HOLDING CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
30,2025-04-11,000985,中证全指,CSI All Share,000045,深纺织A,Shenzhen Textile (Holdings) Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
31,2025-04-11,000985,中证全指,CSI All Share,000048,京基智农,"SHENZHEN KINGKEY SMART AGRICULTURE TIMES CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
32,2025-04-11,000985,中证全指,CSI All Share,000049,德赛电池,Shenzhen Desay Battery Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
33,2025-04-11,000985,中证全指,CSI All Share,000050,深天马A,Tianma Microelectronics Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
34,2025-04-11,000985,中证全指,CSI All Share,000055,方大集团,China Fangda Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
35,2025-04-11,000985,中证全指,CSI All Share,000056,皇庭国际,"SHENZHEN WONGTEE INTERNATIONAL ENTERPRISE CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
36,2025-04-11,000985,中证全指,CSI All Share,000058,深赛格,Shenzhen SEG Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
37,2025-04-11,000985,中证全指,CSI All Share,000059,华锦股份,"North Huajin Chemical Industries Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
38,2025-04-11,000985,中证全指,CSI All Share,000060,中金岭南,Shenzhen Zhongjin Lingnan Nonfemet Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
39,2025-04-11,000985,中证全指,CSI All Share,000061,农 产 品,Shenzhen Agricultural Products Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
40,2025-04-11,000985,中证全指,CSI All Share,000062,深圳华强,Shenzhen Huaqiang Industry Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
41,2025-04-11,000985,中证全指,CSI All Share,000063,中兴通讯,ZTE Corporation,深圳证券交易所,Shenzhen Stock Exchange
42,2025-04-11,000985,中证全指,CSI All Share,000065,北方国际,Norinco International Cooperation Ltd,深圳证券交易所,Shenzhen Stock Exchange
43,2025-04-11,000985,中证全指,CSI All Share,000066,中国长城,"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
44,2025-04-11,000985,中证全指,CSI All Share,000068,华控赛格,"SHENZHEN HUAKONG SEG CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
45,2025-04-11,000985,中证全指,CSI All Share,000069,华侨城A,Shenzhen Overseas Chinese Town Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
46,2025-04-11,000985,中证全指,CSI All Share,000078,海王生物,Shenzhen Neptunus Bioengineering Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
47,2025-04-11,000985,中证全指,CSI All Share,000088,盐田港,Shenzhen Yan Tian Port Holdings Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
48,2025-04-11,000985,中证全指,CSI All Share,000089,深圳机场,Shenzhen Airport Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
49,2025-04-11,000985,中证全指,CSI All Share,000090,天健集团,"SHENZHEN TAGEN GROUP CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
50,2025-04-11,000985,中证全指,CSI All Share,000096,广聚能源,Shenzhen Guangju Energy Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
51,2025-04-11,000985,中证全指,CSI All Share,000099,中信海直,Citic Offshore Helicopter Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
52,2025-04-11,000985,中证全指,CSI All Share,000100,TCL科技,TCL Technology Group Corporation,深圳证券交易所,Shenzhen Stock Exchange
53,2025-04-11,000985,中证全指,CSI All Share,000151,中成股份,China National Complete Plant Import&Export Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
54,2025-04-11,000985,中证全指,CSI All Share,000153,丰原药业,Anhui Fengyuan Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
55,2025-04-11,000985,中证全指,CSI All Share,000155,川能动力,SICHUAN NEW ENERGY POWER COMPANY LIMITED,深圳证券交易所,Shenzhen Stock Exchange
56,2025-04-11,000985,中证全指,CSI All Share,000156,华数传媒,"WASU MEDIA HOLDING CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
57,2025-04-11,000985,中证全指,CSI All Share,000157,中联重科,Zoomlion Heavy Industry Science & Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
58,2025-04-11,000985,中证全指,CSI All Share,000158,常山北明,"Shijiazhuang ChangShan BeiMing Technology Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
59,2025-04-11,000985,中证全指,CSI All Share,000159,国际实业,Xinjiang International Industry Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
60,2025-04-11,000985,中证全指,CSI All Share,000166,申万宏源,"Shenwan Hongyuan Group CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
61,2025-04-11,000985,中证全指,CSI All Share,000301,东方盛虹,"Jiangsu Eastern Shenghong Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
62,2025-04-11,000985,中证全指,CSI All Share,000333,美的集团,"Midea Group CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
63,2025-04-11,000985,中证全指,CSI All Share,000338,潍柴动力,Wei Chai Power Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
64,2025-04-11,000985,中证全指,CSI All Share,000400,许继电气,XJ Electric Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
65,2025-04-11,000985,中证全指,CSI All Share,000401,冀东水泥,Tangshan Jidong Cement Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
66,2025-04-11,000985,中证全指,CSI All Share,000402,金 融 街,Financial Street Holding Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
67,2025-04-11,000985,中证全指,CSI All Share,000403,派林生物,"Pacific Shuanglin Bio-pharmacy Co., LTD",深圳证券交易所,Shenzhen Stock Exchange
68,2025-04-11,000985,中证全指,CSI All Share,000404,长虹华意,"CHANGHONG HUAYI COMPRESSOR CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
69,2025-04-11,000985,中证全指,CSI All Share,000407,胜利股份,Shandong Shengli Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
70,2025-04-11,000985,中证全指,CSI All Share,000408,藏格矿业,ZANGGE MINING COMPANY LIMITED,深圳证券交易所,Shenzhen Stock Exchange
71,2025-04-11,000985,中证全指,CSI All Share,000409,云鼎科技,"Yunding Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
72,2025-04-11,000985,中证全指,CSI All Share,000410,沈阳机床,Shenyang Machine Tool Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
73,2025-04-11,000985,中证全指,CSI All Share,000411,英特集团,Zhejiang Int'l Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
74,2025-04-11,000985,中证全指,CSI All Share,000415,渤海租赁,"Bohai Leasing Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
75,2025-04-11,000985,中证全指,CSI All Share,000417,合百集团,Hefei Department Store Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
76,2025-04-11,000985,中证全指,CSI All Share,000419,通程控股,Changsha Tongcheng Holdings Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
77,2025-04-11,000985,中证全指,CSI All Share,000420,吉林化纤,Jilin Chemical Fibre Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
78,2025-04-11,000985,中证全指,CSI All Share,000421,南京公用,"NanJing Public Utilities Development Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
79,2025-04-11,000985,中证全指,CSI All Share,000422,湖北宜化,Hubei Yihua Chemical Industry Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
80,2025-04-11,000985,中证全指,CSI All Share,000423,东阿阿胶,Shandong Dong-Ee Jiao Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
81,2025-04-11,000985,中证全指,CSI All Share,000425,徐工机械,XCMG Construction Machinery Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
82,2025-04-11,000985,中证全指,CSI All Share,000426,兴业银锡,"INNER MONGOLIA XINGYE SILVER & TIN MINING CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
83,2025-04-11,000985,中证全指,CSI All Share,000428,华天酒店,Huatian Hotel Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
84,2025-04-11,000985,中证全指,CSI All Share,000429,粤高速A,Guangdong Provincial Expressway Development Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
85,2025-04-11,000985,中证全指,CSI All Share,000430,张家界,"Zhang Jia Jie Tourism Group Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
86,2025-04-11,000985,中证全指,CSI All Share,000498,山东路桥,"SHANDONG HI-SPEED ROAD&BRIDGE CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
87,2025-04-11,000985,中证全指,CSI All Share,000501,武商集团,"WUSHANG GROUP CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
88,2025-04-11,000985,中证全指,CSI All Share,000503,国新健康,"China Reform Health Management and Services Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
89,2025-04-11,000985,中证全指,CSI All Share,000504,南华生物,"NanHua Bio-medicineCO., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
90,2025-04-11,000985,中证全指,CSI All Share,000505,京粮控股,"Hainan Jingliang Holdings Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
91,2025-04-11,000985,中证全指,CSI All Share,000507,珠海港,Zhuhai Port Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
92,2025-04-11,000985,中证全指,CSI All Share,000509,华塑控股,"Huasu Holdings Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
93,2025-04-11,000985,中证全指,CSI All Share,000510,新金路,"SICHUAN XINJINLU GROUP CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
94,2025-04-11,000985,中证全指,CSI All Share,000513,丽珠集团,Livzon Pharmaceutical Group Inc,深圳证券交易所,Shenzhen Stock Exchange
95,2025-04-11,000985,中证全指,CSI All Share,000514,渝开发,Chongqing Yukaifa Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
96,2025-04-11,000985,中证全指,CSI All Share,000516,国际医学,XI' AN INTERNATIONAL MEDICAL INVESTMENT COMPANY LIMITED,深圳证券交易所,Shenzhen Stock Exchange
97,2025-04-11,000985,中证全指,CSI All Share,000517,荣安地产,"Rongan Property Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
98,2025-04-11,000985,中证全指,CSI All Share,000518,四环生物,"Jiangsu Sihuan Bioengineering Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
99,2025-04-11,000985,中证全指,CSI All Share,000519,中兵红箭,"NORTH INDUSTRIES GROUP RED ARROW CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
100,2025-04-11,000985,中证全指,CSI All Share,000520,凤凰航运,"Phoenix Shipping (Wuhan) Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
101,2025-04-11,000985,中证全指,CSI All Share,000521,长虹美菱,"CHANGHONG MEILING CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
102,2025-04-11,000985,中证全指,CSI All Share,000523,红棉股份,"HONGMIAN ZHIHUI SCIENCE AND TECHNOLOGY INNOVATION CO.,LTD.GUANGZHOU",深圳证券交易所,Shenzhen Stock Exchange
103,2025-04-11,000985,中证全指,CSI All Share,000524,岭南控股,Guangzhou Lingnan Group Holdings Company Limited,深圳证券交易所,Shenzhen Stock Exchange
104,2025-04-11,000985,中证全指,CSI All Share,000526,学大教育,"XUEDA (XIAMEN) EDUCATION TECHNOLOGY GROUP CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
105,2025-04-11,000985,中证全指,CSI All Share,000528,柳工,Guangxi Liugong Machinery Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
106,2025-04-11,000985,中证全指,CSI All Share,000529,广弘控股,"Guangdong Guanghong Holdings Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
107,2025-04-11,000985,中证全指,CSI All Share,000530,冰山冷热,"Bingshan Refrigeration & Heat Transfer Technologies Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
108,2025-04-11,000985,中证全指,CSI All Share,000531,穗恒运A,Guangzhou Hengyun Enterprises Holding Ltd,深圳证券交易所,Shenzhen Stock Exchange
109,2025-04-11,000985,中证全指,CSI All Share,000532,华金资本,"Zhuhai Huajin Capital Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
110,2025-04-11,000985,中证全指,CSI All Share,000533,顺钠股份,"Guangdong Shunna Electric Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
111,2025-04-11,000985,中证全指,CSI All Share,000534,万泽股份,"Wedge Industrial Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
112,2025-04-11,000985,中证全指,CSI All Share,000536,华映科技,CPT Technology (Group) Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
113,2025-04-11,000985,中证全指,CSI All Share,000537,中绿电,"China Green Electricity Investment of Tianjin Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
114,2025-04-11,000985,中证全指,CSI All Share,000538,云南白药,"Yunnan Baiyao Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
115,2025-04-11,000985,中证全指,CSI All Share,000539,粤电力A,Guangdong Electric Power Development Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
116,2025-04-11,000985,中证全指,CSI All Share,000541,佛山照明,Foshan Electrical and Lighting Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
117,2025-04-11,000985,中证全指,CSI All Share,000543,皖能电力,An Hui Wenergy Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
118,2025-04-11,000985,中证全指,CSI All Share,000544,中原环保,"Zhongyuan Environment-Protection Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
119,2025-04-11,000985,中证全指,CSI All Share,000545,金浦钛业,"Gpro Titanium Industry Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
120,2025-04-11,000985,中证全指,CSI All Share,000546,金圆股份,"Jinyuan EP Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
121,2025-04-11,000985,中证全指,CSI All Share,000547,航天发展,"Addsino Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
122,2025-04-11,000985,中证全指,CSI All Share,000548,湖南投资,Hunan Investment Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
123,2025-04-11,000985,中证全指,CSI All Share,000550,江铃汽车,Jiangling Motors Corp Ltd,深圳证券交易所,Shenzhen Stock Exchange
124,2025-04-11,000985,中证全指,CSI All Share,000551,创元科技,"Create Technology and Science Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
125,2025-04-11,000985,中证全指,CSI All Share,000552,甘肃能化,"GANSU ENERGY CHEMICAL CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
126,2025-04-11,000985,中证全指,CSI All Share,000553,安道麦A,ADAMA Ltd.,深圳证券交易所,Shenzhen Stock Exchange
127,2025-04-11,000985,中证全指,CSI All Share,000554,泰山石油,Sinopec Shandong Taishan Petroleum Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
128,2025-04-11,000985,中证全指,CSI All Share,000555,神州信息,Digital China Information Service Group Company Ltd.,深圳证券交易所,Shenzhen Stock Exchange
129,2025-04-11,000985,中证全指,CSI All Share,000557,西部创业,"Ningxia Western Venture Industrial Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
130,2025-04-11,000985,中证全指,CSI All Share,000558,天府文旅,"Chengdu New Tianfu Culture Tourism Development Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
131,2025-04-11,000985,中证全指,CSI All Share,000559,万向钱潮,Wanxiang Qianchao Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
132,2025-04-11,000985,中证全指,CSI All Share,000560,我爱我家,"5I5J HOLDING GROUP CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
133,2025-04-11,000985,中证全指,CSI All Share,000561,烽火电子,Shaanxi Fenghuo Electronics Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
134,2025-04-11,000985,中证全指,CSI All Share,000563,陕国投A,"Shaanxi International Trust Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
135,2025-04-11,000985,中证全指,CSI All Share,000564,供销大集,"CCOOP GROUP CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
136,2025-04-11,000985,中证全指,CSI All Share,000565,渝三峡A,Chongqing Sanxia Paints Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
137,2025-04-11,000985,中证全指,CSI All Share,000566,海南海药,Hainan Haiyao Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
138,2025-04-11,000985,中证全指,CSI All Share,000567,海德股份,"HAINAN HAIDE CAPITAL MANAGEMENT CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
139,2025-04-11,000985,中证全指,CSI All Share,000568,泸州老窖,Luzhou Lao Jiao Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
140,2025-04-11,000985,中证全指,CSI All Share,000570,苏常柴A,Changchai Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
141,2025-04-11,000985,中证全指,CSI All Share,000571,新大洲A,Sundiro Holding Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
142,2025-04-11,000985,中证全指,CSI All Share,000572,海马汽车,"Haima Automobile Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
143,2025-04-11,000985,中证全指,CSI All Share,000573,粤宏远A,Dongguan Winnerway Industrial Zone Ltd,深圳证券交易所,Shenzhen Stock Exchange
144,2025-04-11,000985,中证全指,CSI All Share,000576,甘化科工,"Guangdong Ganhua Science & Industry Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
145,2025-04-11,000985,中证全指,CSI All Share,000581,威孚高科,Weifu High-Technology Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
146,2025-04-11,000985,中证全指,CSI All Share,000582,北部湾港,"Beibuwan Port Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
147,2025-04-11,000985,中证全指,CSI All Share,000586,汇源通信,Sichuan Huiyuan Optical Communications Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
148,2025-04-11,000985,中证全指,CSI All Share,000589,贵州轮胎,Gui Zhou Tyre Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
149,2025-04-11,000985,中证全指,CSI All Share,000590,启迪药业,"TUS-PHARMACEUTICAL GROUP CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
150,2025-04-11,000985,中证全指,CSI All Share,000591,太阳能,"CECEP Solar Energy Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
151,2025-04-11,000985,中证全指,CSI All Share,000592,平潭发展,ZHONGFU STRAITS (PINGTAN) DEVELOPMENT COMPANY LIMITED,深圳证券交易所,Shenzhen Stock Exchange
152,2025-04-11,000985,中证全指,CSI All Share,000593,德龙汇能,"DELONG COMPOSITE ENERGY GROUP CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
153,2025-04-11,000985,中证全指,CSI All Share,000595,宝塔实业,"BAOTA INDUSTRY CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
154,2025-04-11,000985,中证全指,CSI All Share,000596,古井贡酒,Anhui Gujing Distillery Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
155,2025-04-11,000985,中证全指,CSI All Share,000597,东北制药,Northeast Pharmaceutical Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
156,2025-04-11,000985,中证全指,CSI All Share,000598,兴蓉环境,"Chengdu Xingrong Environment Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
157,2025-04-11,000985,中证全指,CSI All Share,000599,青岛双星,Qingdao Doublestar Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
158,2025-04-11,000985,中证全指,CSI All Share,000600,建投能源,Hebei Jointo Energy Investment Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
159,2025-04-11,000985,中证全指,CSI All Share,000601,韶能股份,Guangdong Shaoneng Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
160,2025-04-11,000985,中证全指,CSI All Share,000603,盛达资源,"Shengda Resources Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
161,2025-04-11,000985,中证全指,CSI All Share,000605,渤海股份,"Bohai Water Industry Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
162,2025-04-11,000985,中证全指,CSI All Share,000607,华媒控股,"Zhejiang Huamei Holding CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
163,2025-04-11,000985,中证全指,CSI All Share,000608,阳光股份,Yangguang Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
164,2025-04-11,000985,中证全指,CSI All Share,000610,西安旅游,Xi'an Tourism Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
165,2025-04-11,000985,中证全指,CSI All Share,000612,焦作万方,Jiaozuo Wanfang Aluminium Manufacturing Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
166,2025-04-11,000985,中证全指,CSI All Share,000617,中油资本,CNPC Capital Company Limited,深圳证券交易所,Shenzhen Stock Exchange
167,2025-04-11,000985,中证全指,CSI All Share,000619,海螺新材,"Conch (Anhui) Energy Saving and Environment Protection New Material Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
168,2025-04-11,000985,中证全指,CSI All Share,000620,新华联,"MACROLINK CULTURALTAINMENT DEVELOPMENT CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
169,2025-04-11,000985,中证全指,CSI All Share,000623,吉林敖东,"Jilin Aodong Pharmaceutical Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
170,2025-04-11,000985,中证全指,CSI All Share,000625,长安汽车,Chongqing Changan Automobile Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
171,2025-04-11,000985,中证全指,CSI All Share,000626,远大控股,"Grand Industrial Holding Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
172,2025-04-11,000985,中证全指,CSI All Share,000627,天茂集团,Hubei Biocause Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
173,2025-04-11,000985,中证全指,CSI All Share,000628,高新发展,Chengdu Hi-tech Development Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
174,2025-04-11,000985,中证全指,CSI All Share,000629,钒钛股份,"Pangang Group Vanadium Titanium & Resources Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
175,2025-04-11,000985,中证全指,CSI All Share,000630,铜陵有色,Tongling Nonferrous Metals Group Co. Ltd,深圳证券交易所,Shenzhen Stock Exchange
176,2025-04-11,000985,中证全指,CSI All Share,000631,顺发恒业,SHUNFA HENGNENG Corporation.,深圳证券交易所,Shenzhen Stock Exchange
177,2025-04-11,000985,中证全指,CSI All Share,000632,三木集团,Fujian Sanmu Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
178,2025-04-11,000985,中证全指,CSI All Share,000633,合金投资,"XINJIANG HEJIN HOLDING CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
