,日期,指数代码,指数名称,指数英文名称,成分券代码,成分券名称,成分券英文名称,交易所,交易所英文名称
1592,2025-04-11,000985,中证全指,CSI All Share,300200,高盟新材,Beijing Comens New Materials Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1593,2025-04-11,000985,中证全指,CSI All Share,300201,海伦哲,Xuzhou Handler Special Vehicle Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1594,2025-04-11,000985,中证全指,CSI All Share,300203,聚光科技,"Focused Photonics (Hangzhou),Inc.",深圳证券交易所,Shenzhen Stock Exchange
1595,2025-04-11,000985,中证全指,CSI All Share,300204,舒泰神,Staidson (Beijing) Biopharmaceuticals Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1596,2025-04-11,000985,中证全指,CSI All Share,300206,理邦仪器,"Edan Instruments, Inc.",深圳证券交易所,Shenzhen Stock Exchange
1597,2025-04-11,000985,中证全指,CSI All Share,300207,欣旺达,Sunwoda Electronic Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1598,2025-04-11,000985,中证全指,CSI All Share,300210,森远股份,Anshan Senyuan Road & Bridge Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1599,2025-04-11,000985,中证全指,CSI All Share,300211,亿通科技,Jiangsu Yitong High-tech Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1600,2025-04-11,000985,中证全指,CSI All Share,300212,易华录,"BEIJING E-HUALU INFORMATION TECHNOLOGY CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
1601,2025-04-11,000985,中证全指,CSI All Share,300213,佳讯飞鸿,Beijing Jiaxun Feihong Electrical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1602,2025-04-11,000985,中证全指,CSI All Share,300214,日科化学,Shandong Rike Chemical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1603,2025-04-11,000985,中证全指,CSI All Share,300215,电科院,Suzhou Electrical Apparatus Science Academy Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1604,2025-04-11,000985,中证全指,CSI All Share,300217,东方电热,Zhenjiang Dongfang Electric Heating Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1605,2025-04-11,000985,中证全指,CSI All Share,300218,安利股份,Anhui ANLI Artificial Leather Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1606,2025-04-11,000985,中证全指,CSI All Share,300219,鸿利智汇,"Hongli Zhihui Group Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1607,2025-04-11,000985,中证全指,CSI All Share,300220,金运激光,Wuhan Golden Laser Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1608,2025-04-11,000985,中证全指,CSI All Share,300221,银禧科技,Guangdong Silver Age Sci & Tech Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1609,2025-04-11,000985,中证全指,CSI All Share,300222,科大智能,"CSG Smart Science and Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1610,2025-04-11,000985,中证全指,CSI All Share,300223,北京君正,Ingenic Semiconductor Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1611,2025-04-11,000985,中证全指,CSI All Share,300224,正海磁材,Yantai Zhenghai Magnetic Material Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1612,2025-04-11,000985,中证全指,CSI All Share,300225,金力泰,Shanghai Kinlita Chemical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1613,2025-04-11,000985,中证全指,CSI All Share,300226,上海钢联,Shanghai Ganglian E-Commerce Holdings Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1614,2025-04-11,000985,中证全指,CSI All Share,300227,光韵达,Shenzhen Sunshine Laser & Electronics Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1615,2025-04-11,000985,中证全指,CSI All Share,300228,富瑞特装,Zhangjiagang Furui Special Equipment Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1616,2025-04-11,000985,中证全指,CSI All Share,300229,拓尔思,"TRS Information Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1617,2025-04-11,000985,中证全指,CSI All Share,300230,永利股份,Shanghai Yongli Belting Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1618,2025-04-11,000985,中证全指,CSI All Share,300231,银信科技,Beijing Trust & Far Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1619,2025-04-11,000985,中证全指,CSI All Share,300232,洲明科技,Unilumin Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1620,2025-04-11,000985,中证全指,CSI All Share,300233,金城医药,Shandong Jincheng Pharmaceutical and Chemical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1621,2025-04-11,000985,中证全指,CSI All Share,300234,开尔新材,Zhejiang Kaier New Materials Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1622,2025-04-11,000985,中证全指,CSI All Share,300235,方直科技,Shenzhen Kingsun Science & Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1623,2025-04-11,000985,中证全指,CSI All Share,300236,上海新阳,Shanghai Sinyang Semiconductor Materials Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1624,2025-04-11,000985,中证全指,CSI All Share,300237,美晨科技,"Shandong Meichen Science & Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1625,2025-04-11,000985,中证全指,CSI All Share,300238,冠昊生物,Grandhope Biotech Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1626,2025-04-11,000985,中证全指,CSI All Share,300239,东宝生物,Baotou Dongbao Bio-Tech Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1627,2025-04-11,000985,中证全指,CSI All Share,300240,飞力达,Jiangsu Feiliks International Logistics Inc,深圳证券交易所,Shenzhen Stock Exchange
1628,2025-04-11,000985,中证全指,CSI All Share,300241,瑞丰光电,Shenzhen Refond Optoelectronics Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1629,2025-04-11,000985,中证全指,CSI All Share,300242,佳云科技,KAISA JiaYun Technology Inc.,深圳证券交易所,Shenzhen Stock Exchange
1630,2025-04-11,000985,中证全指,CSI All Share,300243,瑞丰高材,Shandong Ruifeng Chemical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1631,2025-04-11,000985,中证全指,CSI All Share,300244,迪安诊断,Zhejiang D.A. Diagnostics Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1632,2025-04-11,000985,中证全指,CSI All Share,300245,天玑科技,Shanghai DragonNet Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1633,2025-04-11,000985,中证全指,CSI All Share,300246,宝莱特,Guangdong Biolight Meditech Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1634,2025-04-11,000985,中证全指,CSI All Share,300247,融捷健康,"Youngy Health Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1635,2025-04-11,000985,中证全指,CSI All Share,300248,新开普,"Newcapec Electronics Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1636,2025-04-11,000985,中证全指,CSI All Share,300249,依米康,"Yimikang Tech. Group. Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1637,2025-04-11,000985,中证全指,CSI All Share,300250,初灵信息,Hangzhou CNCR-IT Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1638,2025-04-11,000985,中证全指,CSI All Share,300251,光线传媒,Beijing Enlight Media Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1639,2025-04-11,000985,中证全指,CSI All Share,300252,金信诺,Kingsignal Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1640,2025-04-11,000985,中证全指,CSI All Share,300253,卫宁健康,"Winning Health Technology Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1641,2025-04-11,000985,中证全指,CSI All Share,300254,仟源医药,"SHANXI C&Y PHARMACEUTICAL GROUP CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
1642,2025-04-11,000985,中证全指,CSI All Share,300255,常山药业,Hebei Changshan Biochemical Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1643,2025-04-11,000985,中证全指,CSI All Share,300256,星星科技,"Jiangxi Firstar Panel Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1644,2025-04-11,000985,中证全指,CSI All Share,300257,开山股份,Zhejiang Kaishan Compressor Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1645,2025-04-11,000985,中证全指,CSI All Share,300258,精锻科技,Jiangsu Pacific Precision Forging Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1646,2025-04-11,000985,中证全指,CSI All Share,300259,新天科技,"SUNTRONT TECHNOLOGY CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
1647,2025-04-11,000985,中证全指,CSI All Share,300260,新莱应材,Kunshan Kinglai Hygienic Materials Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1648,2025-04-11,000985,中证全指,CSI All Share,300261,雅本化学,ABA Chemicals Corporation,深圳证券交易所,Shenzhen Stock Exchange
1649,2025-04-11,000985,中证全指,CSI All Share,300263,隆华科技,"Longhua Technology Group (Luoyang) Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1650,2025-04-11,000985,中证全指,CSI All Share,300264,佳创视讯,Avit Ltd,深圳证券交易所,Shenzhen Stock Exchange
1651,2025-04-11,000985,中证全指,CSI All Share,300265,通光线缆,Jiangsu Tongguang Electronic Wire and Cable Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1652,2025-04-11,000985,中证全指,CSI All Share,300266,兴源环境,"Xingyuan Environment Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1653,2025-04-11,000985,中证全指,CSI All Share,300267,尔康制药,Hunan ER-KANG Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1654,2025-04-11,000985,中证全指,CSI All Share,300269,联建光电,Shenzhen Liantronics Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1655,2025-04-11,000985,中证全指,CSI All Share,300270,中威电子,OB Telecom Electronics Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1656,2025-04-11,000985,中证全指,CSI All Share,300271,华宇软件,Beijing Thunisoft Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1657,2025-04-11,000985,中证全指,CSI All Share,300272,开能健康,"Canature Health Technology Group Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
1658,2025-04-11,000985,中证全指,CSI All Share,300274,阳光电源,Sungrow Power Supply Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1659,2025-04-11,000985,中证全指,CSI All Share,300275,梅安森,Chongqing Mas Sci&Tech Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
1660,2025-04-11,000985,中证全指,CSI All Share,300276,三丰智能,"SanFeng Intelligent Equipment Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1661,2025-04-11,000985,中证全指,CSI All Share,300277,海联讯,Hangzhou Hirisun Technology Incorporated,深圳证券交易所,Shenzhen Stock Exchange
1662,2025-04-11,000985,中证全指,CSI All Share,300278,华昌达,"Huachangda Intelligent Equipment Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1663,2025-04-11,000985,中证全指,CSI All Share,300279,和晶科技,"Wuxi Hodgen Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1664,2025-04-11,000985,中证全指,CSI All Share,300280,紫天科技,"Jiangsu Zitian Media Technology Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
1665,2025-04-11,000985,中证全指,CSI All Share,300281,金明精机,"GUANGDONG JINMING MACHINERY CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
1666,2025-04-11,000985,中证全指,CSI All Share,300283,温州宏丰,"Wenzhou Hongfeng Electrical Alloy Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1667,2025-04-11,000985,中证全指,CSI All Share,300284,苏交科,JSTI GROUP,深圳证券交易所,Shenzhen Stock Exchange
1668,2025-04-11,000985,中证全指,CSI All Share,300285,国瓷材料,"Shandong Sinocera Functional Material Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
1669,2025-04-11,000985,中证全指,CSI All Share,300286,安科瑞,"Acrel Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
1670,2025-04-11,000985,中证全指,CSI All Share,300287,飞利信,"Beijing Philisense Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1671,2025-04-11,000985,中证全指,CSI All Share,300288,朗玛信息,"Guiyang Longmaster Information and Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1672,2025-04-11,000985,中证全指,CSI All Share,300289,利德曼,"Beijing Leadman Biochemistry Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1673,2025-04-11,000985,中证全指,CSI All Share,300290,荣科科技,"Bringspring Science and Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1674,2025-04-11,000985,中证全指,CSI All Share,300291,百纳千成,"Beijing Baination Pictures Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1675,2025-04-11,000985,中证全指,CSI All Share,300292,吴通控股,"Wutong Holding Group CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
1676,2025-04-11,000985,中证全指,CSI All Share,300293,蓝英装备,"SHENYANG BLUE SILVER INDUSTRY AUTOMATIC EQUIPMENT CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
1677,2025-04-11,000985,中证全指,CSI All Share,300294,博雅生物,"Boya Bio-pharmaceutical Group Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
1678,2025-04-11,000985,中证全指,CSI All Share,300295,三六五网,"Everyday Network Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1679,2025-04-11,000985,中证全指,CSI All Share,300296,利亚德,"Leyard Optoelectronic Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1680,2025-04-11,000985,中证全指,CSI All Share,300298,三诺生物,Sinocare Inc.,深圳证券交易所,Shenzhen Stock Exchange
1681,2025-04-11,000985,中证全指,CSI All Share,300299,富春股份,"Fuchun Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1682,2025-04-11,000985,中证全指,CSI All Share,300302,同有科技,"TOYOU FEIJI ELECTRONICS CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
1683,2025-04-11,000985,中证全指,CSI All Share,300303,聚飞光电,"SHENZHEN JUFEI OPTOELECTRONICS CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
1684,2025-04-11,000985,中证全指,CSI All Share,300304,云意电气,"Jiangsu Yunyi Electric Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1685,2025-04-11,000985,中证全指,CSI All Share,300305,裕兴股份,"JiangSu YuXing Film Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1686,2025-04-11,000985,中证全指,CSI All Share,300306,远方信息,"Hangzhou Everfine Photo-E-Info Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1687,2025-04-11,000985,中证全指,CSI All Share,300307,慈星股份,"Ningbo Cixing Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1688,2025-04-11,000985,中证全指,CSI All Share,300308,中际旭创,"ZHONGJI INNOLIGHT CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
1689,2025-04-11,000985,中证全指,CSI All Share,300310,宜通世纪,"Eastone Century Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1690,2025-04-11,000985,中证全指,CSI All Share,300311,任子行,"Surfilter Network Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1691,2025-04-11,000985,中证全指,CSI All Share,300314,戴维医疗,"Ningbo David Medical Device Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1692,2025-04-11,000985,中证全指,CSI All Share,300315,掌趣科技,"OURPALM CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
1693,2025-04-11,000985,中证全指,CSI All Share,300316,晶盛机电,"Zhejiang Jingsheng Mechanical & Electrical Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1694,2025-04-11,000985,中证全指,CSI All Share,300317,珈伟新能,"Jiawei Renewable Energy Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1695,2025-04-11,000985,中证全指,CSI All Share,300318,博晖创新,"Beijing Bohui Innovation Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1696,2025-04-11,000985,中证全指,CSI All Share,300319,麦捷科技,"SHENZHEN MICROGATE TECHNOLOGY CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
1697,2025-04-11,000985,中证全指,CSI All Share,300320,海达股份,"Jiangyin Haida Rubber And Plastic Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1698,2025-04-11,000985,中证全指,CSI All Share,300321,同大股份,"SHANDONG TONGDA ISLAND NEW MATERIALS CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
1699,2025-04-11,000985,中证全指,CSI All Share,300322,硕贝德,"Huizhou Speed Wireless Technology Co., Limited",深圳证券交易所,Shenzhen Stock Exchange
1700,2025-04-11,000985,中证全指,CSI All Share,300323,华灿光电,BOE HC SemiTek Corporation,深圳证券交易所,Shenzhen Stock Exchange
1701,2025-04-11,000985,中证全指,CSI All Share,300324,旋极信息,"Beijing Watertek Information Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1702,2025-04-11,000985,中证全指,CSI All Share,300326,凯利泰,"Shanghai kinetic medical co., ltd.",深圳证券交易所,Shenzhen Stock Exchange
1703,2025-04-11,000985,中证全指,CSI All Share,300327,中颖电子,Sino Wealth Electronic Ltd.,深圳证券交易所,Shenzhen Stock Exchange
1704,2025-04-11,000985,中证全指,CSI All Share,300328,宜安科技,"Dongguan Eontec Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1705,2025-04-11,000985,中证全指,CSI All Share,300329,海伦钢琴,"HAILUN PIANO CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
1706,2025-04-11,000985,中证全指,CSI All Share,300331,苏大维格,"SVG OPTRONICS CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
1707,2025-04-11,000985,中证全指,CSI All Share,300332,天壕能源,"Top Resource Energy Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1708,2025-04-11,000985,中证全指,CSI All Share,300333,兆日科技,"SINOSUN TECHNOLOGY CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
1709,2025-04-11,000985,中证全指,CSI All Share,300334,津膜科技,"TIANJIN MOTIMO MEMBRANE TECHNOLOGY CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
1710,2025-04-11,000985,中证全指,CSI All Share,300335,迪森股份,"Guangzhou Devotion Thermal Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1711,2025-04-11,000985,中证全指,CSI All Share,300337,银邦股份,"Yinbang Clad Material Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1712,2025-04-11,000985,中证全指,CSI All Share,300339,润和软件,"Jiangsu Hoperun Software Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1713,2025-04-11,000985,中证全指,CSI All Share,300340,科恒股份,"Jiangmen Kanhoo Industry Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1714,2025-04-11,000985,中证全指,CSI All Share,300341,麦克奥迪,"Motic (Xiamen) Electric Group Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
1715,2025-04-11,000985,中证全指,CSI All Share,300342,天银机电,"Changshu Tianyin Electromechanical Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1716,2025-04-11,000985,中证全指,CSI All Share,300343,ST联创,LECRON INDUSTRIAL DEVELOPMENT GROUP CO. LTD,深圳证券交易所,Shenzhen Stock Exchange
1717,2025-04-11,000985,中证全指,CSI All Share,300344,立方数科,"Cubic Digital Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1718,2025-04-11,000985,中证全指,CSI All Share,300345,华民股份,"Hunan Huamin Holdings Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
1719,2025-04-11,000985,中证全指,CSI All Share,300346,南大光电,"Jiangsu Nata Opto-electronic Material Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
1720,2025-04-11,000985,中证全指,CSI All Share,300347,泰格医药,"Hangzhou Tigermed Consulting Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1721,2025-04-11,000985,中证全指,CSI All Share,300348,长亮科技,"SHENZHEN SUNLINE TECH CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
1722,2025-04-11,000985,中证全指,CSI All Share,300349,金卡智能,"Goldcard Smart Group Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1723,2025-04-11,000985,中证全指,CSI All Share,300350,华鹏飞,"HPF Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1724,2025-04-11,000985,中证全指,CSI All Share,300351,永贵电器,"Zhejiang Yonggui Electric Equipment Co.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
1725,2025-04-11,000985,中证全指,CSI All Share,300352,北信源,Beijing VRV Software Corporation Limited.,深圳证券交易所,Shenzhen Stock Exchange
1726,2025-04-11,000985,中证全指,CSI All Share,300353,东土科技,"Kyland Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1727,2025-04-11,000985,中证全指,CSI All Share,300354,东华测试,"DongHua Testing Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1728,2025-04-11,000985,中证全指,CSI All Share,300355,蒙草生态,"Inner Mongolia M-Grass Ecology And Enviroment (Group) Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1729,2025-04-11,000985,中证全指,CSI All Share,300357,我武生物,"Zhejiang Wolwo Bio-pharmaceutical Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
1730,2025-04-11,000985,中证全指,CSI All Share,300358,楚天科技,TRUKING TECHNOLOGY LIMITED,深圳证券交易所,Shenzhen Stock Exchange
1731,2025-04-11,000985,中证全指,CSI All Share,300359,全通教育,"QTONE EDUCATION GROUP (GUANGDONG).,LTD.",深圳证券交易所,Shenzhen Stock Exchange
1732,2025-04-11,000985,中证全指,CSI All Share,300360,炬华科技,"Hangzhou Sunrise Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1733,2025-04-11,000985,中证全指,CSI All Share,300363,博腾股份,Porton Fine Chemicals Ltd.,深圳证券交易所,Shenzhen Stock Exchange
1734,2025-04-11,000985,中证全指,CSI All Share,300364,中文在线,"COL Group Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1735,2025-04-11,000985,中证全指,CSI All Share,300365,恒华科技,"BEIJING FOREVER TECHNOLOGY CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
1736,2025-04-11,000985,中证全指,CSI All Share,300366,创意信息,"Troy Information Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1737,2025-04-11,000985,中证全指,CSI All Share,300369,绿盟科技,"NSFOCUS Technologies Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1738,2025-04-11,000985,中证全指,CSI All Share,300370,安控科技,"Beijing Etrol Technologies Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1739,2025-04-11,000985,中证全指,CSI All Share,300371,汇中股份,"Tangshan Huizhong Instrumentation Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1740,2025-04-11,000985,中证全指,CSI All Share,300373,扬杰科技,"Yangzhou Yangjie Electronic Technology Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
1741,2025-04-11,000985,中证全指,CSI All Share,300374,中铁装配,"China Railway Prefabricated Construction Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
1742,2025-04-11,000985,中证全指,CSI All Share,300375,鹏翎股份,"TIANJIN PENGLING RUBBER HOSE CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
1743,2025-04-11,000985,中证全指,CSI All Share,300377,赢时胜,"SHENZHEN YSSTECH INFO-TECH CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
1744,2025-04-11,000985,中证全指,CSI All Share,300378,鼎捷数智,"Digiwin Co., LTD.",深圳证券交易所,Shenzhen Stock Exchange
1745,2025-04-11,000985,中证全指,CSI All Share,300379,东方通,"Beijing Tongtech Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1746,2025-04-11,000985,中证全指,CSI All Share,300380,安硕信息,"Shanghai Amarsoft Information & Technology Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
1747,2025-04-11,000985,中证全指,CSI All Share,300381,溢多利,"GUANGDONG VTR BIO-TECH CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
1748,2025-04-11,000985,中证全指,CSI All Share,300382,斯莱克,"Suzhou SLAC Precision Equipment Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1749,2025-04-11,000985,中证全指,CSI All Share,300383,光环新网,"Beijing Sinnet Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1750,2025-04-11,000985,中证全指,CSI All Share,300384,三联虹普,"BeijingSanlianHopeShin-GosenTechnicalServiceCo.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1751,2025-04-11,000985,中证全指,CSI All Share,300385,雪浪环境,"WUXI XUELANG ENVIRONMENTAL TECHNOLOGY CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
1752,2025-04-11,000985,中证全指,CSI All Share,300386,飞天诚信,"Feitian Technologies Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1753,2025-04-11,000985,中证全指,CSI All Share,300387,富邦科技,"Hubei Forbon Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1754,2025-04-11,000985,中证全指,CSI All Share,300388,节能国祯,"CECEP Guozhen Environmental Protection Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1755,2025-04-11,000985,中证全指,CSI All Share,300389,艾比森,"Shenzhen Absen Optoelectronic Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1756,2025-04-11,000985,中证全指,CSI All Share,300390,天华新能,"Canmax Technologies Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1757,2025-04-11,000985,中证全指,CSI All Share,300391,长药控股,"Changjiang Pharmaceutical Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1758,2025-04-11,000985,中证全指,CSI All Share,300393,中来股份,"Jolywood (Suzhou) Sunwatt Co., LTD.",深圳证券交易所,Shenzhen Stock Exchange
1759,2025-04-11,000985,中证全指,CSI All Share,300394,天孚通信,"Suzhou TFC Optical Communication Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1760,2025-04-11,000985,中证全指,CSI All Share,300395,菲利华,HUBEI FEILIHUA QUARTZ GLASS CO.LTD,深圳证券交易所,Shenzhen Stock Exchange
1761,2025-04-11,000985,中证全指,CSI All Share,300396,迪瑞医疗,"DIRUI INDUSTRIAL CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
1762,2025-04-11,000985,中证全指,CSI All Share,300397,天和防务,"Xi'an Tian He Defense Technology CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
1763,2025-04-11,000985,中证全指,CSI All Share,300398,飞凯材料,"Shanghai Phichem Material Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
1764,2025-04-11,000985,中证全指,CSI All Share,300399,天利科技,"Jiangxi Tianli Technology, INC.",深圳证券交易所,Shenzhen Stock Exchange
1765,2025-04-11,000985,中证全指,CSI All Share,300400,劲拓股份,"Shenzhen JT Automation Equipment Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
