updateDate,code,code_name,industry,industryClassification
2025-03-31,sh.688500,慧辰股份,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.688501,青达环保,C35专用设备制造业,证监会行业分类
2025-03-31,sh.688502,茂莱光学,C40仪器仪表制造业,证监会行业分类
2025-03-31,sh.688503,聚和材料,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.688505,复旦张江,C27医药制造业,证监会行业分类
2025-03-31,sh.688506,百利天恒,C27医药制造业,证监会行业分类
2025-03-31,sh.688507,索辰科技,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.688508,芯朋微,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.688509,正元地信,M74专业技术服务业,证监会行业分类
2025-03-31,sh.688510,航亚科技,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类
2025-03-31,sh.688511,天微电子,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688512,慧智微,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688513,苑东生物,C27医药制造业,证监会行业分类
2025-03-31,sh.688515,裕太微,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.688516,奥特维,C35专用设备制造业,证监会行业分类
2025-03-31,sh.688517,金冠电气,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.688518,联赢激光,C35专用设备制造业,证监会行业分类
2025-03-31,sh.688519,南亚新材,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688520,神州细胞,C27医药制造业,证监会行业分类
2025-03-31,sh.688521,芯原股份,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.688522,纳睿雷达,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688523,航天环宇,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类
2025-03-31,sh.688525,佰维存储,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688526,科前生物,C27医药制造业,证监会行业分类
2025-03-31,sh.688528,秦川物联,C40仪器仪表制造业,证监会行业分类
2025-03-31,sh.688529,豪森智能,C35专用设备制造业,证监会行业分类
2025-03-31,sh.688530,欧莱新材,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688531,日联科技,C35专用设备制造业,证监会行业分类
2025-03-31,sh.688533,上声电子,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688535,华海诚科,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688536,思瑞浦,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.688538,和辉光电,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688539,高华科技,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688543,国科军工,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类
2025-03-31,sh.688545,兴福电子,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688548,广钢气体,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688549,中巨芯,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688550,瑞联新材,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.688551,科威尔,C35专用设备制造业,证监会行业分类
2025-03-31,sh.688552,航天南湖,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688553,汇宇制药,C27医药制造业,证监会行业分类
2025-03-31,sh.688555,退市泽达,,证监会行业分类
2025-03-31,sh.688556,高测股份,C35专用设备制造业,证监会行业分类
2025-03-31,sh.688557,兰剑智能,C34通用设备制造业,证监会行业分类
2025-03-31,sh.688558,国盛智科,C34通用设备制造业,证监会行业分类
2025-03-31,sh.688559,海目星,C35专用设备制造业,证监会行业分类
2025-03-31,sh.688560,明冠新材,C29橡胶和塑料制品业,证监会行业分类
2025-03-31,sh.688561,奇安信,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.688562,航天软件,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.688563,航材股份,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类
2025-03-31,sh.688565,力源科技,C35专用设备制造业,证监会行业分类
2025-03-31,sh.688566,吉贝尔,C27医药制造业,证监会行业分类
2025-03-31,sh.688567,孚能科技,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.688568,中科星图,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.688569,铁科轨道,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类
2025-03-31,sh.688570,天玛智控,C40仪器仪表制造业,证监会行业分类
2025-03-31,sh.688571,杭华股份,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.688573,信宇人,C35专用设备制造业,证监会行业分类
2025-03-31,sh.688575,亚辉龙,C27医药制造业,证监会行业分类
2025-03-31,sh.688576,西山科技,C35专用设备制造业,证监会行业分类
2025-03-31,sh.688577,浙海德曼,C34通用设备制造业,证监会行业分类
2025-03-31,sh.688578,艾力斯,C27医药制造业,证监会行业分类
2025-03-31,sh.688579,山大地纬,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.688580,伟思医疗,C35专用设备制造业,证监会行业分类
2025-03-31,sh.688581,安杰思,C35专用设备制造业,证监会行业分类
2025-03-31,sh.688582,芯动联科,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688583,思看科技,C40仪器仪表制造业,证监会行业分类
2025-03-31,sh.688584,上海合晶,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688585,上纬新材,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.688586,江航装备,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类
2025-03-31,sh.688588,凌志软件,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.688589,力合微,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.688590,新致软件,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.688591,泰凌微,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688592,司南导航,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688593,新相微,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.688595,芯海科技,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688596,正帆科技,C35专用设备制造业,证监会行业分类
2025-03-31,sh.688597,煜邦电力,C40仪器仪表制造业,证监会行业分类
2025-03-31,sh.688598,金博股份,C30非金属矿物制品业,证监会行业分类
2025-03-31,sh.688599,天合光能,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.688600,皖仪科技,C40仪器仪表制造业,证监会行业分类
2025-03-31,sh.688601,力芯微,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688602,康鹏科技,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.688603,天承科技,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688605,先锋精科,C34通用设备制造业,证监会行业分类
2025-03-31,sh.688606,奥泰生物,C27医药制造业,证监会行业分类
2025-03-31,sh.688607,康众医疗,C35专用设备制造业,证监会行业分类
2025-03-31,sh.688608,恒玄科技,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688609,九联科技,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688610,埃科光电,C40仪器仪表制造业,证监会行业分类
2025-03-31,sh.688611,杭州柯林,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.688612,威迈斯,C36汽车制造业,证监会行业分类
2025-03-31,sh.688613,奥精医疗,C35专用设备制造业,证监会行业分类
2025-03-31,sh.688615,合合信息,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.688616,西力科技,C40仪器仪表制造业,证监会行业分类
2025-03-31,sh.688617,惠泰医疗,C35专用设备制造业,证监会行业分类
2025-03-31,sh.688618,三旺通信,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688619,罗普特,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.688620,安凯微,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688621,阳光诺和,M73研究和试验发展,证监会行业分类
2025-03-31,sh.688622,禾信仪器,C40仪器仪表制造业,证监会行业分类
2025-03-31,sh.688623,双元科技,C35专用设备制造业,证监会行业分类
2025-03-31,sh.688625,呈和科技,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.688626,翔宇医疗,C35专用设备制造业,证监会行业分类
2025-03-31,sh.688627,精智达,C35专用设备制造业,证监会行业分类
2025-03-31,sh.688628,优利德,C40仪器仪表制造业,证监会行业分类
2025-03-31,sh.688629,华丰科技,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688630,芯碁微装,C35专用设备制造业,证监会行业分类
2025-03-31,sh.688631,莱斯信息,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.688633,星球石墨,C35专用设备制造业,证监会行业分类
2025-03-31,sh.688636,智明达,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688638,誉辰智能,C35专用设备制造业,证监会行业分类
2025-03-31,sh.688639,华恒生物,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.688646,逸飞激光,C35专用设备制造业,证监会行业分类
2025-03-31,sh.688648,中邮科技,C34通用设备制造业,证监会行业分类
2025-03-31,sh.688651,盛邦安全,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.688652,京仪装备,C35专用设备制造业,证监会行业分类
2025-03-31,sh.688653,康希通信,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688655,迅捷兴,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688656,浩欧博,C27医药制造业,证监会行业分类
2025-03-31,sh.688657,浩辰软件,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.688658,悦康药业,C27医药制造业,证监会行业分类
2025-03-31,sh.688659,元琛科技,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.688660,电气风电,C34通用设备制造业,证监会行业分类
2025-03-31,sh.688661,和林微纳,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688662,富信科技,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688663,新风光,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.688665,四方光电,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688667,菱电电控,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688668,鼎通科技,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688669,聚石化学,C29橡胶和塑料制品业,证监会行业分类
2025-03-31,sh.688670,金迪克,C27医药制造业,证监会行业分类
2025-03-31,sh.688671,碧兴物联,C40仪器仪表制造业,证监会行业分类
2025-03-31,sh.688676,金盘科技,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.688677,海泰新光,C35专用设备制造业,证监会行业分类
2025-03-31,sh.688678,福立旺,C34通用设备制造业,证监会行业分类
2025-03-31,sh.688679,通源环境,N77生态保护和环境治理业,证监会行业分类
2025-03-31,sh.688680,海优新材,C29橡胶和塑料制品业,证监会行业分类
2025-03-31,sh.688681,科汇股份,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.688682,霍莱沃,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.688683,莱尔科技,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688685,迈信林,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类
2025-03-31,sh.688686,奥普特,C40仪器仪表制造业,证监会行业分类
2025-03-31,sh.688687,凯因科技,C27医药制造业,证监会行业分类
2025-03-31,sh.688689,银河微电,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688690,纳微科技,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.688691,灿芯股份,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.688692,达梦数据,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.688693,锴威特,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688695,中创股份,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.688696,极米科技,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688697,纽威数控,C34通用设备制造业,证监会行业分类
2025-03-31,sh.688698,伟创电气,C40仪器仪表制造业,证监会行业分类
2025-03-31,sh.688699,明微电子,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.688700,东威科技,C35专用设备制造业,证监会行业分类
2025-03-31,sh.688701,卓锦股份,N77生态保护和环境治理业,证监会行业分类
2025-03-31,sh.688702,盛科通信,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.688707,振华新材,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688708,佳驰科技,C41其他制造业,证监会行业分类
2025-03-31,sh.688709,成都华微,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688710,益诺思,M73研究和试验发展,证监会行业分类
2025-03-31,sh.688711,宏微科技,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688716,中研股份,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.688717,艾罗能源,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.688718,唯赛勃,C35专用设备制造业,证监会行业分类
2025-03-31,sh.688719,爱科赛博,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.688720,艾森股份,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688721,龙图光罩,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688722,同益中,C28化学纤维制造业,证监会行业分类
2025-03-31,sh.688726,拉普拉斯,C35专用设备制造业,证监会行业分类
2025-03-31,sh.688728,格科微,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688733,壹石通,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688737,中自科技,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.688739,成大生物,C27医药制造业,证监会行业分类
2025-03-31,sh.688750,金天钛业,C32有色金属冶炼和压延加工业,证监会行业分类
2025-03-31,sh.688757,胜科纳米,M74专业技术服务业,证监会行业分类
2025-03-31,sh.688758,赛分科技,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sh.688766,普冉股份,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688767,博拓生物,C27医药制造业,证监会行业分类
2025-03-31,sh.688768,容知日新,C40仪器仪表制造业,证监会行业分类
2025-03-31,sh.688772,珠海冠宇,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.688776,国光电气,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688777,中控技术,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.688778,厦钨新能,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688779,五矿新能,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688786,悦安新材,C33金属制品业,证监会行业分类
2025-03-31,sh.688787,海天瑞声,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sh.688788,科思科技,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688789,宏华数科,C35专用设备制造业,证监会行业分类
2025-03-31,sh.688793,倍轻松,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.688798,艾为电子,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688799,华纳药厂,C27医药制造业,证监会行业分类
2025-03-31,sh.688800,瑞可达,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.688819,天能股份,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sh.688981,中芯国际,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sh.689009,九号公司,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sz.000001,平安银行,J66货币金融服务,证监会行业分类
2025-03-31,sz.000002,万科A,K70房地产业,证监会行业分类
2025-03-31,sz.000003,PT金田A,,证监会行业分类
2025-03-31,sz.000004,国华网安,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sz.000005,ST星源,,证监会行业分类
2025-03-31,sz.000006,深振业A,K70房地产业,证监会行业分类
2025-03-31,sz.000007,全新好,K70房地产业,证监会行业分类
2025-03-31,sz.000008,神州高铁,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类
2025-03-31,sz.000009,中国宝安,J69其他金融业,证监会行业分类
2025-03-31,sz.000010,美丽生态,E48土木工程建筑业,证监会行业分类
2025-03-31,sz.000011,深物业A,K70房地产业,证监会行业分类
2025-03-31,sz.000012,南玻A,C30非金属矿物制品业,证监会行业分类
2025-03-31,sz.000013,*ST石化A,,证监会行业分类
2025-03-31,sz.000014,沙河股份,K70房地产业,证监会行业分类
2025-03-31,sz.000015,PT中浩A,,证监会行业分类
2025-03-31,sz.000016,深康佳A,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sz.000017,深中华A,C24文教、工美、体育和娱乐用品制造业,证监会行业分类
2025-03-31,sz.000018,神城A退,,证监会行业分类
2025-03-31,sz.000019,深粮控股,F51批发业,证监会行业分类
2025-03-31,sz.000020,深华发A,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sz.000021,深科技,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sz.000023,*ST深天,,证监会行业分类
2025-03-31,sz.000024,招商地产,,证监会行业分类
2025-03-31,sz.000025,特力A,F51批发业,证监会行业分类
2025-03-31,sz.000026,飞亚达,F52零售业,证监会行业分类
2025-03-31,sz.000027,深圳能源,D44电力、热力生产和供应业,证监会行业分类
2025-03-31,sz.000028,国药一致,F51批发业,证监会行业分类
2025-03-31,sz.000029,深深房A,K70房地产业,证监会行业分类
2025-03-31,sz.000030,富奥股份,C36汽车制造业,证监会行业分类
2025-03-31,sz.000031,大悦城,K70房地产业,证监会行业分类
2025-03-31,sz.000032,深桑达A,E49建筑安装业,证监会行业分类
2025-03-31,sz.000033,新都退,,证监会行业分类
2025-03-31,sz.000034,神州数码,F51批发业,证监会行业分类
2025-03-31,sz.000035,中国天楹,N77生态保护和环境治理业,证监会行业分类
2025-03-31,sz.000036,华联控股,K70房地产业,证监会行业分类
2025-03-31,sz.000037,深南电A,D44电力、热力生产和供应业,证监会行业分类
2025-03-31,sz.000038,大通退,,证监会行业分类
2025-03-31,sz.000039,中集集团,C33金属制品业,证监会行业分类
2025-03-31,sz.000040,*ST旭蓝,D44电力、热力生产和供应业,证监会行业分类
2025-03-31,sz.000042,中洲控股,K70房地产业,证监会行业分类
2025-03-31,sz.000045,深纺织A,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sz.000046,*ST泛海,,证监会行业分类
2025-03-31,sz.000047,ST中侨,,证监会行业分类
2025-03-31,sz.000048,京基智农,A03畜牧业,证监会行业分类
2025-03-31,sz.000049,德赛电池,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sz.000050,深天马A,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sz.000055,方大集团,C33金属制品业,证监会行业分类
2025-03-31,sz.000056,皇庭国际,L72商务服务业,证监会行业分类
2025-03-31,sz.000058,深赛格,L72商务服务业,证监会行业分类
2025-03-31,sz.000059,华锦股份,C25石油、煤炭及其他燃料加工业,证监会行业分类
2025-03-31,sz.000060,中金岭南,C32有色金属冶炼和压延加工业,证监会行业分类
2025-03-31,sz.000061,农产品,L72商务服务业,证监会行业分类
2025-03-31,sz.000062,深圳华强,F51批发业,证监会行业分类
2025-03-31,sz.000063,中兴通讯,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sz.000065,北方国际,F51批发业,证监会行业分类
2025-03-31,sz.000066,中国长城,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sz.000068,华控赛格,F51批发业,证监会行业分类
2025-03-31,sz.000069,华侨城A,K70房地产业,证监会行业分类
2025-03-31,sz.000070,ST特信,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sz.000078,海王生物,F51批发业,证监会行业分类
2025-03-31,sz.000088,盐田港,G55水上运输业,证监会行业分类
2025-03-31,sz.000089,深圳机场,G56航空运输业,证监会行业分类
2025-03-31,sz.000090,天健集团,E48土木工程建筑业,证监会行业分类
2025-03-31,sz.000096,广聚能源,F51批发业,证监会行业分类
2025-03-31,sz.000099,中信海直,G56航空运输业,证监会行业分类
2025-03-31,sz.000100,TCL科技,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sz.000150,*ST宜康,,证监会行业分类
2025-03-31,sz.000151,中成股份,F51批发业,证监会行业分类
2025-03-31,sz.000153,丰原药业,C27医药制造业,证监会行业分类
2025-03-31,sz.000155,川能动力,D44电力、热力生产和供应业,证监会行业分类
2025-03-31,sz.000156,华数传媒,I63电信、广播电视和卫星传输服务,证监会行业分类
2025-03-31,sz.000157,中联重科,C35专用设备制造业,证监会行业分类
2025-03-31,sz.000158,常山北明,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sz.000159,国际实业,F51批发业,证监会行业分类
2025-03-31,sz.000166,申万宏源,J67资本市场服务,证监会行业分类
2025-03-31,sz.000301,东方盛虹,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sz.000333,美的集团,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sz.000338,潍柴动力,C36汽车制造业,证监会行业分类
2025-03-31,sz.000400,许继电气,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sz.000401,冀东水泥,C30非金属矿物制品业,证监会行业分类
2025-03-31,sz.000402,金融街,K70房地产业,证监会行业分类
2025-03-31,sz.000403,派林生物,C27医药制造业,证监会行业分类
2025-03-31,sz.000404,长虹华意,C34通用设备制造业,证监会行业分类
2025-03-31,sz.000405,ST鑫光,,证监会行业分类
2025-03-31,sz.000406,石油大明,,证监会行业分类
2025-03-31,sz.000407,胜利股份,D45燃气生产和供应业,证监会行业分类
2025-03-31,sz.000408,藏格矿业,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sz.000409,云鼎科技,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sz.000410,沈阳机床,C34通用设备制造业,证监会行业分类
2025-03-31,sz.000411,英特集团,F51批发业,证监会行业分类
2025-03-31,sz.000412,ST五环,,证监会行业分类
2025-03-31,sz.000413,ST旭电,,证监会行业分类
2025-03-31,sz.000415,渤海租赁,L71租赁业,证监会行业分类
2025-03-31,sz.000416,*ST民控,,证监会行业分类
2025-03-31,sz.000417,合百集团,F52零售业,证监会行业分类
2025-03-31,sz.000418,小天鹅A,,证监会行业分类
2025-03-31,sz.000419,通程控股,F52零售业,证监会行业分类
2025-03-31,sz.000420,吉林化纤,C28化学纤维制造业,证监会行业分类
2025-03-31,sz.000421,南京公用,D45燃气生产和供应业,证监会行业分类
2025-03-31,sz.000422,湖北宜化,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sz.000423,东阿阿胶,C27医药制造业,证监会行业分类
2025-03-31,sz.000425,徐工机械,C35专用设备制造业,证监会行业分类
2025-03-31,sz.000426,兴业银锡,B09有色金属矿采选业,证监会行业分类
2025-03-31,sz.000428,华天酒店,H61住宿业,证监会行业分类
2025-03-31,sz.000429,粤高速A,G54道路运输业,证监会行业分类
2025-03-31,sz.000430,张家界,N78公共设施管理业,证监会行业分类
2025-03-31,sz.000488,ST晨鸣,C22造纸和纸制品业,证监会行业分类
2025-03-31,sz.000498,山东路桥,E48土木工程建筑业,证监会行业分类
2025-03-31,sz.000501,武商集团,F52零售业,证监会行业分类
2025-03-31,sz.000502,绿景退,,证监会行业分类
2025-03-31,sz.000503,国新健康,I64互联网和相关服务,证监会行业分类
2025-03-31,sz.000504,南华生物,M75科技推广和应用服务业,证监会行业分类
2025-03-31,sz.000505,京粮控股,C13农副食品加工业,证监会行业分类
2025-03-31,sz.000506,*ST中润,B09有色金属矿采选业,证监会行业分类
2025-03-31,sz.000507,珠海港,G55水上运输业,证监会行业分类
2025-03-31,sz.000508,琼民源A,,证监会行业分类
2025-03-31,sz.000509,华塑控股,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sz.000510,新金路,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sz.000511,烯碳退,,证监会行业分类
2025-03-31,sz.000513,丽珠集团,C27医药制造业,证监会行业分类
2025-03-31,sz.000514,渝开发,K70房地产业,证监会行业分类
2025-03-31,sz.000515,攀渝钛业,,证监会行业分类
2025-03-31,sz.000516,国际医学,Q84卫生,证监会行业分类
2025-03-31,sz.000517,荣安地产,K70房地产业,证监会行业分类
2025-03-31,sz.000518,四环生物,C27医药制造业,证监会行业分类
2025-03-31,sz.000519,中兵红箭,C35专用设备制造业,证监会行业分类
2025-03-31,sz.000520,凤凰航运,G55水上运输业,证监会行业分类
2025-03-31,sz.000521,长虹美菱,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sz.000522,白云山A,,证监会行业分类
2025-03-31,sz.000523,红棉股份,C13农副食品加工业,证监会行业分类
2025-03-31,sz.000524,岭南控股,L72商务服务业,证监会行业分类
2025-03-31,sz.000525,ST红太阳,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sz.000526,学大教育,P83教育,证监会行业分类
2025-03-31,sz.000527,美的电器,,证监会行业分类
2025-03-31,sz.000528,柳工,C35专用设备制造业,证监会行业分类
2025-03-31,sz.000529,广弘控股,C13农副食品加工业,证监会行业分类
2025-03-31,sz.000530,冰山冷热,C34通用设备制造业,证监会行业分类
2025-03-31,sz.000531,穗恒运A,D44电力、热力生产和供应业,证监会行业分类
2025-03-31,sz.000532,华金资本,S91综合,证监会行业分类
2025-03-31,sz.000533,顺钠股份,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sz.000534,万泽股份,C27医药制造业,证监会行业分类
2025-03-31,sz.000535,*ST猴王,,证监会行业分类
2025-03-31,sz.000536,华映科技,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sz.000537,中绿电,D44电力、热力生产和供应业,证监会行业分类
2025-03-31,sz.000538,云南白药,C27医药制造业,证监会行业分类
2025-03-31,sz.000539,粤电力A,D44电力、热力生产和供应业,证监会行业分类
2025-03-31,sz.000540,*ST中天,,证监会行业分类
2025-03-31,sz.000541,佛山照明,C38电气机械和器材制造业,证监会行业分类
2025-03-31,sz.000542,TCL通讯,,证监会行业分类
2025-03-31,sz.000543,皖能电力,D44电力、热力生产和供应业,证监会行业分类
2025-03-31,sz.000544,中原环保,D46水的生产和供应业,证监会行业分类
2025-03-31,sz.000545,金浦钛业,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sz.000546,金圆股份,C42废弃资源综合利用业,证监会行业分类
2025-03-31,sz.000547,航天发展,C39计算机、通信和其他电子设备制造业,证监会行业分类
2025-03-31,sz.000548,湖南投资,G54道路运输业,证监会行业分类
2025-03-31,sz.000549,S湘火炬,,证监会行业分类
2025-03-31,sz.000550,江铃汽车,C36汽车制造业,证监会行业分类
2025-03-31,sz.000551,创元科技,C35专用设备制造业,证监会行业分类
2025-03-31,sz.000552,甘肃能化,B06煤炭开采和洗选业,证监会行业分类
2025-03-31,sz.000553,安道麦A,C26化学原料和化学制品制造业,证监会行业分类
2025-03-31,sz.000554,泰山石油,F51批发业,证监会行业分类
2025-03-31,sz.000555,神州信息,I65软件和信息技术服务业,证监会行业分类
2025-03-31,sz.000556,PT南洋,,证监会行业分类
2025-03-31,sz.000557,西部创业,G53铁路运输业,证监会行业分类
2025-03-31,sz.000558,天府文旅,K70房地产业,证监会行业分类
2025-03-31,sz.000559,万向钱潮,C36汽车制造业,证监会行业分类
