,报告日,营业总收入,营业收入,利息收入,已赚保费,手续费及佣金收入,房地产销售收入,其他业务收入,营业总成本,营业成本,手续费及佣金支出,房地产销售成本,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其他业务成本,营业税金及附加,研发费用,销售费用,管理费用,财务费用,利息费用,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,净敞口套期收益,公允价值变动收益,期货损益,托管收益,补贴收入,其他收益,资产减值损失,信用减值损失,其他业务利润,资产处置收益,营业利润,营业外收入,非流动资产处置利得,营业外支出,非流动资产处置损失,利润总额,所得税费用,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司所有者的净利润,被合并方在合并前实现净利润,少数股东损益,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能转损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下可转损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
30,20170630,37330161000.0,37330161000.0,,,,,,33948959000.0,23653389000.0,,,,,,,,,1313801000.0,50815000.0,4967933000.0,1524499000.0,1626669000.0,1927977000.0,,390096000.0,388917000.0,,,,,,,,64040000.0,811853000.0,,,92325000.0,3927663000.0,39880000.0,141001000.0,83210000.0,48665000.0,3884333000.0,1112893000.0,,2771440000.0,2771440000.0,,1645236000.0,,1126204000.0,12661000.0,12661000.0,,,,,,12661000.0,,944000.0,,,,,,,11717000.0,,,2784101000.0,1657897000.0,1126204000.0,0.12,0.13,定期报告,未审计,20180822,CNY,合并期末,2020-03-13T16:00:40
31,20170331,17864765000.0,17864765000.0,,,,,,15690139000.0,10628165000.0,,,,,,,,,667979000.0,,2532946000.0,831673000.0,881859000.0,,,169020000.0,169020000.0,,,,,,,,62077000.0,147517000.0,,,,2405723000.0,17589000.0,123000.0,8103000.0,3972000.0,2415209000.0,575331000.0,,1839878000.0,1839878000.0,,1170967000.0,,668911000.0,9854000.0,9854000.0,,,,,,9854000.0,,,,,,,,,9854000.0,,,1849732000.0,1180821000.0,668911000.0,0.088,0.088,定期报告,未审计,20180428,CNY,合并期末,2020-03-13T16:00:40
32,20161231,60664109000.0,60664109000.0,,,,,,58872886000.0,40348492000.0,,,,,,,,,1900164000.0,,8761299000.0,3520653000.0,3742465000.0,,,1642717000.0,611327000.0,,,,,,,,,599813000.0,,,-155703000.0,3278237000.0,154790000.0,43796000.0,60524000.0,199499000.0,3372503000.0,439734000.0,,2932769000.0,2932769000.0,,2027593000.0,,905176000.0,24054000.0,24054000.0,,,,,,24054000.0,,-1622000.0,,,,,,,25676000.0,,,2956823000.0,2051647000.0,905176000.0,0.15,0.15,定期报告,是,20180321,CNY,合并期末,2020-03-13T16:00:40
33,20160930,41489247000.0,41489247000.0,,,,,,41676118000.0,28697353000.0,,,,,,,,,1043402000.0,,6535845000.0,2283900000.0,3002050000.0,,,1339608000.0,425337000.0,,,,,,,,,113568000.0,,,,1152737000.0,137071000.0,1355000.0,24234000.0,5493000.0,1265574000.0,-50374000.0,,1315948000.0,,,893691000.0,,422257000.0,29941000.0,29941000.0,,,,,,29941000.0,,-1961000.0,,,,,,,31902000.0,,,1345889000.0,923632000.0,422257000.0,0.07,0.07,定期报告,未审计,20171028,CNY,合并期末,2020-03-13T16:00:40
34,20160630,26300798000.0,26300798000.0,,,,,,26818778000.0,18182506000.0,,,,,,,,,648072000.0,,4425987000.0,1416284000.0,2037545000.0,,,1206261000.0,270048000.0,,,,,,,,,108384000.0,,,,688281000.0,79312000.0,31131000.0,19652000.0,98000.0,747941000.0,-151367000.0,,899308000.0,,,616407000.0,,282901000.0,15031000.0,15031000.0,,,,,,15031000.0,,-1961000.0,,,,,,-592000.0,17584000.0,,,914339000.0,631438000.0,282901000.0,0.05,0.05,定期报告,未审计,20170824,CNY,合并期末,2020-03-13T16:00:40
35,20160331,12512676000.0,12512676000.0,,,,,,12754253000.0,8521688000.0,,,,,,,,,313939000.0,,2349662000.0,662699000.0,1005511000.0,,,36693000.0,34026000.0,,,,,,,,,-99246000.0,,,,-204884000.0,54063000.0,30049000.0,26735000.0,20706000.0,-177556000.0,-35511000.0,,-142045000.0,,,-223082000.0,,81037000.0,-21560000.0,-21560000.0,,,,,,-21560000.0,,-2083000.0,,,,,,,-19477000.0,,,-163605000.0,-244642000.0,81037000.0,-0.017,-0.017,定期报告,未审计,20170428,CNY,合并期末,2020-03-13T16:00:40
36,20151231,59270865000.0,59270865000.0,,,,,,62477986000.0,40695555000.0,,,,,,,,,1492708000.0,,12296624000.0,3687977000.0,3981210000.0,,,444660000.0,359076000.0,,,,,,,,,323912000.0,,,,-2762461000.0,354766000.0,10633000.0,117360000.0,51072000.0,-2525055000.0,-460876000.0,,-2064179000.0,,,-2520089000.0,,455910000.0,-9268000.0,-9268000.0,,,,,,-9268000.0,,-872000.0,,,,,,,-8396000.0,,,-2073447000.0,-2529357000.0,455910000.0,-0.19,-0.19,定期报告,是,20170323,CNY,合并期末,2020-03-13T16:00:40
37,20150930,44878835000.0,44878835000.0,,,,,,47005799000.0,30998773000.0,,,,,,,,,1126330000.0,,9150958000.0,2587092000.0,3047536000.0,,,275274000.0,227379000.0,,,,,,,,,95110000.0,,,,-1851690000.0,124604000.0,5710000.0,49216000.0,30522000.0,-1776302000.0,-441801000.0,,-1334501000.0,,,-1666302000.0,,331801000.0,-16636000.0,-16636000.0,,,,,,-16636000.0,,3487000.0,,,,,,,-20123000.0,,,-1351137000.0,-1682938000.0,331801000.0,-0.13,-0.13,定期报告,未审计,20161029,CNY,合并期末,2020-03-13T16:00:40
38,20150630,29746556000.0,29746556000.0,,,,,,31011774000.0,20502276000.0,,,,,,,,,827539000.0,,5862857000.0,1745316000.0,1955408000.0,,,216948000.0,169053000.0,,,,,,,,,118378000.0,,,,-1048270000.0,89446000.0,4706000.0,29713000.0,19278000.0,-988537000.0,-251536000.0,,-737001000.0,,,-965205000.0,,228204000.0,-8032000.0,-8032000.0,,,,,,-8032000.0,,3485000.0,,,,,,,-11517000.0,,,-745033000.0,-973237000.0,228204000.0,-0.07,-0.07,定期报告,未审计,20160825,CNY,合并期末,2020-03-13T16:00:40
39,20150331,13075000000.0,13075000000.0,,,,,,13104539000.0,9185251000.0,,,,,,,,,351537000.0,,2010875000.0,810726000.0,733409000.0,,,60009000.0,49003000.0,,,,,,,,,12741000.0,,,,30470000.0,94571000.0,965000.0,6276000.0,1963000.0,118765000.0,35820000.0,,82945000.0,,,15139000.0,,67806000.0,-12495000.0,-12495000.0,,,,,,-12495000.0,,-993000.0,,,,,,,-11502000.0,,,70450000.0,2644000.0,67806000.0,0.001,0.001,定期报告,未审计,20160428,CNY,合并期末,2020-03-13T16:00:40
40,20141231,70663840000.0,70663840000.0,,,,,,69704345000.0,49434386000.0,,,,,,,,,1078112000.0,,12553617000.0,4179005000.0,1951873000.0,,,456950000.0,108908000.0,,,,,,,,,507352000.0,,,,1416445000.0,300139000.0,7251000.0,195232000.0,71058000.0,1521352000.0,299301000.0,,1222051000.0,,,766681000.0,,455370000.0,-12917000.0,-12917000.0,,,,,,-12917000.0,,7167000.0,,,,,,,-20084000.0,,,1209134000.0,753764000.0,455370000.0,0.06,0.06,定期报告,是,20160323,CNY,合并期末,2020-03-13T16:00:40
41,20140930,52079324000.0,52079324000.0,,,,,,50888166000.0,36114339000.0,,,,,,,,,878183000.0,,9459070000.0,2949683000.0,1323932000.0,,,161587000.0,161744000.0,,,,,,,,,162959000.0,,,,1352745000.0,117926000.0,7198000.0,46978000.0,12790000.0,1423693000.0,458453000.0,,965240000.0,,,659202000.0,,306038000.0,-680000.0,-680000.0,,,,,,-680000.0,,1090000.0,,,,,,,-1770000.0,,,964560000.0,658522000.0,306038000.0,0.05,0.05,定期报告,未审计,20151028,CNY,合并期末,2020-03-13T16:00:40
42,20140630,35434584000.0,35434584000.0,,,,,,34168487000.0,23890733000.0,,,,,,,,,622101000.0,,6606834000.0,1984244000.0,894480000.0,,,73377000.0,73534000.0,,,,,,,,,170095000.0,,,,1339474000.0,82924000.0,3979000.0,28946000.0,11615000.0,1393452000.0,481347000.0,,912105000.0,,,686303000.0,,225802000.0,12861000.0,12861000.0,,,,,,12861000.0,,97000.0,,,,,,,12764000.0,,,924966000.0,699164000.0,225802000.0,0.05,0.05,定期报告,未审计,20150822,CNY,合并期末,2020-03-13T16:00:40
43,20140331,16858658000.0,16858658000.0,,,,,,15935349000.0,10944881000.0,,,,,,,,,325130000.0,,3211203000.0,1067666000.0,387009000.0,,,18314000.0,18314000.0,,,,,,,,,-540000.0,,,,941623000.0,16024000.0,2993000.0,10002000.0,5472000.0,947645000.0,248951000.0,,698694000.0,,,538160000.0,,160534000.0,4504000.0,4504000.0,,,,,,4504000.0,,-145000.0,,,,,,,4649000.0,,,703198000.0,542664000.0,160534000.0,0.04,0.04,定期报告,未审计,20150425,CNY,合并期末,2020-03-13T16:00:40
44,20131231,82316482000.0,82316482000.0,,,,,,76510468000.0,56141963000.0,,,,,,,,,1293811000.0,,13787598000.0,4420372000.0,629767000.0,,,85124000.0,93736000.0,,,,,,,,,236957000.0,,,,5891138000.0,172281000.0,28262000.0,41913000.0,4102000.0,6021506000.0,1725767000.0,,4295739000.0,,,3575602000.0,,720137000.0,-18784000.0,-18784000.0,,,,,,-18784000.0,,-2663000.0,,,,,,,-16121000.0,,,4276955000.0,3556818000.0,720137000.0,0.27,0.27,定期报告,是,20150321,CNY,合并期末,2020-03-13T16:00:40
45,20130930,59609662000.0,59609662000.0,,,,,,54583311000.0,40075384000.0,,,,,,,,,969024000.0,,9967550000.0,3147454000.0,390898000.0,,,77022000.0,71216000.0,,,,,,,,,33001000.0,,,,5103373000.0,76728000.0,,42862000.0,11789000.0,5137239000.0,1285551000.0,,3851688000.0,,,3182008000.0,,669680000.0,-13507000.0,,,,,,,,,,,,,,,,,,,3838181000.0,3168501000.0,669680000.0,0.24,0.24,定期报告,未审计,20141024,CNY,合并期末,2020-03-13T16:00:40
46,20130630,40398169000.0,40398169000.0,,,,,,36008530000.0,26927983000.0,,,,,,,,,653888000.0,,6247222000.0,1983788000.0,156112000.0,,,86212000.0,83866000.0,,,,,,,,,39537000.0,,,,4475851000.0,44021000.0,,33108000.0,13311000.0,4486764000.0,1165687000.0,,3321077000.0,,,2741538000.0,,579539000.0,-27993000.0,,,,,,,,,,,,,,,,,,,3293084000.0,2713545000.0,579539000.0,0.21,0.21,定期报告,未审计,20140816,CNY,合并期末,2020-03-13T16:00:40
47,20130331,20125066000.0,20125066000.0,,,,,,17547986000.0,12996843000.0,,,,,,,,,327024000.0,,3146261000.0,1032462000.0,44773000.0,,,24671000.0,24671000.0,,,,,,,,,623000.0,,,,2601751000.0,12740000.0,,18352000.0,4121000.0,2596139000.0,606563000.0,,1989576000.0,,,1655255000.0,,334321000.0,-618000.0,,,,,,,,,,,,,,,,,,,1988958000.0,1654637000.0,334321000.0,0.12,0.12,定期报告,未审计,20140426,CNY,合并期末,2020-03-13T16:00:40
48,20121231,87291670000.0,87291670000.0,,,,,,74058863000.0,55715705000.0,,,,,,,,,1371632000.0,,12217072000.0,4266482000.0,254004000.0,,,73917000.0,102199000.0,,,,,,,,,233968000.0,,,,13306724000.0,293293000.0,,188030000.0,78455000.0,13411987000.0,3401917000.0,,10010070000.0,,,9281401000.0,136390000.0,728669000.0,4325000.0,,,,,,,,,,,,,,,,,,,10014395000.0,9285726000.0,728669000.0,0.7,0.7,定期报告,是,20140319,CNY,合并期末,2020-03-13T16:00:40
49,20120930,65065177000.0,65065177000.0,,,,,,55459343000.0,41924496000.0,,,,,,,,,1006025000.0,,8912582000.0,3032284000.0,381323000.0,,,231232000.0,224797000.0,,,,67000.0,,,,,202633000.0,,,,9837133000.0,114823000.0,,69202000.0,19048000.0,9882754000.0,2490641000.0,,7392113000.0,,,6946554000.0,,445559000.0,-4433000.0,,,,,,,,,,,,,,,,,,,7387680000.0,6942121000.0,445559000.0,0.52,0.52,定期报告,未审计,20131026,CNY,合并期末,2020-03-13T16:00:40
50,20120630,45719981000.0,45719981000.0,,,,,,39087630000.0,29947065000.0,,,,,,,,,722360000.0,,5847717000.0,2211729000.0,172593000.0,,,214410000.0,207975000.0,,,,,,,,,186166000.0,,,,6846761000.0,93843000.0,,53712000.0,18632000.0,6886892000.0,1723516000.0,,5163376000.0,,,4844324000.0,100038000.0,319052000.0,825000.0,,,,,,,,,,,,,,,,,,,5164201000.0,4845149000.0,319052000.0,0.37,0.37,定期报告,未审计,20130821,CNY,合并期末,2020-03-13T16:00:40
51,20120331,22224833000.0,22224833000.0,,,,,,18455178000.0,13921476000.0,,,,,,,,,362291000.0,,3015183000.0,1108016000.0,46682000.0,,,-13978000.0,-11118000.0,,,,,,,,,1530000.0,,,,3755677000.0,19702000.0,,13706000.0,380000.0,3761673000.0,935699000.0,,2825974000.0,,,2661931000.0,,164043000.0,5275000.0,,,,,,,,,,,,,,,,,,,2831249000.0,2667206000.0,164043000.0,0.2,0.2,定期报告,未审计,20130427,CNY,合并期末,2020-03-13T16:00:40
52,20111231,90864746000.0,90864746000.0,,,,,,77466265000.0,60528666000.0,,,,,,,,,1375731000.0,,10509483000.0,4737219000.0,197699000.0,,,304963000.0,294280000.0,,,,,,,,,117467000.0,,,,13703444000.0,205021000.0,,57186000.0,19868000.0,13851279000.0,3339649000.0,,10511630000.0,,,9666806000.0,206264000.0,844824000.0,-7862000.0,,,,,,,,,,,,,,,,,,,10503768000.0,9658944000.0,844824000.0,0.73,0.73,定期报告,是,20130316,CNY,合并期末,2020-03-13T16:00:40
53,20110930,67173671000.0,67173671000.0,,,,,,56387087000.0,44285905000.0,,,,,,,,,1014698000.0,,7810615000.0,3082830000.0,99177000.0,,,55037000.0,54116000.0,,,,1115000.0,,,,,93862000.0,,,,10842736000.0,69638000.0,,25659000.0,1527000.0,10886715000.0,2612951000.0,,8273764000.0,,,7637621000.0,,636143000.0,-9436000.0,,,,,,,,,,,,,,,,,,,8264328000.0,7628185000.0,636143000.0,0.58,0.58,定期报告,未审计,20121024,CNY,合并期末,2020-03-13T16:00:40
54,20110630,43098234000.0,43098234000.0,,,,,,35976573000.0,28084174000.0,,,,,,,,,693160000.0,,5141428000.0,1950778000.0,18480000.0,,,35361000.0,34847000.0,,,,5000.0,,,,,88553000.0,,,,7157027000.0,46210000.0,,20551000.0,747000.0,7182686000.0,1767114000.0,,5415572000.0,,,4973888000.0,,441684000.0,-3420000.0,,,,,,,,,,,,,,,,,,,5412152000.0,4970468000.0,441684000.0,0.38,0.38,定期报告,未审计,20120822,CNY,合并期末,2020-03-13T16:00:40
55,20110331,20909106000.0,20909106000.0,,,,,,17665802000.0,13808219000.0,,,,,,,,,390166000.0,,2566042000.0,888492000.0,12319000.0,,,6065000.0,6065000.0,,,,,,,,,564000.0,,,,3249369000.0,21027000.0,,13007000.0,319000.0,3257389000.0,782958000.0,,2474431000.0,,,2300265000.0,,174166000.0,462000.0,,,,,,,,,,,,,,,,,,,2474839000.0,2300727000.0,174166000.0,0.17,0.17,定期报告,未审计,20120428,CNY,合并期末,2020-03-13T16:00:40
56,20101231,71268417000.0,71268417000.0,,,,,,61327328000.0,47449361000.0,,,,,,,,,1174810000.0,,9028321000.0,3326995000.0,108976000.0,,,-95919000.0,46290000.0,,,,4587000.0,,,,,238865000.0,,,,9849757000.0,451403000.0,,79555000.0,7328000.0,10221605000.0,2650876000.0,,7570729000.0,,,6908978000.0,,661751000.0,-16374000.0,,,,,,,,,,,,,,,,,,,7554355000.0,6892604000.0,661751000.0,0.52,0.52,定期报告,是,20120328,CNY,合并期末,2020-03-13T16:00:40
57,20100930,52564210000.0,52564210000.0,,,,,,43977261000.0,33759997000.0,,,,,,,,,929288000.0,,6874113000.0,2267715000.0,34292000.0,,,14051000.0,-11378000.0,,,,4622000.0,,,,,111856000.0,,,,8605622000.0,350487000.0,,67968000.0,635000.0,8888141000.0,2284668000.0,,6603473000.0,,,6064979000.0,,538494000.0,-12324000.0,,,,,,,,,,,,,,,,,,,6591149000.0,6052655000.0,538494000.0,0.46,0.46,定期报告,未审计,20111022,CNY,合并期末,2020-03-13T16:00:40
58,20100630,35560714000.0,35560714000.0,,,,,,29235405000.0,22313208000.0,,,,,,,,,691366000.0,,4621479000.0,1491598000.0,1439000.0,,,26448000.0,15705000.0,,,,7802000.0,,,,,116315000.0,,,,6359559000.0,317890000.0,,59159000.0,303000.0,6618290000.0,1686629000.0,,4931661000.0,,,4455778000.0,,475883000.0,-12324000.0,,,,,,,,,,,,,,,,,,,4919337000.0,4443454000.0,475883000.0,0.34,0.34,定期报告,未审计,20110817,CNY,合并期末,2020-03-13T16:00:40
59,20100331,15589691000.0,15589691000.0,,,,,,12774953000.0,9354916000.0,,,,,,,,,291738000.0,,2227237000.0,927267000.0,-27935000.0,,,7552000.0,7490000.0,,,,4587000.0,,,,,1730000.0,,,,2826877000.0,8039000.0,,8022000.0,34000.0,2826894000.0,667995000.0,,2158899000.0,,,1984423000.0,,174476000.0,,,,,,,,,,,,,,,,,,,,2158899000.0,1984423000.0,174476000.0,0.15,0.15,定期报告,未审计,20110428,CNY,合并期末,2020-03-13T16:00:40
60,20091231,53729503000.0,53729503000.0,,,,,,45091661000.0,34460109000.0,,,,,,,,,918900000.0,,7396177000.0,2739115000.0,-452479000.0,,,393059000.0,90647000.0,,,,-4587000.0,,,,,29839000.0,,,,9026314000.0,230103000.0,,55603000.0,14555000.0,9200814000.0,2107467000.0,,7093347000.0,,,6622169000.0,-10491000.0,471178000.0,4799000.0,,,,,,,,,,,,,,,,,,,7098146000.0,6626968000.0,471178000.0,0.5,0.5,定期报告,是,20110323,CNY,合并期末,2020-03-13T16:00:40
61,20090930,38246357000.0,38246357000.0,,,,,,31576747000.0,23961041000.0,,,,,,,,,687415000.0,,5515051000.0,1822126000.0,-339580000.0,,,216352000.0,47053000.0,,,,447000.0,,,,,-69306000.0,,,,6886409000.0,110074000.0,,32694000.0,5226000.0,6963789000.0,1706723000.0,,5257066000.0,,,4934036000.0,,323030000.0,9357000.0,,,,,,,,,,,,,,,,,,,5266423000.0,4943393000.0,323030000.0,0.37,0.37,定期报告,未审计,20101027,CNY,合并期末,2020-03-13T16:00:40
62,20090630,22949264000.0,22949264000.0,,,,,,18285187000.0,13745104000.0,,,,,,,,,443972000.0,,3447013000.0,1110837000.0,-385188000.0,,,180774000.0,11837000.0,,,,-1236000.0,,,,,-76551000.0,,,,4843615000.0,102789000.0,,21417000.0,3050000.0,4924987000.0,1206889000.0,,3718098000.0,,,3525043000.0,,193055000.0,9357000.0,,,,,,,,,,,,,,,,,,,3727455000.0,3534400000.0,193055000.0,0.27,0.27,定期报告,未审计,20100814,CNY,合并期末,2020-03-13T16:00:40
63,20090331,10049979000.0,10049979000.0,,,,,,8259789000.0,6445149000.0,,,,,,,,,185211000.0,,1529572000.0,573892000.0,-463379000.0,,,175171000.0,7490000.0,,,,-1405000.0,,,,,-10656000.0,,,,1963956000.0,43926000.0,,8619000.0,51000.0,1999263000.0,540258000.0,,1459005000.0,,,1390646000.0,,68359000.0,,,,,,,,,,,,,,,,,,,,1459005000.0,1390646000.0,68359000.0,0.1,0.1,定期报告,未审计,20100423,CNY,合并期末,2020-03-13T16:00:40
64,20081231,52282566000.0,52282566000.0,,,,,,43062177000.0,32321288000.0,,,,,,,,,1253126000.0,,7194774000.0,2590059000.0,-513085000.0,,,160113000.0,106854000.0,,,,-1406400000.0,,,,,216015000.0,,,,7974102000.0,375374000.0,,78272000.0,10644000.0,8271204000.0,1895064000.0,,6376140000.0,,,5606147000.0,-15744000.0,769993000.0,-3084000.0,,,,,,,,,,,,,,,,,,,6373056000.0,5603063000.0,769993000.0,0.43,0.43,定期报告,是,20100423,CNY,合并期末,2020-03-13T16:00:40
65,20080930,40533666000.0,40533666000.0,,,,,,31514410000.0,23651917000.0,,,,,,,,,911584000.0,,5432138000.0,1956614000.0,-430428000.0,,,264433000.0,,,,,-1104248000.0,,,,,-7415000.0,,,,8179441000.0,305959000.0,,23159000.0,1652000.0,8462241000.0,1935958000.0,,6526283000.0,,,5737113000.0,,789170000.0,,,,,,,,,,,,,,,,,,,,,,,0.44,0.44,定期报告,未审计,20091029,CNY,合并期末,2020-03-13T16:00:40
66,20080630,25808875000.0,25808875000.0,,,,,,19996486000.0,14599560000.0,,,,,,,,,586521000.0,,3727288000.0,1288133000.0,-205781000.0,,,164988000.0,135573000.0,,,,-916400000.0,,,,,765000.0,,,,5060977000.0,251257000.0,,16135000.0,167000.0,5296099000.0,1210745000.0,,4085354000.0,,,3547865000.0,,537489000.0,,,,,,,,,,,,,,,,,,,,,,,0.27,0.27,定期报告,未审计,20090815,CNY,合并期末,2020-03-13T16:00:40
67,20080331,10954651000.0,10954651000.0,,,,,,7860679000.0,5591335000.0,,,,,,,,,175525000.0,,1578560000.0,467675000.0,61275000.0,,,68440000.0,42758000.0,,,,-641600000.0,,,,,-13691000.0,,,,2520812000.0,31715000.0,,6769000.0,-3186000.0,2545758000.0,468528000.0,,2077230000.0,,,1929665000.0,,147565000.0,,,,,,,,,,,,,,,,,,,,,,,0.15,0.15,定期报告,未审计,20090428,CNY,合并期末,2020-03-13T16:00:40
68,20071231,36033676000.0,36033676000.0,,,,,,30113583000.0,19657331000.0,,,,,,,,,656732000.0,,6746979000.0,2245125000.0,725190000.0,,,185895000.0,103749000.0,,,,1698372000.0,,,,,82226000.0,,,,7804360000.0,143235000.0,,40383000.0,10597000.0,7907212000.0,1758067000.0,,6149145000.0,,,5786732000.0,,362413000.0,,,,,,,,,,,,,,,,,,,,,,,0.49,0.49,定期报告,是,20090330,CNY,合并期末,2020-03-13T16:00:40
69,20070930,27347429000.0,27347429000.0,,,,,,23282547000.0,15593558000.0,,,,,,,,,448947000.0,,5088478000.0,1622497000.0,491668000.0,,,52431000.0,,,,,1660206000.0,,,,,37399000.0,,,,5777519000.0,50859000.0,,12896000.0,1413000.0,5815482000.0,1416313000.0,,4399169000.0,,,4243568000.0,,155601000.0,,,,,,,,,,,,,,,,,,,,,,,0.36,0.36,定期报告,未审计,20081025,CNY,合并期末,2020-03-13T16:00:40
70,20070630,16929878000.0,16929878000.0,,,,,,14484592000.0,9592472000.0,,,,,,,,,280695000.0,,3176854000.0,1106078000.0,267369000.0,,,7525000.0,4958000.0,,,,600032000.0,,,,,61124000.0,,,,3052843000.0,50010000.0,,4805000.0,1413000.0,3098048000.0,656154000.0,,2441894000.0,,,2278083000.0,,163811000.0,,,,,,,,,,,,,,,,,,,,,,,0.19,0.19,定期报告,是,20080729,CNY,合并期末,2020-03-13T16:00:40
71,20070331,8072326000.0,8072326000.0,,,,,,6860084000.0,4604408000.0,,,,,,,,,124939000.0,,1520325000.0,408743000.0,201442000.0,,,17656000.0,,,,,77551000.0,,,,,227000.0,,,,1307449000.0,10330000.0,,1204000.0,9000.0,1316575000.0,248006000.0,,1068569000.0,,,1037542000.0,,31027000.0,,,,,,,,,,,,,,,,,,,,,,,0.09,0.09,定期报告,未审计,20080428,CNY,合并期末,2020-03-13T16:00:40
72,20061231,28346728000.0,28346728000.0,,,,,,24809507000.0,16847225000.0,,,,,,,,,434149000.0,,5529476000.0,1688772000.0,382514000.0,,,46293000.0,32637000.0,,,,1156000.0,,,,,-72629000.0,,,,3584670000.0,371192000.0,,56418000.0,26889000.0,3899444000.0,1013689000.0,,2885755000.0,,,2716758000.0,,168997000.0,,,,,,,,,,,,,,,,,,,,,,,0.34,0.34,定期报告,是,20080410,CNY,合并期末,2020-03-13T16:00:40
73,20051231,26081515000.0,26081515000.0,,,,,,22266089000.0,16350872000.0,,,,,,,,,291968000.0,,4255934000.0,1322120000.0,28649000.0,,,173000.0,-6821000.0,,,,176000.0,,,,,16546000.0,,,,3815775000.0,34051000.0,,31093000.0,13024000.0,3818733000.0,605538000.0,,3213195000.0,,,3066466000.0,,146729000.0,,,,,,,,,,,,,,,,,,,,,,,,,招股说明书/意向书,是,20080121,CNY,合并期末,2020-03-13T16:00:40
74,20041231,17878528000.0,17878528000.0,,,,,,15538991000.0,9988192000.0,,,,,,,,,189741000.0,,3815638000.0,1091296000.0,486800000.0,,,7422000.0,-3668000.0,,,,,,,,,-32676000.0,,,,2346959000.0,43557000.0,,45362000.0,10177000.0,2345154000.0,569769000.0,,1775385000.0,,,1647143000.0,,128242000.0,,,,,,,,,,,,,,,,,,,,,,,,,招股说明书/意向书,是,20080121,CNY,合并期末,2020-03-13T16:00:40
