,代码,名称,最新价,IOPV实时估值,基金折价率,涨跌额,涨跌幅,成交量,成交额,开盘价,最高价,最低价,昨收,振幅,换手率,量比,委比,外盘,内盘,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比,现手,买一,卖一,最新份额,流通市值,总市值,数据日期,更新时间
0,588500,科创100ETF增强,1.035,0.9688,-6.83,0.109,11.77,8364.0,796716.0,0.924,1.05,0.918,0.926,14.25,4.05,1.44,49.08,3856.0,4508.0,331842.0,41.65,0.0,0.0,331842.0,41.65,-144722.0,-18.16,-187121.0,-23.49,-10.0,1.036,1.05,20647000.0,21369645,21369645,2024-09-26,2024-09-26 15:00:40+08:00
1,159745,建材ETF,0.545,0.5295,-2.93,0.05,10.1,912890.0,47158923.1,0.495,0.545,0.493,0.495,10.51,8.03,1.75,57.1,560690.0,352200.0,3915033.0,8.3,10526640.0,22.32,-6611607.0,-14.02,-1622423.0,-3.44,-2292611.0,-4.86,20288.0,0.544,0.545,1136688272.0,619495108,619495108,2024-09-26,2024-09-26 15:00:06+08:00
2,515710,食品ETF,0.591,0.5857,-0.9,0.054,10.06,833495.0,47022173.0,0.537,0.591,0.537,0.537,10.06,6.6,2.11,100.0,543114.0,290381.0,8772664.0,18.66,10899771.0,23.18,-2127107.0,-4.52,-4925098.0,-10.47,-3847565.0,-8.18,-1000.0,0.591,,1262599808.0,746196487,746196487,2024-09-26,2024-09-26 15:00:42+08:00
3,515170,食品饮料ETF,0.559,0.5509,-1.47,0.051,10.04,2845826.0,151979852.0,0.507,0.559,0.506,0.508,10.43,6.22,2.03,100.0,1777214.0,1068612.0,37579846.0,24.73,36512554.0,24.02,1067292.0,0.7,-24748591.0,-16.28,-12831256.0,-8.44,-11.0,0.559,,4573757952.0,2556730695,2556730695,2024-09-26,2024-09-26 15:00:42+08:00
4,159931,金融ETF,1.713,1.6252,-5.4,0.156,10.02,30558.0,4867124.2,1.559,1.713,1.545,1.557,10.79,9.75,2.01,100.0,18953.0,11605.0,4895.0,0.1,0.0,0.0,4895.0,0.1,409065.0,8.4,-413959.0,-8.51,-758.0,1.713,,31328511.0,53665739,53665739,2024-09-26,2024-09-26 15:00:06+08:00
5,512600,必选消费ETF,0.67,0.6562,-2.1,0.061,10.02,342928.0,21783031.0,0.612,0.67,0.609,0.609,10.02,6.53,2.07,100.0,168469.0,174459.0,-2822684.0,-12.96,-230420.0,-1.06,-2592264.0,-11.9,2045689.0,9.39,776994.0,3.57,-30.0,0.67,,524756096.0,351586584,351586584,2024-09-26,2024-09-26 15:00:42+08:00
6,512200,房地产ETF,1.395,1.3683,-1.95,0.127,10.02,4911019.0,659698156.0,1.254,1.395,1.254,1.268,11.12,13.48,2.04,100.0,2702893.0,2208125.0,16112413.0,2.44,-12356181.0,-1.87,28468594.0,4.32,6118023.0,0.93,-22230438.0,-3.37,-18.0,1.395,,3644347904.0,5083865326,5083865326,2024-09-26,2024-09-26 15:00:43+08:00
7,510630,消费30ETF,0.902,0.8841,-2.02,0.082,10.0,402688.0,34820208.0,0.82,0.902,0.816,0.82,10.49,15.29,3.0,73.07,224176.0,178512.0,-1065628.0,-3.06,-438825.0,-1.26,-626803.0,-1.8,1507750.0,4.33,-442123.0,-1.27,117.0,0.901,0.902,263361500.0,237552073,237552073,2024-09-26,2024-09-26 15:00:41+08:00
8,159689,消费ETF南方,0.748,0.733,-2.05,0.068,10.0,93716.0,6613721.0,0.686,0.748,0.683,0.68,9.56,12.64,1.97,100.0,44408.0,49308.0,119562.0,1.81,2097020.0,31.71,-1977458.0,-29.9,16481.0,0.25,-136043.0,-2.06,-10.0,0.748,,74147787.0,55462545,55462545,2024-09-26,2024-09-26 15:00:06+08:00
9,159707,地产ETF,0.628,0.6175,-1.7,0.057,9.98,1277882.0,77094926.002,0.566,0.628,0.561,0.571,11.73,28.65,1.64,100.0,722720.0,555163.0,145565.0,0.19,-1150343.0,-1.49,1295908.0,1.68,913513.0,1.18,-1059076.0,-1.37,-2631.0,0.628,,446048208.0,280118275,280118275,2024-09-26,2024-09-26 15:00:06+08:00
10,159736,饮食ETF,0.673,0.6626,-1.57,0.061,9.97,369216.0,23793704.0,0.617,0.673,0.612,0.612,9.97,0.54,0.83,100.0,202941.0,166275.0,368515.0,1.55,4566798.0,19.19,-4198283.0,-17.64,260846.0,1.1,-629360.0,-2.65,-110.0,0.673,,6888394496.0,4635889496,4635889496,2024-09-26,2024-09-26 15:00:06+08:00
11,159843,食品饮料ETF,0.629,0.6223,-1.08,0.057,9.97,393920.0,23760598.6,0.572,0.629,0.572,0.572,9.97,13.4,1.71,100.0,230627.0,163293.0,1784054.0,7.51,2365010.0,9.95,-580956.0,-2.45,-331827.0,-1.4,-1452227.0,-6.11,-826.0,0.629,,293955136.0,184897781,184897781,2024-09-26,2024-09-26 15:00:06+08:00
12,159768,房地产ETF,0.563,0.5548,-1.48,0.051,9.96,1435236.0,77400479.341,0.505,0.563,0.502,0.512,11.91,28.54,2.6,100.0,914738.0,520498.0,-1310390.0,-1.69,-6260141.0,-8.09,4949751.0,6.39,2218758.0,2.87,-908367.0,-1.17,-1081.0,0.563,,502950304.0,283161021,283161021,2024-09-26,2024-09-26 15:00:06+08:00
13,159672,主要消费ETF,0.751,0.7329,-2.47,0.068,9.96,91563.0,6588620.0,0.689,0.751,0.68,0.683,10.4,9.75,2.36,100.0,67767.0,23796.0,-260064.0,-3.95,502607.0,7.63,-762671.0,-11.58,308498.0,4.68,-48434.0,-0.74,-180.0,0.751,,93887409.0,70509444,70509444,2024-09-26,2024-09-26 15:00:06+08:00
14,515060,房地产ETF基金,0.663,0.6505,-1.92,0.06,9.95,1152904.0,73257719.0,0.594,0.663,0.594,0.603,11.44,16.51,2.64,100.0,674538.0,478366.0,-2987240.0,-4.08,-11508539.0,-15.71,8521299.0,11.63,2910099.0,3.97,77140.0,0.11,-50.0,0.663,,698478096.0,463090978,463090978,2024-09-26,2024-09-26 15:00:42+08:00
15,159928,消费ETF,0.785,0.7696,-2.0,0.071,9.94,6906529.0,520822915.115,0.712,0.785,0.712,0.714,10.22,6.91,3.4,100.0,4605524.0,2301005.0,-36872693.0,-7.08,-97905388.0,-18.8,61032695.0,11.72,45627160.0,8.76,-8754471.0,-1.68,-88951.0,0.785,,9998629120.0,7848923859,7848923859,2024-09-26,2024-09-26 15:00:06+08:00
16,512690,酒ETF,0.586,0.5882,0.37,0.053,9.94,19871415.0,1114904438.0,0.531,0.586,0.53,0.533,10.51,13.25,2.05,100.0,12513806.0,7357609.0,169872688.0,15.24,141207216.0,12.67,28665472.0,2.57,-92104833.0,-8.26,-77767857.0,-6.98,-1079.0,0.586,,15001650176.0,8790967003,8790967003,2024-09-26,2024-09-26 15:00:42+08:00
17,516900,食品饮料ETF基金,0.598,0.5924,-0.95,0.054,9.93,106657.0,6142395.0,0.543,0.598,0.543,0.544,10.11,28.65,1.97,100.0,74789.0,31868.0,76926.0,1.25,985487.0,16.04,-908561.0,-14.79,124918.0,2.03,-201844.0,-3.29,-61.0,0.598,,37229000.0,22262942,22262942,2024-09-26,2024-09-26 15:00:41+08:00
18,560680,消费ETF龙头,0.856,0.8397,-1.94,0.077,9.88,247706.0,20112979.0,0.786,0.857,0.78,0.779,9.88,56.01,1.37,-33.05,148296.0,99410.0,-1052786.0,-5.23,-1407865.0,-7.0,355079.0,1.77,659466.0,3.28,393320.0,1.96,45.0,0.841,0.856,44225600.0,37857114,37857114,2024-09-26,2024-09-26 15:00:43+08:00
19,516130,消费龙头ETF,0.758,0.7392,-2.54,0.067,9.7,72147.0,5222674.0,0.693,0.76,0.692,0.691,9.84,7.52,2.14,-64.92,50414.0,21733.0,553983.0,10.61,161683.0,3.1,392300.0,7.51,-299637.0,-5.74,-254347.0,-4.87,-20.0,0.756,0.76,95890000.0,72684620,72684620,2024-09-26,2024-09-26 15:00:42+08:00
20,510150,消费ETF,0.499,0.4898,-1.88,0.04,8.71,2056751.0,97496195.0,0.459,0.5,0.459,0.459,8.93,11.09,3.45,59.02,1501672.0,555079.0,4023510.0,4.13,-4559550.0,-4.68,8583060.0,8.8,-1625474.0,-1.67,-2398036.0,-2.46,204.0,0.498,0.499,1855178608.0,925734125,925734125,2024-09-26,2024-09-26 15:00:43+08:00
21,513970,恒生消费ETF,0.825,0.8252,0.02,0.063,8.27,1939463.0,157688622.0,0.765,0.832,0.765,0.762,8.79,80.8,6.89,-9.66,1056060.0,883403.0,-4598886.0,-2.92,-956935.0,-0.61,-3641951.0,-2.31,3094402.0,1.96,1504485.0,0.95,30.0,0.825,0.826,240041000.0,198033825,198033825,2024-09-26,2024-09-26 15:00:41+08:00
22,159699,恒生消费ETF,0.904,0.903,-0.11,0.067,8.0,3007541.0,267117352.335,0.837,0.908,0.837,0.837,8.48,,9.85,-24.87,1570001.0,1437540.0,-12072084.0,-4.52,-26363677.0,-9.87,14291593.0,5.35,11043352.0,4.13,1028732.0,0.39,-6318.0,0.904,0.905,297664256.0,269088487,269088487,2024-09-26,2024-09-26 15:00:06+08:00
23,515650,消费50ETF,1.123,1.1105,-1.13,0.083,7.98,590576.0,63863605.0,1.038,1.124,1.038,1.04,8.27,4.29,1.32,72.55,379068.0,211508.0,5696065.0,8.92,-1282103.0,-2.01,6978168.0,10.93,-549094.0,-0.86,-5146971.0,-8.06,-10.0,1.124,1.125,1377184000.0,1546577632,1546577632,2024-09-26,2024-09-26 15:00:40+08:00
24,159735,港股消费ETF,0.634,0.6314,-0.41,0.045,7.64,573987.0,35517144.6,0.594,0.64,0.594,0.589,7.81,35.53,4.82,16.42,330022.0,243965.0,664253.0,1.87,6460048.0,18.19,-5795795.0,-16.32,60627.0,0.17,-724880.0,-2.04,10695.0,0.633,0.634,161561371.0,102429909,102429909,2024-09-26,2024-09-26 15:00:06+08:00
25,159670,消费ETF基金,0.936,0.928,-0.86,0.066,7.59,37926.0,3439909.4,0.872,0.936,0.872,0.87,7.36,11.96,1.25,79.45,25036.0,12890.0,-718067.0,-20.87,0.0,0.0,-718067.0,-20.87,574940.0,16.71,143127.0,4.16,-582.0,0.936,0.937,31706921.0,29677678,29677678,2024-09-26,2024-09-26 15:00:06+08:00
26,159787,建材ETF易方达,0.585,0.582,-0.52,0.041,7.54,46578.0,2615320.3,0.547,0.585,0.543,0.544,7.72,24.49,1.03,96.34,34869.0,11709.0,-71124.0,-2.72,0.0,0.0,-71124.0,-2.72,93431.0,3.57,-22307.0,-0.85,-10.0,0.585,0.594,19021633.0,11127655,11127655,2024-09-26,2024-09-26 15:00:06+08:00
27,517550,消费ETF沪港深,0.702,0.7044,0.34,0.049,7.5,18974.0,1298571.0,0.668,0.703,0.646,0.653,8.73,5.85,1.27,2.21,11923.0,7051.0,-227588.0,-17.53,-284060.0,-21.87,56472.0,4.35,240318.0,18.51,-12731.0,-0.98,123.0,0.702,0.703,32417400.0,22757015,22757015,2024-09-26,2024-09-26 15:00:43+08:00
28,159520,消费龙头ETF,0.997,0.9915,-0.55,0.069,7.44,75067.0,7214114.6,0.93,1.021,0.93,0.928,9.81,12.69,1.12,99.96,47057.0,28010.0,-500948.0,-6.94,155884.0,2.16,-656832.0,-9.1,324699.0,4.5,176248.0,2.44,4.0,0.995,0.996,59177649.0,59000116,59000116,2024-09-26,2024-09-26 15:00:06+08:00
29,159688,恒生互联网ETF,0.833,0.8364,0.41,0.056,7.21,4024161.0,326855184.692,0.789,0.834,0.786,0.777,6.18,57.96,2.39,12.5,2343939.0,1680222.0,7917085.0,2.42,3247375.0,0.99,4669710.0,1.43,-3615824.0,-1.11,-4301260.0,-1.32,-8916.0,0.833,0.834,694278480.0,578333974,578333974,2024-09-26,2024-09-26 15:00:06+08:00
30,560090,证券指数ETF,1.031,1.012,-1.88,0.069,7.17,533154.0,52167588.0,0.951,1.055,0.944,0.962,11.54,4.14,2.43,-6.94,300731.0,232423.0,-3098147.0,-5.94,-5994427.0,-11.49,2896280.0,5.55,2011539.0,3.86,1086608.0,2.08,-101.0,1.04,1.049,1289365008.0,1329335323,1329335323,2024-09-26,2024-09-26 15:00:42+08:00
31,513770,港股互联网ETF,0.778,0.7755,-0.32,0.052,7.16,6779834.0,514567413.0,0.736,0.782,0.732,0.726,6.89,30.48,2.22,-59.97,3721691.0,3058143.0,-34951656.0,-6.79,-50273790.0,-9.77,15322134.0,2.98,35615614.0,6.92,-663957.0,-0.13,-15.0,0.778,0.779,2224068896.0,1730325601,1730325601,2024-09-26,2024-09-26 15:00:41+08:00
32,516100,金融科技ETF华夏,0.751,0.7381,-1.75,0.05,7.13,317445.0,22601529.0,0.688,0.752,0.67,0.701,11.7,27.66,1.7,2.25,159864.0,157581.0,3107721.0,13.75,7610813.0,33.67,-4503092.0,-19.92,-2264494.0,-10.02,-843228.0,-3.73,-131.0,0.752,0.756,114759700.0,86184535,86184535,2024-09-26,2024-09-26 15:00:42+08:00
33,159798,消费50ETF,0.908,0.904,-0.44,0.06,7.08,131817.0,11565504.5,0.846,0.927,0.846,0.848,9.55,23.44,2.18,47.56,76064.0,55753.0,-168389.0,-1.46,-607145.0,-5.25,438756.0,3.79,145347.0,1.26,23043.0,0.2,-495.0,0.908,0.91,56245390.0,51070814,51070814,2024-09-26,2024-09-26 15:00:06+08:00
34,513330,恒生互联网ETF,0.409,0.411,0.49,0.027,7.07,160265431.0,6389276605.0,0.388,0.41,0.386,0.382,6.28,20.58,1.59,-13.06,90133023.0,70132408.0,298701056.0,4.68,540676608.0,8.46,-241975552.0,-3.79,-231721354.0,-3.63,-66979644.0,-1.05,-11851.0,0.409,0.41,77883482112.0,31854344184,31854344184,2024-09-26,2024-09-26 15:00:41+08:00
35,513220,中概互联ETF,1.021,0.9583,-6.54,0.067,7.02,1179575.0,117642846.0,0.961,1.025,0.961,0.954,6.71,,2.51,68.07,679761.0,499814.0,1351703.0,1.15,5579935.0,4.74,-4228232.0,-3.59,-867428.0,-0.74,-484274.0,-0.41,-100.0,1.018,1.022,112109400.0,114463697,114463697,2024-09-26,2024-09-26 15:00:40+08:00
36,515910,质量ETF,0.474,0.4724,-0.34,0.031,7.0,260022.0,11837425.0,0.442,0.474,0.441,0.443,7.45,5.42,1.55,5.73,147903.0,112119.0,-571370.0,-4.83,-892670.0,-7.54,321300.0,2.71,914800.0,7.73,-343430.0,-2.9,26.0,0.473,0.474,479507008.0,227286322,227286322,2024-09-26,2024-09-26 15:00:42+08:00
37,512000,券商ETF,0.904,0.8951,-0.99,0.059,6.98,17559538.0,1529974667.0,0.839,0.905,0.838,0.845,7.93,7.36,1.94,17.7,11556747.0,6002792.0,254318912.0,16.62,280436032.0,18.33,-26117120.0,-1.71,-158454651.0,-10.36,-95864262.0,-6.27,749.0,0.903,0.904,23854517760.0,21564484055,21564484055,2024-09-26,2024-09-26 15:00:43+08:00
38,159841,证券ETF,0.863,0.8505,-1.47,0.056,6.94,4418041.0,366925287.3,0.801,0.863,0.8,0.807,7.81,8.44,2.07,69.87,2754908.0,1663133.0,68270100.0,18.61,80067167.0,21.82,-11797067.0,-3.22,-45366187.0,-12.36,-22903912.0,-6.24,-96164.0,0.863,0.864,5233038592.0,4516112305,4516112305,2024-09-26,2024-09-26 15:00:06+08:00
39,516750,建材ETF,0.586,0.5842,-0.31,0.038,6.93,307813.0,17246376.0,0.548,0.588,0.544,0.548,8.03,31.84,1.37,26.46,161807.0,146006.0,381512.0,2.21,248109.0,1.44,133403.0,0.77,-86920.0,-0.5,-294593.0,-1.71,2.0,0.585,0.588,96667300.0,56647038,56647038,2024-09-26,2024-09-26 15:00:42+08:00
40,515010,券商ETF基金,1.081,1.0701,-1.02,0.069,6.82,369684.0,38347280.0,1.008,1.085,1.007,1.012,7.71,4.86,1.69,9.33,238259.0,131425.0,3825255.0,9.98,2077163.0,5.42,1748092.0,4.56,-2130540.0,-5.56,-1694713.0,-4.42,-50.0,1.082,1.084,761271600.0,822934600,822934600,2024-09-26,2024-09-26 15:00:41+08:00
41,513380,恒生科技ETF龙头,1.019,1.0217,0.26,0.065,6.81,5215370.0,516920074.0,0.969,1.02,0.963,0.954,5.97,18.43,1.84,5.74,2958312.0,2257058.0,8224768.0,1.59,4336621.0,0.84,3888147.0,0.75,-4459345.0,-0.86,-3765422.0,-0.73,101.0,1.018,1.019,2829392496.0,2883150953,2883150953,2024-09-26,2024-09-26 15:00:41+08:00
42,513050,中概互联网ETF,1.161,1.0891,-6.6,0.074,6.81,36565046.0,4136989246.0,1.106,1.162,1.1,1.087,5.7,10.61,1.82,-27.74,20807484.0,15757561.0,357443472.0,8.64,464645872.0,11.23,-107202400.0,-2.59,-198263168.0,-4.79,-159180282.0,-3.85,-2155.0,1.161,1.162,34457432832.0,40005079518,40005079518,2024-09-26,2024-09-26 15:00:42+08:00
43,159741,恒生科技ETF基金,0.552,0.5552,0.58,0.035,6.77,3146027.0,169540906.3,0.523,0.553,0.523,0.517,5.8,30.82,1.82,-36.81,1827134.0,1318893.0,8525580.0,5.03,14236644.0,8.4,-5711064.0,-3.37,-6762284.0,-3.99,-1763295.0,-1.04,24335.0,0.551,0.552,1020796720.0,563479789,563479789,2024-09-26,2024-09-26 15:00:06+08:00
44,159740,恒生科技ETF,0.552,0.5534,0.25,0.035,6.77,23298653.0,1249121381.979,0.524,0.552,0.521,0.517,6.0,37.4,1.55,39.52,13732760.0,9565893.0,46972170.0,3.76,88961440.0,7.12,-41989270.0,-3.36,-34142178.0,-2.73,-12829982.0,-1.03,169437.0,0.551,0.552,6230120448.0,3439026487,3439026487,2024-09-26,2024-09-26 15:00:06+08:00
45,513130,恒生科技ETF,0.553,0.5545,0.27,0.035,6.76,98204917.0,5278247534.0,0.525,0.553,0.522,0.518,5.98,33.35,1.75,29.89,57185687.0,41019230.0,143640528.0,2.72,277615664.0,5.26,-133975136.0,-2.54,-104373907.0,-1.98,-39266687.0,-0.74,7201.0,0.552,0.553,29443346944.0,16282170860,16282170860,2024-09-26,2024-09-26 15:00:42+08:00
46,159605,中概互联ETF,0.888,0.8366,-6.14,0.056,6.73,20737604.0,1794938953.699,0.844,0.889,0.842,0.832,5.65,25.78,1.45,8.17,11887775.0,8849829.0,85018640.0,4.74,91460608.0,5.1,-6441968.0,-0.36,-59913987.0,-3.34,-25104669.0,-1.4,106667.0,0.887,0.888,8044486144.0,7143503696,7143503696,2024-09-26,2024-09-26 15:00:06+08:00
47,159568,港股互联网ETF,1.254,1.2584,0.35,0.079,6.72,164796.0,20088044.3,1.21,1.255,1.176,1.175,6.72,72.1,2.17,0.95,82117.0,82679.0,419569.0,2.09,-188276.0,-0.94,607845.0,3.03,-202641.0,-1.01,-216928.0,-1.08,1442.0,1.253,1.254,22857901.0,28663808,28663808,2024-09-26,2024-09-26 15:00:06+08:00
48,159607,中概互联网ETF,0.879,0.8304,-5.85,0.055,6.67,6509401.0,557963861.85,0.836,0.881,0.834,0.824,5.7,28.07,1.62,9.39,3655885.0,2853516.0,30702146.0,5.5,39782369.0,7.13,-9080223.0,-1.63,-20059123.0,-3.6,-10643022.0,-1.91,-19392.0,0.879,0.88,2318829136.0,2038250811,2038250811,2024-09-26,2024-09-26 15:00:06+08:00
49,513890,恒生科技HKETF,0.827,0.8301,0.37,0.051,6.57,1142619.0,91878871.0,0.787,0.828,0.784,0.776,5.67,54.64,1.91,5.65,690865.0,451754.0,5690183.0,6.19,5415704.0,5.89,274479.0,0.3,-3904756.0,-4.25,-1785428.0,-1.94,20.0,0.826,0.828,209128000.0,172948856,172948856,2024-09-26,2024-09-26 15:00:41+08:00
50,513580,恒生科技ETF指数基金,0.555,0.5581,0.56,0.034,6.53,5555477.0,300505453.0,0.526,0.555,0.526,0.521,5.57,16.47,1.82,-3.77,3464433.0,2091044.0,5214376.0,1.74,29626669.0,9.86,-24412293.0,-8.12,-4482945.0,-1.49,-731431.0,-0.24,1316.0,0.554,0.555,3373118000.0,1872080490,1872080490,2024-09-26,2024-09-26 15:00:40+08:00
51,513040,港股通互联网ETF,1.03,1.0313,0.13,0.063,6.51,673866.0,67558105.0,0.976,1.03,0.971,0.967,6.1,42.96,2.22,10.13,351231.0,322635.0,-543539.0,-0.8,-2689672.0,-3.98,2146133.0,3.18,1216684.0,1.8,-673144.0,-1.0,1.0,1.029,1.03,156841300.0,161546539,161546539,2024-09-26,2024-09-26 15:00:40+08:00
52,562510,旅游ETF,0.658,0.6567,-0.2,0.04,6.47,1360944.0,86866000.0,0.617,0.658,0.617,0.618,6.63,11.13,1.83,-58.1,773493.0,587451.0,15741647.0,18.12,19805681.0,22.8,-4064034.0,-4.68,-9028866.0,-10.39,-6712781.0,-7.73,1169.0,0.657,0.658,1223095008.0,804796515,804796515,2024-09-26,2024-09-26 15:00:43+08:00
53,517880,品牌消费ETF,0.839,0.8447,0.67,0.051,6.47,47158.0,3890282.0,0.776,0.841,0.776,0.788,8.25,10.4,0.92,22.77,28852.0,18306.0,-45673.0,-1.17,-835916.0,-21.49,790243.0,20.31,-13305.0,-0.34,58979.0,1.52,-47.0,0.839,0.841,45337100.0,38037827,38037827,2024-09-26,2024-09-26 15:00:41+08:00
54,513070,港股消费50ETF,1.011,1.0094,-0.16,0.061,6.42,394674.0,38957660.0,0.954,1.011,0.952,0.95,6.21,46.56,3.01,87.82,224042.0,170632.0,-2296761.0,-5.9,908597.0,2.33,-3205358.0,-8.23,2485168.0,6.38,-188407.0,-0.48,519.0,1.008,1.019,84760800.0,85693169,85693169,2024-09-26,2024-09-26 15:00:42+08:00
55,159742,恒生科技指数ETF,0.564,0.5677,0.65,0.034,6.42,4940303.0,271522582.5,0.537,0.565,0.535,0.53,5.66,24.51,1.57,-12.53,2891139.0,2049164.0,14518405.0,5.35,18549160.0,6.83,-4030755.0,-1.48,-10828915.0,-3.99,-3689490.0,-1.36,-17600.0,0.564,0.565,2015928288.0,1136983554,1136983554,2024-09-26,2024-09-26 15:00:06+08:00
56,513230,港股消费ETF,0.802,0.8019,-0.01,0.048,6.37,303717.0,23769488.0,0.756,0.802,0.756,0.754,6.1,38.24,2.16,2.38,155510.0,148207.0,-1055589.0,-4.44,-662988.0,-2.79,-392601.0,-1.65,1241312.0,5.22,-185722.0,-0.78,373.0,0.799,0.802,79422700.0,63697005,63697005,2024-09-26,2024-09-26 15:00:43+08:00
57,159856,互联网龙头ETF,0.502,0.5033,0.26,0.03,6.36,178342.0,8745059.7,0.472,0.502,0.472,0.472,6.36,2.89,1.9,31.19,109501.0,68841.0,1553049.0,17.76,750181.0,8.58,802868.0,9.18,-941233.0,-10.76,-611817.0,-7.0,1656.0,0.501,0.502,617372480.0,309920985,309920985,2024-09-26,2024-09-26 15:00:06+08:00
58,512880,证券ETF,0.938,0.9328,-0.56,0.056,6.35,34030010.0,3089546335.0,0.875,0.94,0.874,0.882,7.48,10.19,1.99,-30.24,19651047.0,14378963.0,379967424.0,12.3,460394448.0,14.9,-80427024.0,-2.6,-210037040.0,-6.8,-169930386.0,-5.5,-7042.0,0.939,0.94,33405291520.0,31334163446,31334163446,2024-09-26,2024-09-26 15:00:41+08:00
59,513010,恒生科技30ETF,0.57,0.5714,0.25,0.034,6.34,20037488.0,1112077801.0,0.542,0.57,0.54,0.536,5.6,16.12,1.73,-1.99,12005375.0,8032113.0,54834973.0,4.93,107644720.0,9.68,-52809747.0,-4.75,-40138616.0,-3.61,-14696358.0,-1.32,476.0,0.569,0.57,12430307072.0,7085275031,7085275031,2024-09-26,2024-09-26 15:00:42+08:00
60,513180,恒生科技指数ETF,0.556,0.5589,0.52,0.033,6.31,137569908.0,7482363324.0,0.53,0.557,0.527,0.523,5.74,32.06,1.92,-16.74,75173934.0,62395974.0,211401440.0,2.83,629850624.0,8.42,-418449184.0,-5.59,-148950191.0,-1.99,-62451436.0,-0.83,-40061.0,0.556,0.557,42911759616.0,23858938346,23858938346,2024-09-26,2024-09-26 15:00:42+08:00
61,513590,香港消费ETF,0.725,0.7275,0.34,0.043,6.3,242976.0,17224156.0,0.683,0.725,0.683,0.682,6.16,18.12,1.17,-60.24,131500.0,111476.0,2926109.0,16.99,200228.0,1.16,2725881.0,15.83,-1091313.0,-6.34,-1834797.0,-10.65,75.0,0.724,0.725,134118900.0,97236203,97236203,2024-09-26,2024-09-26 15:00:42+08:00
62,159905,深红利ETF,1.875,1.8658,-0.49,0.111,6.29,340829.0,61910769.079,1.764,1.884,1.76,1.764,7.03,2.37,0.64,20.88,197190.0,143639.0,8297666.0,13.4,138869.0,0.22,8158797.0,13.18,-1705380.0,-2.75,-6592287.0,-10.65,-4479.0,1.875,1.876,1439443952.0,2698957410,2698957410,2024-09-26,2024-09-26 15:00:03+08:00
63,159758,红利质量ETF,0.811,0.807,-0.5,0.048,6.29,158866.0,12481585.2,0.767,0.813,0.76,0.763,6.95,2.29,1.64,-90.66,112125.0,46741.0,1737679.0,13.92,2310120.0,18.51,-572441.0,-4.59,-728989.0,-5.84,-1008690.0,-8.08,-485.0,0.811,0.812,692290784.0,561447826,561447826,2024-09-26,2024-09-26 15:00:06+08:00
64,159708,红利ETF,0.745,0.7399,-0.69,0.044,6.28,309919.0,22340574.866,0.697,0.745,0.697,0.701,6.85,11.03,0.92,27.92,220046.0,89873.0,988085.0,4.42,406777.0,1.82,581308.0,2.6,-225398.0,-1.01,-762687.0,-3.41,-1928.0,0.745,0.746,281028304.0,209366086,209366086,2024-09-26,2024-09-26 15:00:03+08:00
65,159792,港股通互联网ETF,0.629,0.632,0.47,0.037,6.25,25488507.0,1565907595.611,0.6,0.631,0.596,0.592,5.91,9.59,1.39,-9.83,13802186.0,11686321.0,90921632.0,5.81,13938704.0,0.89,76982928.0,4.92,-27711602.0,-1.77,-63210046.0,-4.04,-106487.0,0.629,0.63,26568855296.0,16711809981,16711809981,2024-09-26,2024-09-26 15:00:06+08:00
66,513260,恒生科技ETF基金,1.062,1.0649,0.27,0.062,6.2,2707776.0,281192033.0,1.012,1.063,1.007,1.0,5.6,25.23,2.94,1.8,1599481.0,1108296.0,22739807.0,8.09,10549546.0,3.75,12190261.0,4.34,-23783545.0,-8.46,1043738.0,0.37,-1146.0,1.061,1.063,1073243008.0,1139784074,1139784074,2024-09-26,2024-09-26 15:00:41+08:00
67,159766,旅游ETF,0.651,0.6503,-0.11,0.038,6.2,2851424.0,180531758.172,0.611,0.652,0.611,0.613,6.69,6.84,2.48,-21.83,1825584.0,1025840.0,29733294.0,16.47,42076741.0,23.31,-12343447.0,-6.84,-13005358.0,-7.2,-16727935.0,-9.27,-41907.0,0.651,0.652,4171140960.0,2715412765,2715412765,2024-09-26,2024-09-26 15:00:06+08:00
68,517200,互联网ETF,0.514,0.5124,-0.31,0.03,6.2,95984.0,4764268.0,0.482,0.514,0.482,0.484,6.61,4.2,2.24,31.09,41659.0,54325.0,706091.0,14.82,406234.0,8.53,299857.0,6.29,-514120.0,-10.79,-191971.0,-4.03,395.0,0.514,0.515,228782000.0,117593948,117593948,2024-09-26,2024-09-26 15:00:42+08:00
69,159692,证券ETF东财,1.025,1.019,-0.59,0.059,6.11,327338.0,32265453.704,0.964,1.025,0.952,0.966,7.56,26.3,2.09,55.03,190345.0,136993.0,2439553.0,7.56,4995981.0,15.48,-2556428.0,-7.92,-1597540.0,-4.95,-842013.0,-2.61,-2543.0,1.025,1.026,124455969.0,127567368,127567368,2024-09-26,2024-09-26 15:00:06+08:00
