,代码,名称,最新价,IOPV实时估值,基金折价率,涨跌额,涨跌幅,成交量,成交额,开盘价,最高价,最低价,昨收,振幅,换手率,量比,委比,外盘,内盘,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比,现手,买一,卖一,最新份额,流通市值,总市值,数据日期,更新时间
210,588160,科创材料ETF,0.446,0.4469,0.2,0.02,4.69,125189.0,5428652.0,0.431,0.447,0.425,0.426,5.16,9.31,1.56,-0.35,63471.0,61718.0,415277.0,7.65,335061.0,6.17,80216.0,1.48,-157459.0,-2.9,-257817.0,-4.75,-22.0,0.446,0.447,134496000.0,59985216,59985216,2024-09-26,2024-09-26 15:00:42+08:00
211,159919,沪深300ETF,3.726,3.71,-0.43,0.167,4.69,6184645.0,2244553169.26,3.554,3.726,3.553,3.559,4.86,1.64,1.13,85.62,3671215.0,2513430.0,66822096.0,2.98,-96352448.0,-4.29,163174544.0,7.27,19592208.0,0.87,-86414330.0,-3.85,-21726.0,3.726,3.727,37704816640.0,140488146801,140488146801,2024-09-26,2024-09-26 15:00:06+08:00
212,588200,科创芯片ETF,0.915,0.9103,-0.52,0.041,4.69,6820456.0,604738792.0,0.872,0.916,0.869,0.874,5.38,9.47,1.25,6.31,3983537.0,2836919.0,49702133.0,8.22,47460650.0,7.85,2241483.0,0.37,-30087870.0,-4.98,-19614269.0,-3.24,-3258.0,0.915,0.916,7203894784.0,6591563727,6591563727,2024-09-26,2024-09-26 15:00:43+08:00
213,159977,创业板ETF天弘,1.766,1.7638,-0.12,0.079,4.68,1153809.0,197236125.8,1.686,1.766,1.672,1.687,5.57,2.49,2.63,17.69,921697.0,232112.0,54407861.0,27.59,81194899.0,41.17,-26787038.0,-13.58,-45204880.0,-22.92,-9202981.0,-4.67,-2245.0,1.766,1.767,4642936320.0,8199425541,8199425541,2024-09-26,2024-09-26 15:00:06+08:00
214,561350,国泰中证500ETF,0.761,0.7587,-0.3,0.034,4.68,774213.0,57234453.0,0.734,0.763,0.726,0.727,5.09,33.71,1.22,30.07,366886.0,407327.0,546421.0,0.95,-449312.0,-0.79,995733.0,1.74,-302048.0,-0.53,-244374.0,-0.43,-1000.0,0.761,0.762,229700000.0,174801700,174801700,2024-09-26,2024-09-26 15:00:43+08:00
215,512100,中证1000ETF,1.994,1.9821,-0.6,0.089,4.67,27401386.0,5362037241.0,1.897,1.998,1.897,1.905,5.3,11.83,2.09,-38.41,18471054.0,8930332.0,9303744.0,0.17,-1321364656.0,-24.64,1330668400.0,24.82,-22989120.0,-0.43,13685384.0,0.26,10.0,1.993,1.994,23169217536.0,46199419767,46199419767,2024-09-26,2024-09-26 15:00:41+08:00
216,510360,沪深300ETF基金,1.322,1.3147,-0.56,0.059,4.67,2463771.0,320463530.0,1.261,1.323,1.26,1.263,4.99,4.31,1.67,67.13,1558853.0,904918.0,11746537.0,3.67,6819633.0,2.13,4926904.0,1.54,-7323067.0,-2.29,-4423470.0,-1.38,-15.0,1.322,1.324,5720381184.0,7562343925,7562343925,2024-09-26,2024-09-26 15:00:42+08:00
217,510530,工银中证500ETF,5.221,5.1971,-0.46,0.233,4.67,25035.0,12808110.0,4.983,5.221,4.979,4.988,4.85,5.33,1.73,91.04,11701.0,13334.0,857818.0,6.7,-2069558.0,-16.16,2927376.0,22.86,-712011.0,-5.56,-145807.0,-1.14,-4.0,5.233,5.362,46979400.0,245279447,245279447,2024-09-26,2024-09-26 15:00:40+08:00
218,159925,沪深300ETF南方,3.566,3.5509,-0.43,0.159,4.67,705189.0,244060684.776,3.401,3.566,3.396,3.407,4.99,4.84,1.17,20.0,397318.0,307872.0,-308640.0,-0.13,-17453648.0,-7.15,17145008.0,7.02,5513865.0,2.26,-5205225.0,-2.13,1092.0,3.565,3.566,1455620864.0,5190744001,5190744001,2024-09-26,2024-09-26 15:00:06+08:00
219,562600,医疗器械ETF,0.785,0.7798,-0.67,0.035,4.67,16144.0,1205672.0,0.75,0.785,0.74,0.75,6.0,2.13,1.91,-50.77,5793.0,10351.0,-97441.0,-8.08,-75.0,-0.01,-97366.0,-8.08,73992.0,6.14,23449.0,1.94,13.0,0.78,0.785,75937400.0,59610859,59610859,2024-09-26,2024-09-26 15:00:42+08:00
220,561990,沪深300增强ETF,0.785,0.7818,-0.41,0.035,4.67,891789.0,67843256.0,0.752,0.785,0.749,0.75,4.8,8.07,1.02,-4.96,486230.0,405559.0,3706610.0,5.46,-1118907.0,-1.65,4825517.0,7.11,-2262980.0,-3.34,-1443630.0,-2.13,-177.0,0.785,0.786,1105649200.0,867934622,867934622,2024-09-26,2024-09-26 15:00:42+08:00
221,159647,中药ETF,0.942,0.94,-0.21,0.042,4.67,513736.0,47070369.4,0.895,0.942,0.895,0.9,5.22,5.99,1.41,38.57,333646.0,180090.0,8273122.0,17.58,1525965.0,3.24,6747157.0,14.33,-5662849.0,-12.03,-2610272.0,-5.55,4944.0,0.941,0.942,856961760.0,807257978,807257978,2024-09-26,2024-09-26 15:00:06+08:00
222,517050,互联网50ETF,0.561,0.565,0.71,0.025,4.66,120532.0,6578725.0,0.536,0.561,0.533,0.536,5.22,1.53,1.46,44.35,85806.0,34726.0,1905429.0,28.96,1060603.0,16.12,844826.0,12.84,-1172760.0,-17.83,-732669.0,-11.14,30.0,0.56,0.561,785605008.0,440724409,440724409,2024-09-26,2024-09-26 15:00:41+08:00
223,512720,计算机ETF,0.763,0.7615,-0.2,0.034,4.66,755396.0,56186934.0,0.728,0.764,0.726,0.729,5.21,5.52,1.23,-47.18,455732.0,299664.0,4133687.0,7.36,73137.0,0.13,4060550.0,7.23,-2482356.0,-4.42,-1651331.0,-2.94,-3.0,0.763,0.764,1367453408.0,1043366950,1043366950,2024-09-26,2024-09-26 15:00:41+08:00
224,159956,创业板ETF建信,1.08,1.0781,-0.18,0.048,4.65,2639.0,281337.8,1.028,1.08,1.025,1.032,5.33,0.37,1.48,47.94,1749.0,890.0,33224.0,11.81,0.0,0.0,33224.0,11.81,17219.0,6.12,-50444.0,-17.93,20.0,1.079,1.08,71978674.0,77736968,77736968,2024-09-26,2024-09-26 15:00:06+08:00
225,159516,半导体设备ETF,0.765,0.7635,-0.2,0.034,4.65,1423131.0,105956471.157,0.728,0.765,0.725,0.731,5.47,13.09,1.43,33.65,913866.0,509265.0,10796457.0,10.19,8598640.0,8.12,2197817.0,2.07,-7397992.0,-6.98,-3398463.0,-3.21,20225.0,0.764,0.765,1087590000.0,832006350,832006350,2024-09-26,2024-09-26 15:00:06+08:00
226,159150,深证50ETF易方达,1.039,1.0382,-0.08,0.046,4.63,262312.0,26588133.487,0.994,1.04,0.989,0.993,5.14,8.33,1.71,-34.42,151705.0,110607.0,1333691.0,5.02,-162257.0,-0.61,1495948.0,5.63,-541461.0,-2.04,-792229.0,-2.98,135.0,1.038,1.039,314997616.0,327282523,327282523,2024-09-26,2024-09-26 15:00:06+08:00
227,560880,家电ETF龙头,1.221,1.2208,-0.02,0.054,4.63,241988.0,28807266.0,1.172,1.223,1.165,1.167,4.97,4.7,1.31,-18.74,165731.0,76257.0,-155479.0,-0.54,-4350366.0,-15.1,4194887.0,14.56,65880.0,0.23,89598.0,0.31,179.0,1.221,1.222,514732000.0,628487772,628487772,2024-09-26,2024-09-26 15:00:42+08:00
228,159673,沪深300ETF鹏华,0.95,0.9469,-0.33,0.042,4.63,2025728.0,186253789.7,0.911,0.95,0.905,0.908,4.96,5.83,0.92,23.23,1386197.0,639531.0,227555.0,0.12,11038055.0,5.93,-10810500.0,-5.8,-241602.0,-0.13,14047.0,0.01,220.0,0.949,0.95,3477528384.0,3303651965,3303651965,2024-09-26,2024-09-26 15:00:06+08:00
229,515380,沪深300ETF泰康,3.982,3.9629,-0.48,0.176,4.62,434142.0,168827168.0,3.8,3.988,3.74,3.806,6.52,4.89,1.35,47.25,229129.0,205013.0,9519672.0,5.64,-1988976.0,-1.18,11508648.0,6.82,-5389928.0,-3.19,-4129744.0,-2.45,-2.0,3.984,3.988,887499808.0,3534024235,3534024235,2024-09-26,2024-09-26 15:00:43+08:00
230,513750,港股非银ETF,1.064,1.0657,0.16,0.047,4.62,1829848.0,191259231.0,1.027,1.065,1.017,1.017,4.72,51.06,2.04,-23.57,1100143.0,729705.0,-5800828.0,-3.03,-5502582.0,-2.88,-298246.0,-0.16,1048854.0,0.55,4751972.0,2.48,-317.0,1.064,1.065,358338000.0,381271632,381271632,2024-09-26,2024-09-26 15:00:42+08:00
231,159616,农牧ETF,0.634,0.6335,-0.08,0.028,4.62,59392.0,3659948.57,0.617,0.635,0.604,0.606,5.12,5.57,1.49,47.26,38169.0,21223.0,604082.0,16.51,477637.0,13.05,126445.0,3.45,-330182.0,-9.02,-273900.0,-7.48,-80.0,0.634,0.635,106561112.0,67559745,67559745,2024-09-26,2024-09-26 15:00:06+08:00
232,159847,医疗50ETF,0.34,0.3404,0.12,0.015,4.62,761170.0,25082206.0,0.324,0.341,0.32,0.325,6.46,4.01,2.1,36.49,466374.0,294796.0,1586449.0,6.32,2111583.0,8.42,-525134.0,-2.09,-859219.0,-3.43,-727230.0,-2.9,-1797.0,0.34,0.341,1899825360.0,645940622,645940622,2024-09-26,2024-09-26 15:00:06+08:00
233,159958,创业板ETF工银,1.021,1.0192,-0.18,0.045,4.61,58732.0,5813556.9,0.976,1.023,0.966,0.976,5.84,3.0,1.5,75.55,28212.0,30520.0,423934.0,7.29,614938.0,10.58,-191004.0,-3.29,-194907.0,-3.35,-229027.0,-3.94,-68.0,1.021,1.022,195811448.0,199923488,199923488,2024-09-26,2024-09-26 15:00:06+08:00
234,512550,A50ETF基金,1.431,1.4266,-0.31,0.063,4.61,121367.0,16843277.0,1.367,1.432,1.363,1.368,5.04,5.49,1.5,49.12,69406.0,51961.0,-1168305.0,-6.94,263021.0,1.56,-1431326.0,-8.5,1187762.0,7.05,-19457.0,-0.12,1.0,1.43,1.431,220906000.0,316116486,316116486,2024-09-26,2024-09-26 15:00:41+08:00
235,561980,半导体设备ETF,0.886,0.8808,-0.59,0.039,4.6,349712.0,29950591.0,0.841,0.887,0.839,0.847,5.67,15.33,1.28,48.87,181155.0,168557.0,856311.0,2.86,3666376.0,12.24,-2810065.0,-9.38,-438058.0,-1.46,-418252.0,-1.4,-121.0,0.886,0.887,228110000.0,202105460,202105460,2024-09-26,2024-09-26 15:00:41+08:00
236,516640,芯片龙头ETF,0.5,0.4991,-0.18,0.022,4.6,984955.0,48095390.0,0.478,0.5,0.476,0.478,5.02,4.72,1.99,-0.61,610497.0,374458.0,6639178.0,13.8,12977668.0,26.98,-6338490.0,-13.18,-6000326.0,-12.48,-638852.0,-1.33,7.0,0.499,0.5,2086482800.0,1043241400,1043241400,2024-09-26,2024-09-26 15:00:41+08:00
237,516020,化工ETF,0.569,0.5689,-0.02,0.025,4.6,608834.0,33894619.0,0.543,0.57,0.543,0.544,4.96,8.52,1.42,-91.2,333901.0,274933.0,1267465.0,3.74,-1187265.0,-3.5,2454730.0,7.24,-795338.0,-2.35,-472126.0,-1.39,-27.0,0.569,0.57,714826208.0,406736112,406736112,2024-09-26,2024-09-26 15:00:42+08:00
238,561120,家电ETF,1.047,1.0452,-0.17,0.046,4.6,79019.0,8041467.0,0.996,1.047,0.996,1.001,5.09,6.6,0.67,54.55,35015.0,44004.0,720663.0,8.96,705564.0,8.77,15099.0,0.19,-274905.0,-3.42,-445758.0,-5.54,-25.0,1.047,1.048,119659900.0,125283915,125283915,2024-09-26,2024-09-26 15:00:41+08:00
239,159929,医药ETF,1.185,1.1829,-0.18,0.052,4.59,696114.0,80129632.78,1.128,1.185,1.122,1.133,5.56,4.62,1.5,-3.26,405166.0,290948.0,3144966.0,3.92,333811.0,0.42,2811155.0,3.51,-535599.0,-0.67,-2609367.0,-3.26,-13580.0,1.185,1.186,1506204208.0,1784851986,1784851986,2024-09-26,2024-09-26 15:00:06+08:00
240,512090,MSCIA股ETF易方达,1.413,1.4071,-0.42,0.062,4.59,105242.0,14429358.0,1.347,1.413,1.347,1.351,4.89,3.42,1.52,15.66,66138.0,39104.0,-356656.0,-2.47,0.0,0.0,-356656.0,-2.47,560443.0,3.88,-203786.0,-1.41,9.0,1.412,1.413,307592304.0,434627926,434627926,2024-09-26,2024-09-26 15:00:43+08:00
241,561950,500指数增强ETF,0.889,0.8855,-0.4,0.039,4.59,154074.0,13383824.0,0.858,0.889,0.847,0.85,4.94,14.25,1.46,24.94,83562.0,70512.0,419178.0,3.13,829131.0,6.2,-409953.0,-3.06,-220391.0,-1.65,-198788.0,-1.49,10.0,0.885,0.889,108156000.0,96150684,96150684,2024-09-26,2024-09-26 15:00:41+08:00
242,159633,中证1000指数ETF,2.006,1.9941,-0.6,0.088,4.59,1098545.0,214756462.857,1.915,2.006,1.91,1.918,5.01,10.53,1.58,27.48,660124.0,438421.0,20362136.0,9.48,-12886646.0,-6.0,33248782.0,15.48,-15195141.0,-7.08,-5166996.0,-2.41,-3892.0,2.006,2.007,1043162656.0,2092584288,2092584288,2024-09-26,2024-09-26 15:00:06+08:00
243,510180,上证180ETF,3.467,3.4672,0.01,0.152,4.59,265183.0,89429727.0,3.318,3.471,3.312,3.315,4.8,0.46,1.0,-17.66,142766.0,122417.0,12162364.0,13.6,3023355.0,3.38,9139009.0,10.22,-5117479.0,-5.72,-7044884.0,-7.88,-10.0,3.47,3.471,5804557824.0,20124401976,20124401976,2024-09-26,2024-09-26 15:00:43+08:00
244,159952,创业板ETF广发,1.028,1.0269,-0.11,0.045,4.58,2352026.0,234049911.1,0.978,1.028,0.973,0.983,5.6,3.81,1.06,-25.82,1176472.0,1175554.0,21864531.0,9.34,41738742.0,17.83,-19874211.0,-8.49,-12471594.0,-5.33,-9392937.0,-4.01,21478.0,1.027,1.028,6180685056.0,6353744238,6353744238,2024-09-26,2024-09-26 15:00:06+08:00
245,159682,创业50ETF,0.733,0.7327,-0.04,0.032,4.56,3841163.0,276738005.398,0.696,0.734,0.693,0.701,5.85,11.92,1.91,-5.43,2864251.0,976912.0,-5060442.0,-1.83,5097084.0,1.84,-10157526.0,-3.67,5899781.0,2.13,-839339.0,-0.3,-23574.0,0.733,0.734,3222307664.0,2361951518,2361951518,2024-09-26,2024-09-26 15:00:06+08:00
246,561300,300增强ETF,0.757,0.7548,-0.29,0.033,4.56,1633372.0,121620705.0,0.724,0.757,0.721,0.724,4.97,5.18,1.21,30.71,1217719.0,415653.0,6654948.0,5.47,-15419968.0,-12.68,22074916.0,18.15,-4915403.0,-4.04,-1739546.0,-1.43,3.0,0.756,0.757,3154965008.0,2388308511,2388308511,2024-09-26,2024-09-26 15:00:43+08:00
247,159966,创业板价值ETF,0.39,0.3878,-0.57,0.017,4.56,113328.0,4325002.075,0.374,0.39,0.369,0.373,5.63,1.08,1.5,90.1,72634.0,40694.0,202179.0,4.67,1800411.0,41.63,-1598232.0,-36.95,-64509.0,-1.49,-137670.0,-3.18,863.0,0.388,0.39,1047899520.0,408680813,408680813,2024-09-26,2024-09-26 15:00:06+08:00
248,515590,500等权ETF,1.216,1.2198,0.31,0.053,4.56,6670.0,795325.0,1.158,1.216,1.158,1.163,4.99,3.02,0.07,-0.47,6315.0,355.0,77893.0,9.79,0.0,0.0,77893.0,9.79,-61254.0,-7.7,-16639.0,-2.09,6.0,1.217,1.218,22113700.0,26890259,26890259,2024-09-26,2024-09-26 15:00:41+08:00
249,512870,杭州湾区ETF,1.01,1.0115,0.15,0.044,4.55,1151.0,114335.0,0.965,1.01,0.965,0.966,4.66,0.38,2.66,-0.15,686.0,465.0,60844.0,53.22,0.0,0.0,60844.0,53.22,-35093.0,-30.69,-25750.0,-22.52,39.0,1.007,1.01,30410600.0,30714706,30714706,2024-09-26,2024-09-26 15:00:40+08:00
250,159800,中证800ETF,1.033,1.03,-0.29,0.045,4.55,178769.0,18116042.768,0.984,1.035,0.984,0.988,5.16,10.72,1.73,-30.99,128162.0,50606.0,5814437.0,32.1,5592474.0,30.87,221963.0,1.23,-3970911.0,-21.92,-1843526.0,-10.18,294.0,1.03,1.033,166736802.0,172239116,172239116,2024-09-26,2024-09-26 15:00:06+08:00
251,560260,医疗ETF龙头,0.735,0.7365,0.2,0.032,4.55,260052.0,18348159.0,0.703,0.737,0.692,0.703,6.4,1.38,2.34,88.53,104429.0,155623.0,4382207.0,23.88,1706559.0,9.3,2675648.0,14.58,-4450847.0,-24.26,68640.0,0.37,-452.0,0.735,0.737,1877664704.0,1380083557,1380083557,2024-09-26,2024-09-26 15:00:41+08:00
252,516830,300ESGETF,0.758,0.7562,-0.24,0.033,4.55,176459.0,13080971.0,0.726,0.758,0.725,0.725,4.55,7.68,1.39,4.52,84487.0,91972.0,832512.0,6.36,2614558.0,19.99,-1782046.0,-13.62,-683457.0,-5.22,-149054.0,-1.14,20.0,0.737,0.76,229676900.0,174095090,174095090,2024-09-26,2024-09-26 15:00:40+08:00
253,561500,漂亮50ETF,0.575,0.5747,-0.05,0.025,4.55,17731.0,987109.0,0.55,0.575,0.548,0.55,4.91,1.59,0.27,30.94,10537.0,7194.0,121966.0,12.36,0.0,0.0,121966.0,12.36,-20277.0,-2.05,-101689.0,-10.3,10.0,0.574,0.575,111600300.0,64170173,64170173,2024-09-26,2024-09-26 15:00:43+08:00
254,515980,人工智能ETF,0.736,0.7341,-0.26,0.032,4.55,994164.0,71337204.0,0.704,0.737,0.701,0.704,5.11,4.63,1.28,-31.8,645998.0,348166.0,13985915.0,19.61,11701766.0,16.4,2284149.0,3.2,-8034571.0,-11.26,-5951344.0,-8.34,-2488.0,0.736,0.737,2146064496.0,1579503469,1579503469,2024-09-26,2024-09-26 15:00:41+08:00
255,159964,创业板ETF平安,1.104,1.1021,-0.17,0.048,4.55,84067.0,8948624.5,1.056,1.104,1.045,1.056,5.59,1.95,1.42,25.49,45830.0,38237.0,1088257.0,12.16,1854796.0,20.73,-766539.0,-8.57,-953839.0,-10.66,-134417.0,-1.5,453.0,1.103,1.104,431481888.0,476356004,476356004,2024-09-26,2024-09-26 15:00:06+08:00
256,159933,国投金融地产ETF,2.484,2.4877,0.15,0.108,4.55,265.0,64764.96,2.388,2.484,2.388,2.376,4.04,0.04,0.53,95.33,154.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,34062.0,52.59,-34062.0,-52.59,24.0,2.484,2.49,60378943.0,149981294,149981294,2024-09-26,2024-09-26 15:00:06+08:00
257,159350,深证50ETF富国,1.036,1.0353,-0.07,0.045,4.54,608079.0,61280876.386,0.988,1.039,0.986,0.991,5.35,6.7,1.15,23.82,319637.0,288442.0,1854445.0,3.03,4542478.0,7.41,-2688033.0,-4.39,-853159.0,-1.39,-1001287.0,-1.63,-2536.0,1.036,1.04,908009648.0,940697995,940697995,2024-09-26,2024-09-26 15:00:06+08:00
258,588020,科创成长50ETF,0.783,0.7829,-0.01,0.034,4.54,179525.0,13644466.0,0.75,0.783,0.746,0.749,4.94,8.72,1.71,45.52,101588.0,77937.0,601034.0,4.4,1627170.0,11.93,-1026136.0,-7.52,-181541.0,-1.33,-419492.0,-3.07,300.0,0.781,0.784,205791000.0,161134353,161134353,2024-09-26,2024-09-26 15:00:41+08:00
259,516810,农业50ETF,0.623,0.6242,0.19,0.027,4.53,97583.0,5929884.0,0.598,0.623,0.594,0.596,4.87,4.82,1.19,-80.61,42771.0,54812.0,408374.0,6.89,595345.0,10.04,-186971.0,-3.15,-127739.0,-2.15,-280635.0,-4.73,-60.0,0.623,0.624,202478900.0,126144355,126144355,2024-09-26,2024-09-26 15:00:40+08:00
260,516120,化工50ETF,0.577,0.5775,0.09,0.025,4.53,271332.0,15204386.0,0.555,0.577,0.552,0.552,4.53,8.98,1.34,63.7,151127.0,120205.0,803007.0,5.28,2626224.0,17.27,-1823217.0,-11.99,-545973.0,-3.59,-257034.0,-1.69,20.0,0.576,0.577,302082000.0,174301314,174301314,2024-09-26,2024-09-26 15:00:40+08:00
261,516190,文娱传媒ETF,0.785,0.7857,0.09,0.034,4.53,91351.0,7015733.0,0.755,0.785,0.748,0.751,4.93,29.93,2.53,-90.99,41606.0,49745.0,176778.0,2.52,-1935223.0,-27.58,2112001.0,30.1,-23844.0,-0.34,-152933.0,-2.18,10.0,0.778,0.786,30518500.0,23957023,23957023,2024-09-26,2024-09-26 15:00:42+08:00
262,510660,医药卫生ETF,1.941,1.9469,0.3,0.084,4.52,22417.0,4212537.0,1.858,1.941,1.846,1.857,5.12,4.73,1.85,57.4,14406.0,8011.0,1613592.0,38.3,0.0,0.0,1613592.0,38.3,-1113868.0,-26.44,-499725.0,-11.86,-50.0,1.937,1.941,47379700.0,91963998,91963998,2024-09-26,2024-09-26 15:00:43+08:00
263,159891,医疗ETF基金,0.393,0.3931,0.03,0.017,4.52,113327.0,4323345.496,0.375,0.393,0.371,0.376,5.85,3.93,2.22,-74.39,84111.0,29216.0,64908.0,1.5,857728.0,19.84,-792820.0,-18.34,15178.0,0.35,-80086.0,-1.85,10.0,0.392,0.393,288024832.0,113193759,113193759,2024-09-26,2024-09-26 15:00:06+08:00
264,515800,800ETF,0.902,0.9013,-0.08,0.039,4.52,3205260.0,285919134.0,0.858,0.904,0.858,0.863,5.33,4.88,2.66,3.76,2201251.0,1004009.0,3721585.0,1.3,-4101883.0,-1.43,7823468.0,2.74,-2866598.0,-1.0,-854987.0,-0.3,-1.0,0.902,0.904,6570937088.0,5926985253,5926985253,2024-09-26,2024-09-26 15:00:43+08:00
265,159619,基建ETF,0.902,0.904,0.22,0.039,4.52,199930.0,17609141.007,0.863,0.903,0.859,0.863,5.1,9.61,0.82,4.57,100270.0,99659.0,-182002.0,-1.03,-864674.0,-4.91,682672.0,3.88,145327.0,0.83,36677.0,0.21,663.0,0.901,0.902,207981007.0,187598868,187598868,2024-09-26,2024-09-26 15:00:06+08:00
266,561510,中医药ETF,0.995,0.9955,0.05,0.043,4.52,98302.0,9515404.0,0.952,0.995,0.948,0.952,4.94,10.01,1.3,-3.23,51964.0,46338.0,1158709.0,12.18,883654.0,9.29,275055.0,2.89,-923413.0,-9.7,-235296.0,-2.47,20.0,0.993,0.994,98206000.0,97714970,97714970,2024-09-26,2024-09-26 15:00:41+08:00
267,512750,基本面50ETF,1.319,1.3173,-0.13,0.057,4.52,99888.0,12839475.0,1.262,1.319,1.261,1.262,4.6,10.7,1.17,0.84,48584.0,51304.0,869528.0,6.77,375882.0,2.93,493646.0,3.84,-568353.0,-4.43,-301175.0,-2.35,2000.0,1.318,1.32,93354900.0,123135113,123135113,2024-09-26,2024-09-26 15:00:42+08:00
268,159943,深证成指ETF,0.949,0.9474,-0.17,0.041,4.52,342409.0,31578218.148,0.903,0.949,0.902,0.908,5.18,14.14,1.64,59.51,220384.0,122026.0,8605615.0,27.25,5678400.0,17.98,2927215.0,9.27,-5988580.0,-18.96,-2617035.0,-8.29,-3944.0,0.949,0.95,242229922.0,229876196,229876196,2024-09-26,2024-09-26 15:00:06+08:00
269,560110,中证1000ETF基金,0.718,0.7145,-0.49,0.031,4.51,959319.0,67867561.0,0.688,0.72,0.685,0.687,5.09,23.23,2.86,-24.46,488959.0,470360.0,1129574.0,1.66,-7443310.0,-10.97,8572884.0,12.63,-806249.0,-1.19,-323324.0,-0.48,-16.0,0.718,0.72,412903504.0,296464716,296464716,2024-09-26,2024-09-26 15:00:41+08:00
270,563030,中证500ETF增强,0.857,0.8601,0.36,0.037,4.51,62355.0,5228961.0,0.828,0.858,0.815,0.82,5.24,2.42,0.92,-15.21,30636.0,31719.0,648807.0,12.41,0.0,0.0,648807.0,12.41,-420878.0,-8.05,-227929.0,-4.36,-58.0,0.857,0.858,257669000.0,220822333,220822333,2024-09-26,2024-09-26 15:00:40+08:00
271,510370,300指数ETF,0.789,0.7874,-0.2,0.034,4.5,42839.0,3315619.0,0.757,0.789,0.752,0.755,4.9,3.85,1.39,-68.58,31185.0,11654.0,-209611.0,-6.32,34452.0,1.04,-244063.0,-7.36,180108.0,5.43,29503.0,0.89,2.0,0.786,0.789,111258100.0,87782641,87782641,2024-09-26,2024-09-26 15:00:40+08:00
272,562900,现代农业ETF,0.673,0.6743,0.19,0.029,4.5,162886.0,10584419.0,0.647,0.673,0.639,0.644,5.28,20.44,1.18,70.06,100203.0,62683.0,500797.0,4.73,510410.0,4.82,-9613.0,-0.09,-313027.0,-2.96,-187771.0,-1.77,100.0,0.672,0.673,79706300.0,53642340,53642340,2024-09-26,2024-09-26 15:00:43+08:00
273,513860,港股通科技ETF,0.488,0.4916,0.73,0.021,4.5,1571519.0,75405229.0,0.471,0.489,0.469,0.467,4.28,9.8,0.84,-22.45,919870.0,651649.0,3056525.0,4.05,7501106.0,9.95,-4444581.0,-5.89,-1706587.0,-2.26,-1349939.0,-1.79,-1012.0,0.488,0.489,1603470608.0,782493657,782493657,2024-09-26,2024-09-26 15:00:42+08:00
274,512910,中证100ETF,0.931,0.9274,-0.39,0.04,4.49,211232.0,19092700.0,0.891,0.931,0.888,0.891,4.83,3.04,1.75,-12.66,138804.0,72428.0,-123276.0,-0.65,1310417.0,6.86,-1433693.0,-7.51,709412.0,3.72,-586136.0,-3.07,11.0,0.929,0.931,695128800.0,647164913,647164913,2024-09-26,2024-09-26 15:00:42+08:00
275,159538,信创ETF富国,0.815,0.8126,-0.3,0.035,4.49,83350.0,6611826.6,0.786,0.815,0.777,0.78,4.87,19.25,1.11,-22.27,43730.0,39620.0,243001.0,3.68,0.0,0.0,243001.0,3.68,-167564.0,-2.53,-75438.0,-1.14,-1.0,0.815,0.817,43304483.0,35293154,35293154,2024-09-26,2024-09-26 15:00:06+08:00
276,159643,疫苗ETF,0.559,0.5584,-0.11,0.024,4.49,310497.0,16705895.86,0.538,0.56,0.531,0.535,5.42,29.18,1.13,-82.56,152959.0,157538.0,609801.0,3.65,159002.0,0.95,450799.0,2.7,-559294.0,-3.35,-50506.0,-0.3,200.0,0.558,0.559,106390617.0,59472355,59472355,2024-09-26,2024-09-26 15:00:06+08:00
277,516720,ESGETF,0.816,0.815,-0.12,0.035,4.48,67058.0,5371382.0,0.781,0.817,0.78,0.781,4.74,17.05,2.71,0.16,33938.0,33120.0,-28037.0,-0.52,0.0,0.0,-28037.0,-0.52,-29243.0,-0.54,57280.0,1.07,2454.0,0.815,0.818,39337800.0,32099645,32099645,2024-09-26,2024-09-26 15:00:41+08:00
278,563330,A股ETF,0.935,0.9326,-0.26,0.04,4.47,187329.0,17102628.0,0.895,0.936,0.894,0.895,4.69,14.25,0.94,98.68,112690.0,74639.0,759354.0,4.44,202480.0,1.18,556874.0,3.26,-432182.0,-2.53,-327171.0,-1.91,-30.0,0.933,0.937,131421000.0,122878635,122878635,2024-09-26,2024-09-26 15:00:41+08:00
279,517800,人工智能50ETF,0.561,0.5628,0.32,0.024,4.47,93051.0,5117422.0,0.535,0.561,0.534,0.537,5.03,4.81,1.46,51.42,68393.0,24658.0,445218.0,8.7,597821.0,11.68,-152603.0,-2.98,-138850.0,-2.71,-306370.0,-5.99,3.0,0.56,0.561,193539700.0,108575772,108575772,2024-09-26,2024-09-26 15:00:40+08:00
280,563350,中证A50ETF,1.052,1.0491,-0.28,0.045,4.47,1014997.0,103877970.0,1.007,1.053,1.004,1.007,4.87,4.5,1.25,88.52,654420.0,360577.0,9320116.0,8.97,8066382.0,7.77,1253734.0,1.21,-5937334.0,-5.72,-3382781.0,-3.26,5000.0,1.05,1.052,2255997600.0,2373309475,2373309475,2024-09-26,2024-09-26 15:00:42+08:00
