日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2022-01-07,0.966,0.948,0.971,0.947,1015442,97445827.0,2.48,-2.07,-0.02,2.77
2022-01-10,0.94,0.939,0.944,0.933,597727,56112170.0,1.16,-0.95,-0.009,1.63
2022-01-11,0.939,0.944,0.959,0.938,855922,81177992.0,2.24,0.53,0.005,2.34
2022-01-12,0.943,0.946,0.95,0.935,595282,56024964.0,1.59,0.21,0.002,1.62
2022-01-13,0.947,0.936,0.947,0.931,596854,55849940.0,1.69,-1.06,-0.01,1.63
2022-01-14,0.927,0.928,0.941,0.923,468231,43641540.0,1.92,-0.85,-0.008,1.28
2022-01-17,0.929,0.932,0.936,0.923,324839,30276005.0,1.4,0.43,0.004,0.89
2022-01-18,0.931,0.954,0.96,0.924,985039,93323190.0,3.86,2.36,0.022,2.69
2022-01-19,0.954,0.944,0.954,0.938,721364,68077142.0,1.68,-1.05,-0.01,1.97
2022-01-20,0.944,0.944,0.956,0.931,920917,86988753.0,2.65,0.0,0.0,2.51
2022-01-21,0.939,0.932,0.957,0.932,897248,84756948.0,2.65,-1.27,-0.012,2.45
2022-01-24,0.928,0.932,0.936,0.921,488758,45376791.0,1.61,0.0,0.0,1.33
2022-01-25,0.93,0.89,0.93,0.89,961183,87333046.0,4.29,-4.51,-0.042,2.62
2022-01-26,0.896,0.904,0.913,0.893,609058,55109908.0,2.25,1.57,0.014,1.66
2022-01-27,0.906,0.889,0.906,0.888,488003,43719224.0,1.99,-1.66,-0.015,1.33
2022-01-28,0.894,0.883,0.897,0.872,613930,54324126.0,2.81,-0.67,-0.006,1.68
2022-02-07,0.891,0.907,0.907,0.89,578987,52162966.0,1.93,2.72,0.024,1.58
2022-02-08,0.907,0.929,0.93,0.899,766352,70149644.0,3.42,2.43,0.022,2.09
2022-02-09,0.93,0.946,0.952,0.923,1039503,97840247.0,3.12,1.83,0.017,2.84
2022-02-10,0.948,0.952,0.957,0.942,875703,83146976.0,1.59,0.63,0.006,2.39
2022-02-11,0.95,0.94,0.956,0.937,561442,53103661.0,2.0,-1.26,-0.012,1.53
2022-02-14,0.935,0.915,0.935,0.91,725107,66692174.0,2.66,-2.66,-0.025,1.98
2022-02-15,0.919,0.915,0.919,0.907,564619,51497628.0,1.31,0.0,0.0,1.54
2022-02-16,0.919,0.914,0.925,0.911,609922,56028120.0,1.53,-0.11,-0.001,1.66
2022-02-17,0.912,0.918,0.921,0.907,603388,55203907.0,1.53,0.44,0.004,1.65
2022-02-18,0.908,0.918,0.925,0.907,567645,51957500.0,1.96,0.0,0.0,1.55
2022-02-21,0.922,0.918,0.922,0.91,584636,53483509.0,1.31,0.0,0.0,1.6
2022-02-22,0.908,0.905,0.913,0.899,718011,64957186.0,1.53,-1.42,-0.013,1.96
2022-02-23,0.905,0.912,0.912,0.905,531510,48293883.0,0.77,0.77,0.007,1.45
2022-02-24,0.907,0.905,0.931,0.894,1429522,130876006.0,4.06,-0.77,-0.007,3.9
2022-02-25,0.908,0.938,0.938,0.908,1396934,128990577.0,3.31,3.65,0.033,3.81
2022-02-28,0.93,0.941,0.949,0.926,1063206,99558591.0,2.45,0.32,0.003,2.9
2022-03-01,0.944,0.942,0.951,0.937,779948,73557041.0,1.49,0.11,0.001,2.13
2022-03-02,0.932,0.939,0.944,0.931,619827,58071896.0,1.38,-0.32,-0.003,1.69
2022-03-03,0.944,0.952,0.957,0.942,955950,90969146.0,1.6,1.38,0.013,2.61
2022-03-04,0.942,0.949,0.959,0.934,1178800,111534249.0,2.63,-0.32,-0.003,3.22
2022-03-07,0.943,0.938,0.963,0.934,959118,90965730.0,3.06,-1.16,-0.011,2.62
2022-03-08,0.933,0.905,0.937,0.9,1108986,101898508.0,3.94,-3.52,-0.033,3.03
2022-03-09,0.91,0.919,0.932,0.883,1246873,113724441.0,5.41,1.55,0.014,3.4
2022-03-10,0.932,0.94,0.948,0.915,1411935,131843515.0,3.59,2.29,0.021,3.85
2022-03-11,0.921,0.92,0.925,0.897,1165408,106315564.0,2.98,-2.13,-0.02,3.18
2022-03-14,0.907,0.889,0.911,0.888,736949,66337636.0,2.5,-3.37,-0.031,2.01
2022-03-15,0.889,0.826,0.889,0.82,1377594,117370689.0,7.76,-7.09,-0.063,3.76
2022-03-16,0.837,0.861,0.863,0.816,1400638,117902999.0,5.69,4.24,0.035,3.82
2022-03-17,0.867,0.86,0.875,0.858,1101763,95479722.0,1.97,-0.12,-0.001,3.01
2022-03-18,0.861,0.88,0.883,0.852,1073859,93914892.0,3.6,2.33,0.02,2.93
2022-03-21,0.876,0.875,0.88,0.864,913924,79791899.0,1.82,-0.57,-0.005,2.49
2022-03-22,0.873,0.877,0.88,0.865,553302,48187960.0,1.71,0.23,0.002,1.51
2022-03-23,0.885,0.875,0.89,0.873,606060,53327916.0,1.94,-0.23,-0.002,1.65
2022-03-24,0.865,0.858,0.871,0.857,577056,49721122.0,1.6,-1.94,-0.017,1.57
2022-03-25,0.857,0.844,0.858,0.841,576353,48992160.0,1.98,-1.63,-0.014,1.57
2022-03-28,0.842,0.853,0.853,0.83,515503,43360525.0,2.73,1.07,0.009,1.41
2022-03-29,0.853,0.851,0.863,0.85,792831,67800727.0,1.52,-0.23,-0.002,2.16
2022-03-30,0.855,0.863,0.863,0.854,608652,52298195.0,1.06,1.41,0.012,1.66
2022-03-31,0.863,0.853,0.864,0.852,649933,55603091.0,1.39,-1.16,-0.01,1.77
2022-04-01,0.84,0.858,0.86,0.837,578127,49234978.0,2.7,0.59,0.005,1.58
2022-04-06,0.851,0.865,0.865,0.85,487821,41826188.0,1.75,0.82,0.007,1.33
2022-04-07,0.863,0.851,0.864,0.85,485464,41687505.0,1.62,-1.62,-0.014,1.32
2022-04-08,0.849,0.85,0.856,0.842,549920,46723481.0,1.65,-0.12,-0.001,1.5
2022-04-11,0.851,0.83,0.853,0.821,666228,55802009.0,3.76,-2.35,-0.02,1.82
2022-04-12,0.825,0.834,0.834,0.813,749808,61651848.0,2.53,0.48,0.004,2.05
2022-04-13,0.829,0.822,0.831,0.818,423095,34849209.0,1.56,-1.44,-0.012,1.15
2022-04-14,0.823,0.816,0.826,0.815,569526,46715340.0,1.34,-0.73,-0.006,1.55
2022-04-15,0.813,0.825,0.83,0.807,757813,62141544.0,2.82,1.1,0.009,2.07
2022-04-18,0.823,0.828,0.832,0.811,504358,41364308.0,2.55,0.36,0.003,1.38
2022-04-19,0.823,0.839,0.843,0.823,628949,52653544.0,2.42,1.33,0.011,1.72
2022-04-20,0.839,0.827,0.843,0.824,536582,44828771.0,2.26,-1.43,-0.012,1.46
2022-04-21,0.83,0.804,0.83,0.802,629475,51364216.0,3.39,-2.78,-0.023,1.72
2022-04-22,0.795,0.829,0.833,0.792,869136,70811939.0,5.1,3.11,0.025,2.37
2022-04-25,0.812,0.796,0.828,0.795,900758,73355019.0,3.98,-3.98,-0.033,2.46
2022-04-26,0.793,0.775,0.801,0.774,921289,72571624.0,3.39,-2.64,-0.021,2.51
2022-04-27,0.761,0.8,0.8,0.761,804927,62863201.0,5.03,3.23,0.025,2.2
2022-04-28,0.794,0.805,0.814,0.794,788812,63391229.0,2.5,0.63,0.005,2.15
2022-04-29,0.826,0.821,0.826,0.801,874035,71018575.0,3.11,1.99,0.016,2.38
2022-05-05,0.82,0.826,0.831,0.814,721329,59405533.0,2.07,0.61,0.005,1.97
2022-05-06,0.807,0.801,0.814,0.8,662672,53471644.0,1.69,-3.03,-0.025,1.81
2022-05-09,0.801,0.812,0.815,0.797,539189,43734753.0,2.25,1.37,0.011,1.47
2022-05-10,0.801,0.834,0.836,0.798,860675,70902027.0,4.68,2.71,0.022,2.35
2022-05-11,0.834,0.832,0.845,0.83,695472,58276205.0,1.8,-0.24,-0.002,1.9
2022-05-12,0.839,0.835,0.852,0.826,896905,75430066.0,3.13,0.36,0.003,2.45
2022-05-13,0.835,0.846,0.848,0.833,615964,51850345.0,1.8,1.32,0.011,1.68
2022-05-16,0.84,0.84,0.848,0.835,523790,43961752.0,1.54,-0.71,-0.006,1.43
2022-05-17,0.835,0.836,0.841,0.828,451433,37568782.0,1.55,-0.48,-0.004,1.23
2022-05-18,0.83,0.841,0.848,0.83,505730,42443315.0,2.15,0.6,0.005,1.38
2022-05-19,0.828,0.851,0.853,0.827,566088,47657231.0,3.09,1.19,0.01,1.54
2022-05-20,0.853,0.863,0.868,0.852,682182,58761305.0,1.88,1.41,0.012,1.86
2022-05-23,0.865,0.856,0.865,0.849,343269,29331285.0,1.85,-0.81,-0.007,0.94
2022-05-24,0.858,0.836,0.861,0.832,490823,41681326.0,3.39,-2.34,-0.02,1.34
2022-05-25,0.831,0.862,0.862,0.83,760855,64524616.0,3.83,3.11,0.026,2.08
2022-05-26,0.864,0.865,0.87,0.854,741493,64064888.0,1.86,0.35,0.003,2.02
2022-05-27,0.859,0.862,0.869,0.855,591368,50958734.0,1.62,-0.35,-0.003,1.61
2022-05-30,0.86,0.867,0.867,0.858,414889,35788548.0,1.04,0.58,0.005,1.13
2022-05-31,0.869,0.878,0.88,0.863,717308,62726094.0,1.96,1.27,0.011,1.96
2022-06-01,0.875,0.876,0.879,0.864,583271,50916224.0,1.71,-0.23,-0.002,1.59
2022-06-02,0.876,0.875,0.877,0.866,619219,53980583.0,1.26,-0.11,-0.001,1.69
2022-06-06,0.875,0.878,0.879,0.864,706453,61499326.0,1.71,0.34,0.003,1.93
2022-06-07,0.878,0.873,0.883,0.869,565265,49507155.0,1.59,-0.57,-0.005,1.54
2022-06-08,0.873,0.886,0.887,0.87,732241,64458730.0,1.95,1.49,0.013,2.0
2022-06-09,0.886,0.873,0.893,0.871,798627,70553573.0,2.48,-1.47,-0.013,2.18
2022-06-10,0.862,0.892,0.892,0.862,766295,67737387.0,3.44,2.18,0.019,2.09
2022-06-13,0.885,0.873,0.885,0.863,779525,68024039.0,2.47,-2.13,-0.019,2.13
2022-06-14,0.867,0.879,0.88,0.855,768012,66651741.0,2.86,0.69,0.006,2.1
2022-06-15,0.878,0.876,0.888,0.871,817013,71767775.0,1.93,-0.34,-0.003,2.23
2022-06-16,0.872,0.871,0.879,0.868,489557,42748321.0,1.26,-0.57,-0.005,1.34
2022-06-17,0.864,0.876,0.877,0.864,607055,52873437.0,1.49,0.57,0.005,1.66
2022-06-20,0.876,0.893,0.897,0.872,714515,63332452.0,2.85,1.94,0.017,1.95
2022-06-21,0.9,0.898,0.904,0.888,881370,79028124.0,1.79,0.56,0.005,2.4
2022-06-22,0.9,0.882,0.9,0.88,566034,50338558.0,2.23,-1.78,-0.016,1.54
2022-06-23,0.883,0.885,0.885,0.87,670284,58776344.0,1.7,0.34,0.003,1.83
2022-06-24,0.884,0.883,0.887,0.875,756401,66634115.0,1.36,-0.23,-0.002,2.06
2022-06-27,0.886,0.882,0.887,0.876,745408,65706422.0,1.25,-0.11,-0.001,2.03
2022-06-28,0.883,0.894,0.894,0.881,848356,75371167.0,1.47,1.36,0.012,2.31
2022-06-29,0.89,0.884,0.893,0.882,833122,73917077.0,1.23,-1.12,-0.01,2.27
2022-06-30,0.884,0.889,0.894,0.882,796873,70731367.0,1.36,0.57,0.005,2.17
2022-07-01,0.887,0.901,0.908,0.887,1472187,132457933.0,2.36,1.35,0.012,4.02
2022-07-04,0.903,0.924,0.927,0.893,1703854,156468308.0,3.77,2.55,0.023,4.65
2022-07-05,0.924,0.931,0.938,0.921,1134720,105545091.0,1.84,0.76,0.007,3.1
2022-07-06,0.93,0.925,0.946,0.917,878118,81521258.0,3.11,-0.64,-0.006,2.4
2022-07-07,0.925,0.941,0.948,0.925,1015126,95175884.0,2.49,1.73,0.016,2.77
2022-07-08,0.944,0.945,0.947,0.933,711878,66874461.0,1.49,0.43,0.004,1.94
2022-07-11,0.945,0.952,0.959,0.943,944807,89826892.0,1.69,0.74,0.007,2.58
2022-07-12,0.945,0.958,0.97,0.941,1132490,108393850.376,3.05,0.63,0.006,3.09
2022-07-13,0.953,0.969,0.969,0.943,814744,78089041.718,2.71,1.15,0.011,2.22
2022-07-14,0.969,0.943,0.97,0.937,1133969,107306944.179,3.41,-2.68,-0.026,3.09
2022-07-15,0.942,0.931,0.945,0.93,697480,65332732.193,1.59,-1.27,-0.012,1.9
2022-07-18,0.931,0.96,0.96,0.931,856200,81333137.88,3.11,3.11,0.029,2.34
2022-07-19,0.958,0.945,0.958,0.939,660531,62486300.604,1.98,-1.56,-0.015,1.8
2022-07-20,0.945,0.945,0.947,0.933,798457,74975872.713,1.48,0.0,0.0,2.18
2022-07-21,0.941,0.923,0.942,0.922,872991,81175617.793,2.12,-2.33,-0.022,2.38
2022-07-22,0.92,0.921,0.932,0.912,776775,71570490.326,2.17,-0.22,-0.002,2.12
2022-07-25,0.92,0.903,0.921,0.9,711431,64476576.25,2.28,-1.95,-0.018,1.94
2022-07-26,0.9,0.905,0.906,0.895,602940,54372136.712,1.22,0.22,0.002,1.65
2022-07-27,0.902,0.904,0.906,0.898,651516,58759015.006,0.88,-0.11,-0.001,1.78
2022-07-28,0.906,0.905,0.913,0.904,758761,68930255.227,1.0,0.11,0.001,2.07
2022-07-29,0.905,0.911,0.924,0.905,1096958,100486330.453,2.1,0.66,0.006,2.99
2022-08-01,0.905,0.903,0.906,0.891,893037,80115021.412,1.65,-0.88,-0.008,2.44
2022-08-02,0.9,0.87,0.9,0.858,1308470,114089317.958,4.65,-3.65,-0.033,3.57
2022-08-03,0.863,0.857,0.879,0.855,977067,84910998.553,2.76,-1.49,-0.013,2.67
2022-08-04,0.858,0.875,0.875,0.858,1029997,89224322.018,1.98,2.1,0.018,2.81
2022-08-05,0.875,0.876,0.878,0.863,982159,85325016.774,1.71,0.11,0.001,2.68
2022-08-08,0.876,0.888,0.889,0.869,851834,75143275.033,2.28,1.37,0.012,2.32
2022-08-09,0.881,0.885,0.889,0.879,659564,58343197.981,1.13,-0.34,-0.003,1.8
2022-08-10,0.885,0.875,0.885,0.871,605242,53022959.174,1.58,-1.13,-0.01,1.65
2022-08-11,0.875,0.89,0.89,0.875,832097,73729425.974,1.71,1.71,0.015,2.27
2022-08-12,0.889,0.899,0.904,0.887,892409,80243678.909,1.91,1.01,0.009,2.44
2022-08-15,0.898,0.912,0.914,0.895,923870,83734741.646,2.11,1.45,0.013,2.52
2022-08-16,0.915,0.923,0.93,0.913,1327580,122223186.354,1.86,1.21,0.011,3.62
2022-08-17,0.923,0.937,0.941,0.923,1102857,102751659.497,1.95,1.52,0.014,3.01
2022-08-18,0.937,0.917,0.938,0.914,1119231,103571260.679,2.56,-2.13,-0.02,3.05
2022-08-19,0.92,0.955,0.959,0.905,1986244,186479349.698,5.89,4.14,0.038,5.42
2022-08-22,0.96,0.948,0.967,0.943,1454096,138805272.285,2.51,-0.73,-0.007,3.97
2022-08-23,0.941,0.959,0.964,0.938,1160858,110848961.757,2.74,1.16,0.011,3.17
2022-08-24,0.96,0.938,0.96,0.934,1084073,102555722.717,2.71,-2.19,-0.021,2.96
2022-08-25,0.94,0.949,0.955,0.934,998836,94397967.025,2.24,1.17,0.011,2.73
2022-08-26,0.945,0.95,0.964,0.941,1141988,108689496.204,2.42,0.11,0.001,3.12
2022-08-29,0.935,0.946,0.948,0.931,1201362,112828715.858,1.79,-0.42,-0.004,3.28
2022-08-30,0.943,0.93,0.953,0.925,985227,92011455.122,2.96,-1.69,-0.016,2.69
2022-08-31,0.929,0.917,0.935,0.913,1472598,135841047.962,2.37,-1.4,-0.013,4.02
2022-09-01,0.914,0.906,0.922,0.906,1309602,120015465.782,1.74,-1.2,-0.011,3.57
2022-09-02,0.907,0.915,0.934,0.907,1642190,151622151.95,2.98,0.99,0.009,4.48
2022-09-05,0.915,0.935,0.936,0.913,1033560,96118952.107,2.51,2.19,0.02,2.82
2022-09-06,0.932,0.96,0.96,0.929,1062705,100591100.407,3.32,2.67,0.025,2.9
2022-09-07,0.955,0.973,0.976,0.942,1131727,108656983.974,3.54,1.35,0.013,3.09
2022-09-08,0.973,0.977,0.994,0.968,1162888,114071928.935,2.67,0.41,0.004,3.17
2022-09-09,0.972,0.974,0.982,0.964,851546,82825813.888,1.84,-0.31,-0.003,2.32
2022-09-13,0.97,0.953,0.975,0.952,980713,93973205.291,2.36,-2.16,-0.021,2.68
2022-09-14,0.946,0.941,0.949,0.934,872567,82055597.188,1.57,-1.26,-0.012,2.38
2022-09-15,0.945,0.927,0.947,0.912,868373,80520099.684,3.72,-1.49,-0.014,2.37
2022-09-16,0.921,0.893,0.923,0.89,1697473,153601227.2,3.56,-3.67,-0.034,4.63
2022-09-19,0.887,0.883,0.893,0.87,946943,83285622.324,2.58,-1.12,-0.01,2.58
2022-09-20,0.885,0.886,0.891,0.882,1028607,91160856.411,1.02,0.34,0.003,2.81
2022-09-21,0.88,0.901,0.904,0.875,1621634,145136798.846,3.27,1.69,0.015,4.42
2022-09-22,0.894,0.896,0.901,0.887,2064999,185133353.378,1.55,-0.55,-0.005,5.63
2022-09-23,0.896,0.881,0.907,0.877,888859,79186479.558,3.35,-1.67,-0.015,2.43
2022-09-26,0.878,0.866,0.883,0.863,833350,72849324.99,2.27,-1.7,-0.015,2.27
2022-09-27,0.866,0.873,0.874,0.859,765667,66398503.882,1.73,0.81,0.007,2.09
2022-09-28,0.872,0.85,0.877,0.849,1068808,91632686.362,3.21,-2.63,-0.023,2.92
2022-09-29,0.856,0.845,0.859,0.84,708239,60141067.196,2.24,-0.59,-0.005,1.93
2022-09-30,0.845,0.844,0.852,0.843,661791,56095481.123,1.07,-0.12,-0.001,1.81
2022-10-10,0.843,0.848,0.858,0.843,1320489,112420886.492,1.78,0.47,0.004,3.6
2022-10-11,0.848,0.878,0.878,0.845,1012772,87741345.171,3.89,3.54,0.03,2.76
2022-10-12,0.875,0.887,0.887,0.861,1222981,106715650.8,2.96,1.03,0.009,3.34
2022-10-13,0.879,0.901,0.904,0.879,956574,85453192.37,2.82,1.58,0.014,2.61
2022-10-14,0.904,0.91,0.91,0.896,851796,77083391.058,1.55,1.0,0.009,2.32
2022-10-17,0.909,0.901,0.909,0.884,765750,68625800.598,2.75,-0.99,-0.009,2.09
2022-10-18,0.898,0.9,0.91,0.898,2731190,246560709.248,1.33,-0.11,-0.001,7.45
2022-10-19,0.896,0.888,0.903,0.88,1298718,116110738.595,2.56,-1.33,-0.012,3.54
2022-10-20,0.888,0.876,0.89,0.875,841225,74217299.7,1.69,-1.35,-0.012,2.3
2022-10-21,0.875,0.895,0.902,0.875,911877,81580059.394,3.08,2.17,0.019,2.49
2022-10-24,0.896,0.877,0.898,0.871,1518303,134204083.995,3.02,-2.01,-0.018,4.14
2022-10-25,0.877,0.88,0.887,0.872,1399444,123294616.048,1.71,0.34,0.003,3.82
2022-10-26,0.88,0.887,0.893,0.877,734361,65145273.646,1.82,0.8,0.007,2.0
2022-10-27,0.887,0.864,0.888,0.861,1907356,165615737.413,3.04,-2.59,-0.023,5.2
2022-10-28,0.855,0.833,0.869,0.828,1085208,91628117.645,4.75,-3.59,-0.031,2.96
2022-10-31,0.83,0.829,0.836,0.821,597763,49622626.883,1.8,-0.48,-0.004,1.63
2022-11-01,0.831,0.841,0.841,0.825,741900,61752607.633,1.93,1.45,0.012,2.02
2022-11-02,0.835,0.84,0.84,0.828,1583613,131897064.14,1.43,-0.12,-0.001,4.32
2022-11-03,0.833,0.835,0.84,0.831,702659,58662180.428,1.07,-0.6,-0.005,1.92
2022-11-04,0.834,0.854,0.857,0.834,1497953,127116124.644,2.75,2.28,0.019,4.09
2022-11-07,0.853,0.857,0.857,0.846,901863,76854123.306,1.29,0.35,0.003,2.46
2022-11-08,0.857,0.849,0.857,0.845,1071916,91091298.451,1.4,-0.93,-0.008,2.92
2022-11-09,0.848,0.849,0.854,0.846,785572,66812688.698,0.94,0.0,0.0,2.14
2022-11-10,0.846,0.848,0.856,0.845,604324,51353715.848,1.3,-0.12,-0.001,1.65
2022-11-11,0.857,0.857,0.863,0.85,1246970,106669896.956,1.53,1.06,0.009,3.4
2022-11-14,0.858,0.847,0.86,0.845,1420693,121056848.562,1.75,-1.17,-0.01,3.88
2022-11-15,0.846,0.861,0.861,0.845,1026541,87529729.099,1.89,1.65,0.014,2.8
2022-11-16,0.862,0.868,0.883,0.862,1463949,127623591.997,2.44,0.81,0.007,3.99
