code,close,adjfactor,tradestatus,rn
sz.002956,19.25,3.050251007376214,1,1
sz.002957,15.13,1.0444412877305853,1,1
sz.002958,3.13,1.1714046155751847,1,1
sz.002959,45.3,1.3872012781840632,1,1
sz.002960,11.07,2.733879008969054,1,1
sz.002961,14.42,1.0820301333120603,1,1
sz.002962,13.84,1.5452821908731686,1,1
sz.002965,53.91,1.0540428893690328,1,1
sz.002966,8.04,1.3712951002853089,1,1
sz.002968,9.56,3.447813182234061,1,1
sz.002969,3.14,1.0799958094191726,1,1
sz.002970,49.21,2.101841371383887,1,1
sz.002971,18.62,1.3324974189733805,1,1
sz.002972,10.76,1.6025853151834664,1,1
sz.002973,10.79,1.0350740201206123,1,1
sz.002976,21.47,1.2299844680770105,1,1
sz.002977,29.58,1.7180816180705307,1,1
sz.002978,30.07,1.1475219799518355,1,1
sz.002979,47.77,1.5449105862398953,1,1
sz.002980,24.67,1.136245322221849,1,1
sz.002981,22.82,1.4349851865734533,1,1
sz.002982,20.43,1.4343155846060052,1,1
sz.002983,19.61,1.6329217620687668,1,1
sz.002984,18.48,1.4474369608993278,1,1
sz.002985,26.19,2.278570422738793,1,1
sz.002986,10.34,2.8947127996914697,1,1
sz.002987,18.71,3.9277566991328996,1,1
sz.002988,27.88,1.0472833183880903,1,1
sz.002990,28.15,2.0744968767427556,1,1
sz.002991,69.92,1.1195120966907532,1,1
sz.002993,37.08,1.384314659975997,1,1
sz.002996,6.81,1.3373725365652733,1,1
sz.002997,38.88,1.0462876420822167,1,1
sz.002998,6.68,1.0670229459951082,1,1
sz.002999,6.19,1.485652785511163,1,1
sz.003000,12.91,1.1109333740134328,1,1
sz.003001,40.98,1.3438922987658577,1,1
sz.003002,26.53,1.0744170240253308,1,1
sz.003003,12.44,1.0349343115488785,1,1
sz.003006,31.98,1.1080223658717887,1,1
sz.003008,20.74,1.4404044986535212,1,1
sz.003010,48.99,1.4335652380608512,1,1
sz.003011,16.26,1.520939942784094,1,1
sz.003013,14.26,1.1165676111434149,1,1
sz.003015,14.35,1.0665618604446352,1,1
sz.003016,6.89,1.1643013841591525,1,1
sz.003017,25.13,1.5174880454989585,1,1
sz.003018,11.2,1.0781419627803492,1,1
sz.003019,29.3,1.4452395745829558,1,1
sz.003020,23.39,2.168082292503038,1,1
sz.003021,127.06,2.3008993794147665,1,1
sz.003022,14.69,1.3430362782044447,1,1
sz.003023,18.7,1.3980876578680055,1,1
sz.003025,16.62,3.1332334788582568,1,1
sz.003026,29.82,1.3379937641837465,1,1
sz.003027,15.87,1.5684078158630903,1,1
sz.003028,40.21,1.0366568383358261,1,1
sz.003031,46.62,2.7758357043904915,1,1
sz.003033,43.11,1.0652436503471854,1,1
sz.003035,4.3,1.008727870301472,1,1
sz.003036,12.52,1.0691180845356028,1,1
sz.003037,6.7,1.0350870012782503,1,1
sz.003038,19.21,1.7419582162643656,1,1
sz.003039,13.53,1.0289283483899494,1,1
sz.003040,12.79,1.0277098948405783,1,1
sz.003816,3.52,1.1397310594054058,1,1
