code,close,adjfactor,tradestatus,rn
sz.002758,8.74,4.2716929359318465,1,1
sz.002760,18.65,1.0270335425119337,1,1
sz.002761,8.5,3.120088207070876,1,1
sz.002763,6.63,2.5652596125316673,1,1
sz.002765,15.76,2.084161702156891,1,1
sz.002766,5.21,2.0164519288269545,1,1
sz.002767,15.93,1.5291199771731179,1,1
sz.002768,25.11,3.1850264900799043,1,1
sz.002769,7.17,5.136814123813678,1,1
sz.002772,7.73,2.3476869472166473,1,1
sz.002773,27.91,2.068919101752085,1,1
sz.002774,7.97,1.2174443928454721,1,1
sz.002777,17.7,5.058460312659492,1,1
sz.002778,16.92,1.438553509230828,1,1
sz.002779,105.37,1.5231157591681337,1,1
sz.002780,12.01,1.9560955349904146,1,1
sz.002782,12.24,2.6780547805460433,1,1
sz.002783,8.0,4.376824286387726,1,1
sz.002785,27.51,1.0024043063160246,1,1
sz.002787,8.09,2.1436567440937764,1,1
sz.002788,8.03,3.2669722130522607,1,1
sz.002790,6.7,3.1319598404393996,1,1
sz.002792,14.58,3.0828253449620973,1,1
sz.002793,4.38,3.588844183524621,1,1
sz.002797,6.78,1.6663527171945738,1,1
sz.002800,11.95,2.0064238549747144,1,1
sz.002801,33.04,4.379337338110129,1,1
sz.002802,14.94,2.104222933186651,1,1
sz.002803,13.76,3.180857581668665,1,1
sz.002807,4.15,1.628703429409923,1,1
sz.002810,11.24,3.517330464229064,1,1
sz.002811,8.87,1.8568891009360105,1,1
sz.002812,27.7,3.6651724401934653,1,1
sz.002815,10.08,2.3479216705577097,1,1
sz.002817,6.82,3.646025418173461,1,1
sz.002818,13.14,2.6686147017841595,1,1
sz.002820,10.59,1.812190841631451,1,1
sz.002821,82.0,2.971515326621518,1,1
sz.002823,13.58,2.168560414883872,1,1
sz.002824,15.37,2.1948315830374425,1,1
sz.002825,9.38,3.0918352447238253,1,1
sz.002826,10.62,1.044225131190534,1,1
sz.002827,28.4,1.7004051739478383,1,1
sz.002828,8.23,1.7768026018040985,1,1
sz.002830,13.16,2.1933141765472874,1,1
sz.002831,20.7,2.4818964511637445,1,1
sz.002832,16.48,5.629728507856875,1,1
